land_variable,mean,median,std,min,max,count,Country
Permanent meadows and pastures,414.0,420.0,14.04075700034927,370.0,420.0,15,Vanuatu
Total area,12190.0,12190.0,0.0,12190.0,12190.0,15,Vanuatu
Arable and cropland % land area,25.544733333333333,26.02,4.705341865015407,15.697,30.153,15,Benin
Arable land and permanent crops,28804.0,29340.0,5305.595159828914,17700.0,34000.0,15,Benin
Forest,38064.833333333336,37851.5,4794.91794457821,30851.5,46251.5,15,Benin
Forest % land area,33.757466666666666,33.568,4.252432478117952,27.36,41.018,15,Benin
Land area,112760.0,112760.0,0.0,112760.0,112760.0,15,Benin
Meadows and pastures % land area,4.878,4.878,0.0,4.878,4.878,15,Benin
Other % land area,35.82053333333333,35.836,1.3855960484657155,33.911,38.408,15,Benin
Other areas,40391.166666666664,40408.5,1562.1069410376788,38238.5,43308.5,15,Benin
Permanent meadows and pastures,5500.0,5500.0,0.0,5500.0,5500.0,15,Benin
Total area,114760.0,114760.0,0.0,114760.0,114760.0,15,Benin
Arable and cropland % land area,6.1274,6.188,0.0841569961441118,5.984,6.19,15,Madagascar
Arable land and permanent crops,35640.0,36000.0,493.96356140913923,34800.0,36000.0,15,Madagascar
Forest,128040.55333333333,127025.9,3560.828443708557,124166.0,134946.2,15,Madagascar
Forest % land area,22.013666666666666,21.843,0.6159854667425984,21.342,23.205,15,Madagascar
Land area,581643.6666666666,581540.0,131.42714802541073,581540.0,581800.0,15,Madagascar
Meadows and pastures % land area,62.6082,64.103,2.8202839826615174,56.746,64.131,15,Madagascar
Other % land area,9.250733333333333,8.232,2.3761906028246944,7.441,14.293,15,Madagascar
Other areas,53805.12266666666,47891.1,13814.607208675105,43271.99,83119.41,15,Madagascar
Permanent meadows and pastures,364158.0,372930.0,16438.896904250334,330000.0,372950.0,15,Madagascar
Total area,587142.0,587040.0,129.30860097347664,587040.0,587295.0,15,Madagascar
Arable and cropland % land area,58.14706666666667,58.118,0.5977599215483782,57.537,59.406,15,Ukraine
Arable land and permanent crops,336871.3333333333,336670.0,3466.81588506693,333330.0,344170.0,15,Ukraine
Forest,95465.73333333334,95366.0,1054.8280473725617,93448.0,96960.0,15,Ukraine
Forest % land area,16.478266666666666,16.461,0.1820672821736382,16.13,16.735,15,Ukraine
Land area,579343.3333333334,579350.0,32.21948537912949,579290.0,579400.0,15,Ukraine
Meadows and pastures % land area,13.4354,13.536,0.3026855511205368,12.899,13.754,15,Ukraine
Other % land area,11.939266666666667,11.987,0.29952449617606214,11.464,12.308,15,Ukraine
Other areas,69169.6,69450.0,1735.6489440963733,66418.0,71304.0,15,Ukraine
Permanent meadows and pastures,77836.66666666667,78410.0,1751.3695321362766,74730.0,79680.0,15,Ukraine
Total area,603550.0,603550.0,0.0,603550.0,603550.0,15,Ukraine
Arable and cropland % land area,39.352,38.889,2.6597325053471055,36.111,43.056,15,Tonga
Arable land and permanent crops,283.3333333333333,280.0,19.148542155126783,260.0,310.0,15,Tonga
Forest,89.5,89.5,0.0,89.5,89.5,15,Tonga
Forest % land area,12.431,12.431,0.0,12.431,12.431,15,Tonga
Land area,720.0,720.0,0.0,720.0,720.0,15,Tonga
Meadows and pastures % land area,5.556,5.556,0.0,5.556,5.556,15,Tonga
Other % land area,42.662,43.125,2.6597325053471086,38.958,45.903,15,Tonga
Other areas,307.1666666666667,310.5,19.148542155126783,280.5,330.5,15,Tonga
Permanent meadows and pastures,40.0,40.0,0.0,40.0,40.0,15,Tonga
Total area,750.0,750.0,0.0,750.0,750.0,15,Tonga
Arable and cropland % land area,1.6904666666666666,1.611,0.14440660188047733,1.523,1.985,15,Congo
Arable land and permanent crops,5772.666666666667,5500.0,493.44947152913323,5200.0,6780.0,15,Congo
Forest,221098.0,221110.0,1092.8285710550795,219310.0,222790.0,15,Congo
Forest % land area,64.7432,64.747,0.3200344177919485,64.22,65.239,15,Congo
Land area,341500.0,341500.0,0.0,341500.0,341500.0,15,Congo
Meadows and pastures % land area,29.283,29.283,0.0,29.283,29.283,15,Congo
Other % land area,4.2838666666666665,4.346,0.19034062199371,3.927,4.556,15,Congo
Other areas,14629.333333333334,14840.0,650.49944182107,13410.0,15560.0,15,Congo
Permanent meadows and pastures,100000.0,100000.0,0.0,100000.0,100000.0,15,Congo
Total area,342000.0,342000.0,0.0,342000.0,342000.0,15,Congo
Arable and cropland % land area,16.597,16.568,0.376834939235431,16.224,17.251,15,Nepal
Arable land and permanent crops,23776.066666666666,23750.0,528.1269418110251,23257.0,24730.0,15,Nepal
Forest,58718.786,59076.49,988.3863807800211,57046.28,59620.3,15,Nepal
Forest % land area,40.98813333333333,41.211,0.651749499059115,39.893,41.591,15,Nepal
Land area,143256.66666666666,143350.0,160.2081978759756,143000.0,143350.0,15,Nepal
Meadows and pastures % land area,12.506066666666667,12.517,0.023168533669202327,12.459,12.531,15,Nepal
Other % land area,29.908866666666665,29.727,0.4098607545194328,29.622,30.951,15,Nepal
Other areas,42846.147333333334,42613.51,544.4803282090782,42463.7,44259.72,15,Nepal
Permanent meadows and pastures,17915.666666666668,17920.0,36.70668811512452,17860.0,17953.0,15,Nepal
Total area,147180.0,147180.0,0.0,147180.0,147180.0,15,Nepal
Arable and cropland % land area,13.7918,12.821,1.9986090949171922,12.821,19.231,15,Saint Vincent and the Grenadines
Arable land and permanent crops,53.78666666666666,50.0,7.795041158753858,50.0,75.0,15,Saint Vincent and the Grenadines
Forest,284.3333333333333,285.4,2.186538904513796,278.4,285.4,15,Saint Vincent and the Grenadines
Forest % land area,72.90633333333334,73.18,0.5608451106100848,71.385,73.18,15,Saint Vincent and the Grenadines
Land area,390.0,390.0,0.0,390.0,390.0,15,Saint Vincent and the Grenadines
Meadows and pastures % land area,5.128,5.128,0.0,5.128,5.128,15,Saint Vincent and the Grenadines
Other % land area,8.174466666666667,8.872,1.4382217624883988,4.256,8.872,15,Saint Vincent and the Grenadines
Other areas,31.880000000000003,34.6,5.608564878825956,16.6,34.6,15,Saint Vincent and the Grenadines
Permanent meadows and pastures,20.0,20.0,0.0,20.0,20.0,15,Saint Vincent and the Grenadines
Total area,390.0,390.0,0.0,390.0,390.0,15,Saint Vincent and the Grenadines
Arable and cropland % land area,27.142533333333333,26.718,1.9577035696618281,24.536,31.476,15,Lebanon
Arable land and permanent crops,2776.68,2733.2,200.2790738658722,2510.0,3220.0,15,Lebanon
Forest,1393.054,1386.36,19.759638443771543,1374.33,1439.3,15,Lebanon
Forest % land area,13.617333333333333,13.552,0.19311975066066708,13.434,14.069,15,Lebanon
Land area,10230.0,10230.0,0.0,10230.0,10230.0,15,Lebanon
Meadows and pastures % land area,35.663333333333334,39.101,4.202900081519675,29.326,39.101,15,Lebanon
Other % land area,23.577066666666667,22.701,3.229771165415965,19.528,29.537,15,Lebanon
Other areas,2411.9326666666666,2322.35,330.41031007925073,1997.7,3021.68,15,Lebanon
Permanent meadows and pastures,3648.3333333333335,4000.0,429.9570853446833,3000.0,4000.0,15,Lebanon
Total area,10450.0,10450.0,0.0,10450.0,10450.0,15,Lebanon
Arable and cropland % land area,14.666400000000001,13.333,2.760400250481285,13.333,20.0,15,British Virgin Islands
Arable land and permanent crops,22.0,20.0,4.140393356054125,20.0,30.0,15,British Virgin Islands
Forest,36.50866666666666,36.49,0.2706834383731761,36.2,36.98,15,British Virgin Islands
Forest % land area,24.339133333333333,24.327,0.1805281405316356,24.133,24.653,15,British Virgin Islands
Land area,150.0,150.0,0.0,150.0,150.0,15,British Virgin Islands
Meadows and pastures % land area,33.333,33.333,0.0,33.333,33.333,15,British Virgin Islands
Other % land area,27.661,29.007,2.8978137818510206,22.013,29.2,15,British Virgin Islands
Other areas,41.49133333333334,43.51,4.346638876627494,33.02,43.8,15,British Virgin Islands
Permanent meadows and pastures,50.0,50.0,0.0,50.0,50.0,15,British Virgin Islands
Total area,150.0,150.0,0.0,150.0,150.0,15,British Virgin Islands
Arable and cropland % land area,6.248533333333333,6.522,2.5753526767267845,3.18,8.696,15,Seychelles
Arable land and permanent crops,28.742,30.0,11.846483625351206,14.63,40.0,15,Seychelles
Forest,337.0,337.0,0.0,337.0,337.0,15,Seychelles
Forest % land area,73.261,73.261,0.0,73.261,73.261,15,Seychelles
Land area,460.0,460.0,0.0,460.0,460.0,15,Seychelles
Other % land area,20.4908,20.217,2.5757518791329925,18.043,23.559,15,Seychelles
Other areas,94.258,93.0,11.846483625351212,83.0,108.37,15,Seychelles
Total area,460.0,460.0,0.0,460.0,460.0,15,Seychelles
Arable and cropland % land area,0.41146666666666665,0.423,0.03284349613082074,0.333,0.455,15,Suriname
Arable land and permanent crops,642.0,660.0,51.297451899958645,520.0,710.0,15,Suriname
Forest,152975.04,153121.6,566.0192409652564,151840.4,153666.0,15,Suriname
Forest % land area,98.06099999999999,98.155,0.3627226409885503,97.334,98.504,15,Suriname
Land area,156000.0,156000.0,0.0,156000.0,156000.0,15,Suriname
Meadows and pastures % land area,0.11813333333333334,0.114,0.0136270040029068,0.103,0.135,15,Suriname
Other % land area,1.4095333333333333,1.382,0.37435141371762043,0.926,2.166,15,Suriname
Other areas,2199.0321333333336,2156.391,584.1537886743116,1443.984,3379.57,15,Suriname
Permanent meadows and pastures,183.93333333333334,178.0,21.208039805247275,160.0,210.0,15,Suriname
Total area,163820.0,163820.0,0.0,163820.0,163820.0,15,Suriname
Arable and cropland % land area,23.1512,19.615,6.7908216334360345,15.385,38.462,15,Saint Kitts and Nevis
Arable land and permanent crops,60.193333333333335,51.0,17.655936543783092,40.0,100.0,15,Saint Kitts and Nevis
Forest,110.0,110.0,0.0,110.0,110.0,15,Saint Kitts and Nevis
Forest % land area,42.308,42.308,0.0,42.308,42.308,15,Saint Kitts and Nevis
Land area,260.0,260.0,0.0,260.0,260.0,15,Saint Kitts and Nevis
Meadows and pastures % land area,5.051333333333333,3.846,1.9709063421491673,3.462,7.692,15,Saint Kitts and Nevis
Other % land area,29.489533333333334,34.615,8.46009239958547,11.538,38.462,15,Saint Kitts and Nevis
Other areas,76.67333333333333,90.0,21.996443435463018,30.0,100.0,15,Saint Kitts and Nevis
Permanent meadows and pastures,13.133333333333333,10.0,5.125101625008685,9.0,20.0,15,Saint Kitts and Nevis
Total area,260.0,260.0,0.0,260.0,260.0,15,Saint Kitts and Nevis
Arable and cropland % land area,21.149933333333333,21.178,0.3330359196986469,20.762,21.759,15,Democratic People's Republic of Korea
Arable land and permanent crops,25466.666666666668,25500.0,400.7433568947065,25000.0,26200.0,15,Democratic People's Republic of Korea
Forest,63322.176,63060.8,2312.874695478098,60088.6,67748.28,15,Democratic People's Republic of Korea
Forest % land area,52.5888,52.372,1.9208896450789217,49.903,56.265,15,Democratic People's Republic of Korea
Land area,120410.0,120410.0,0.0,120410.0,120410.0,15,Democratic People's Republic of Korea
Meadows and pastures % land area,0.415,0.415,0.0,0.415,0.415,15,Democratic People's Republic of Korea
Other % land area,25.84606666666667,25.807,1.8198299946763736,22.487,28.545,15,Democratic People's Republic of Korea
Other areas,31121.157333333333,31073.8,2191.324132167797,27076.4,34371.4,15,Democratic People's Republic of Korea
Permanent meadows and pastures,500.0,500.0,0.0,500.0,500.0,15,Democratic People's Republic of Korea
Total area,120540.0,120540.0,0.0,120540.0,120540.0,15,Democratic People's Republic of Korea
Arable and cropland % land area,22.292666666666666,22.954,2.6732727044544027,17.544,25.541,15,Guatemala
Arable land and permanent crops,23888.846666666668,24598.0,2864.7579204300423,18800.0,27370.0,15,Guatemala
Forest,39414.17333333333,38685.8,3696.5809197663975,35162.0,46096.0,15,Guatemala
Forest % land area,36.78060000000001,36.101,3.449439681207036,32.813,43.016,15,Guatemala
Land area,107160.0,107160.0,0.0,107160.0,107160.0,15,Guatemala
Meadows and pastures % land area,20.08693333333333,18.113,3.1448898110759815,16.9,24.281,15,Guatemala
Other % land area,20.83966666666667,22.391,4.325161444826021,15.159,26.619,15,Guatemala
Other areas,22331.780000000002,23994.2,4634.772853302983,16244.0,28524.8,15,Guatemala
Permanent meadows and pastures,21525.2,19410.0,3370.2184583707403,18110.0,26020.0,15,Guatemala
Total area,108890.0,108890.0,0.0,108890.0,108890.0,15,Guatemala
Forest,4.9,4.9,0.0,4.9,4.9,15,Norfolk Island
Forest % land area,12.25,12.25,0.0,12.25,12.25,15,Norfolk Island
Land area,40.0,40.0,0.0,40.0,40.0,15,Norfolk Island
Meadows and pastures % land area,25.0,25.0,0.0,25.0,25.0,15,Norfolk Island
Other % land area,62.75,62.75,0.0,62.75,62.75,15,Norfolk Island
Other areas,25.1,25.1,0.0,25.1,25.1,15,Norfolk Island
Permanent meadows and pastures,10.0,10.0,0.0,10.0,10.0,15,Norfolk Island
Total area,40.0,40.0,0.0,40.0,40.0,15,Norfolk Island
Arable and cropland % land area,9.914133333333332,10.256,1.3240439066234424,5.128,10.256,15,Saint Helena
Arable land and permanent crops,38.666666666666664,40.0,5.163977794943222,20.0,40.0,15,Saint Helena
Forest,20.0,20.0,0.0,20.0,20.0,15,Saint Helena
Forest % land area,5.128,5.128,0.0,5.128,5.128,15,Saint Helena
Land area,390.0,390.0,0.0,390.0,390.0,15,Saint Helena
Meadows and pastures % land area,20.513,20.513,0.0,20.513,20.513,15,Saint Helena
Other % land area,64.44486666666666,64.103,1.3240439066234424,64.103,69.231,15,Saint Helena
Other areas,251.33333333333334,250.0,5.163977794943225,250.0,270.0,15,Saint Helena
Permanent meadows and pastures,80.0,80.0,0.0,80.0,80.0,15,Saint Helena
Total area,390.0,390.0,0.0,390.0,390.0,15,Saint Helena
Arable and cropland % land area,6.5382,6.93,1.1176564256131152,4.769,7.566,15,Mozambique
Arable land and permanent crops,51416.666666666664,54500.0,8790.450717086344,37500.0,59500.0,15,Mozambique
Forest,396390.16000000003,396369.0,19769.764898081845,364976.1,427210.0,15,Mozambique
Forest % land area,50.4068,50.404,2.514029554321109,46.412,54.326,15,Mozambique
Land area,786380.0,786380.0,0.0,786380.0,786380.0,15,Mozambique
Meadows and pastures % land area,42.971266666666665,42.665,1.3546221121282043,40.905,45.098,15,Mozambique
Other % land area,0.08346666666666666,0.0,0.2473949608756546,0.0,0.924,15,Mozambique
Other areas,656.4140666666666,0.0,1945.4257584001086,0.0,7265.625,15,Mozambique
Permanent meadows and pastures,337916.76666666666,335511.0,10652.054661738592,321670.0,354638.3,15,Mozambique
Total area,799380.0,799380.0,0.0,799380.0,799380.0,15,Mozambique
Arable and cropland % land area,42.24660000000001,42.563,1.2744158213527832,40.018,44.432,15,Thailand
Arable land and permanent crops,215833.51333333334,217450.0,6510.852391734307,204450.0,227000.0,15,Thailand
Forest,196116.46666666667,197505.0,4044.221042190352,190343.0,200706.0,15,Thailand
Forest % land area,38.38713333333333,38.659,0.7916829151214798,37.257,39.286,15,Thailand
Land area,510890.0,510890.0,0.0,510890.0,510890.0,15,Thailand
Meadows and pastures % land area,1.566,1.566,0.0,1.566,1.566,15,Thailand
Other % land area,17.80026666666667,17.212,1.9970547051190408,15.174,20.732,15,Thailand
Other areas,90940.02266666667,87935.0,10203.495723902988,77520.0,105919.0,15,Thailand
Permanent meadows and pastures,8000.0,8000.0,0.0,8000.0,8000.0,15,Thailand
Total area,513120.0,513120.0,0.0,513120.0,513120.0,15,Thailand
Forest,2.2,2.2,0.0,2.2,2.2,15,Greenland
Forest % land area,0.001,0.001,0.0,0.001,0.001,15,Greenland
Land area,401283.3333333333,410450.0,24190.772050121763,341700.0,410450.0,15,Greenland
Meadows and pastures % land area,0.6033333333333333,0.592,0.03797492907294542,0.582,0.697,15,Greenland
Other % land area,99.396,99.407,0.03792662088070698,99.302,99.417,15,Greenland
Other areas,398868.13333333336,408017.1,24177.378348739447,339314.8,408058.8,15,Greenland
Permanent meadows and pastures,2413.0,2419.0,19.63982833791719,2377.0,2431.1,15,Greenland
Total area,401283.3333333333,410450.0,24190.772050121763,341700.0,410450.0,15,Greenland
Arable and cropland % land area,1.2032666666666667,1.185,0.04960769909523929,1.165,1.345,15,Libya
Arable land and permanent crops,21171.333333333332,20850.0,871.7950829562334,20500.0,23660.0,15,Libya
Forest,2170.0,2170.0,0.0,2170.0,2170.0,15,Libya
Forest % land area,0.123,0.123,0.0,0.123,0.123,15,Libya
Land area,1759540.0,1759540.0,0.0,1759540.0,1759540.0,15,Libya
Meadows and pastures % land area,7.559,7.559,0.0,7.559,7.559,15,Libya
Other % land area,91.11466666666666,91.133,0.049646848075279505,90.973,91.153,15,Libya
Other areas,1603198.6666666667,1603520.0,871.7950829562593,1600710.0,1603870.0,15,Libya
Permanent meadows and pastures,133000.0,133000.0,0.0,133000.0,133000.0,15,Libya
Total area,1759540.0,1759540.0,0.0,1759540.0,1759540.0,15,Libya
Arable and cropland % land area,30.310133333333333,32.558,8.133089510201666,18.605,39.535,15,Barbados
Arable land and permanent crops,130.33333333333334,140.0,34.97277852981141,80.0,170.0,15,Barbados
Forest,63.0,63.0,0.0,63.0,63.0,15,Barbados
Forest % land area,14.651,14.651,0.0,14.651,14.651,15,Barbados
Land area,430.0,430.0,0.0,430.0,430.0,15,Barbados
Meadows and pastures % land area,4.651,4.651,0.0,4.651,4.651,15,Barbados
Other % land area,50.38766666666667,48.14,8.133128318064045,41.163,62.093,15,Barbados
Other areas,216.66666666666666,207.0,34.97277852981141,177.0,267.0,15,Barbados
Permanent meadows and pastures,20.0,20.0,0.0,20.0,20.0,15,Barbados
Total area,430.0,430.0,0.0,430.0,430.0,15,Barbados
Arable and cropland % land area,20.0,20.0,0.0,20.0,20.0,15,Nauru
Arable land and permanent crops,4.0,4.0,0.0,4.0,4.0,15,Nauru
Forest,0.0,0.0,0.0,0.0,0.0,15,Nauru
Forest % land area,0.0,0.0,0.0,0.0,0.0,15,Nauru
Land area,20.0,20.0,0.0,20.0,20.0,15,Nauru
Other % land area,80.0,80.0,0.0,80.0,80.0,15,Nauru
Other areas,16.0,16.0,0.0,16.0,16.0,15,Nauru
Total area,20.0,20.0,0.0,20.0,20.0,15,Nauru
Forest,0.0,0.0,0.0,0.0,0.0,15,Gibraltar
Forest % land area,0.0,0.0,0.0,0.0,0.0,15,Gibraltar
Land area,10.0,10.0,0.0,10.0,10.0,15,Gibraltar
Other % land area,100.0,100.0,0.0,100.0,100.0,15,Gibraltar
Other areas,10.0,10.0,0.0,10.0,10.0,15,Gibraltar
Total area,10.0,10.0,0.0,10.0,10.0,15,Gibraltar
Land area,27.133333333333333,29.2,4.817626366741593,20.0,33.0,15,"Macau, China"
Other % land area,100.0,100.0,0.0,100.0,100.0,15,"Macau, China"
Other areas,27.133333333333333,29.2,4.817626366741593,20.0,33.0,15,"Macau, China"
Total area,27.133333333333333,29.2,4.817626366741593,20.0,33.0,15,"Macau, China"
Arable and cropland % land area,60.0,60.0,0.0,60.0,60.0,15,Tokelau
