ObjectId,ISO3,Indicator,Measure,Date,Value,Year
17962,WLD,Change in mean sea level: Sea level: Jason.2,Bering Sea,D02/11/2009,-40.78,2009
17963,WLD,Change in mean sea level: Sea level: Jason.2,Caribbean Sea,D02/11/2009,-39.36,2009
17964,WLD,Change in mean sea level: Sea level: Jason.2,Gulf Mexico,D02/11/2009,-59.74,2009
17965,WLD,Change in mean sea level: Sea level: Jason.2,Nino,D02/11/2009,-7.63,2009
17966,WLD,Change in mean sea level: Sea level: Jason.2,North Atlantic,D02/11/2009,-13.69,2009
17967,WLD,Change in mean sea level: Sea level: Jason.2,Tropics,D02/11/2009,14.45,2009
17968,WLD,Change in mean sea level: Sea level: Jason.2,World,D02/11/2009,18.14,2009
17969,WLD,Change in mean sea level: Sea level: Jason.2,Yellow Sea,D02/11/2009,-53.24,2009
17970,WLD,Change in mean sea level: Sea level: Jason.2,Adriatic Sea,D02/12/2009,104.23,2009
17971,WLD,Change in mean sea level: Sea level: Jason.1,Adriatic Sea,D02/14/2009,90.29,2009
17972,WLD,Change in mean sea level: Sea level: Jason.1,Andaman Sea,D02/15/2009,-117.79,2009
17973,WLD,Change in mean sea level: Sea level: Jason.1,Bay Bengal,D02/15/2009,10.14,2009
17974,WLD,Change in mean sea level: Sea level: Jason.1,Gulf Mexico,D02/15/2009,-34.6,2009
17975,WLD,Change in mean sea level: Sea level: Jason.1,Indonesian,D02/15/2009,161.91,2009
17976,WLD,Change in mean sea level: Sea level: Jason.1,South China,D02/15/2009,-8.73,2009
17977,WLD,Change in mean sea level: Sea level: Jason.1,Arabian Sea,D02/16/2009,28.59,2009
17978,WLD,Change in mean sea level: Sea level: Jason.1,Atlantic Ocean,D02/16/2009,16.95,2009
17979,WLD,Change in mean sea level: Sea level: Jason.1,Baltic Sea,D02/16/2009,-127.4,2009
17980,WLD,Change in mean sea level: Sea level: Jason.1,Bering Sea,D02/16/2009,-42.68,2009
17981,WLD,Change in mean sea level: Sea level: Jason.1,Caribbean Sea,D02/16/2009,-32.68,2009
17982,WLD,Change in mean sea level: Sea level: Jason.1,Indian Ocean,D02/16/2009,28.68,2009
17983,WLD,Change in mean sea level: Sea level: Jason.1,Mediterranean,D02/16/2009,21.18,2009
17984,WLD,Change in mean sea level: Sea level: Jason.1,Nino,D02/16/2009,-8.24,2009
17985,WLD,Change in mean sea level: Sea level: Jason.1,North Atlantic,D02/16/2009,-10.01,2009
17986,WLD,Change in mean sea level: Sea level: Jason.1,North Pacific,D02/16/2009,-15.23,2009
17987,WLD,Change in mean sea level: Sea level: Jason.1,North Sea,D02/16/2009,2.94,2009
17988,WLD,Change in mean sea level: Sea level: Jason.1,Pacific Ocean,D02/16/2009,14.4,2009
17989,WLD,Change in mean sea level: Sea level: Jason.1,Sea Japan,D02/16/2009,1.63,2009
17990,WLD,Change in mean sea level: Sea level: Jason.1,Sea Okhotsk,D02/16/2009,-6.59,2009
17991,WLD,Change in mean sea level: Sea level: Jason.1,Southern Ocean,D02/16/2009,46.59,2009
17992,WLD,Change in mean sea level: Sea level: Jason.1,Tropics,D02/16/2009,12.11,2009
17993,WLD,Change in mean sea level: Sea level: Jason.1,World,D02/16/2009,17.76,2009
17994,WLD,Change in mean sea level: Sea level: Jason.1,Yellow Sea,D02/16/2009,-64.99,2009
17995,WLD,Change in mean sea level: Sea level: Jason.1,Persian Gulf,D02/17/2009,1.63,2009
17996,WLD,Change in mean sea level: Sea level: Jason.2,Baltic Sea,D02/19/2009,-101.65,2009
17997,WLD,Change in mean sea level: Sea level: Jason.2,Andaman Sea,D02/20/2009,-52.75,2009
17998,WLD,Change in mean sea level: Sea level: Jason.2,Arabian Sea,D02/20/2009,48.68,2009
17999,WLD,Change in mean sea level: Sea level: Jason.2,Bay Bengal,D02/20/2009,25.97,2009
18000,WLD,Change in mean sea level: Sea level: Jason.2,Indian Ocean,D02/20/2009,41.72,2009
18001,WLD,Change in mean sea level: Sea level: Jason.2,Mediterranean,D02/20/2009,-38.37,2009
18002,WLD,Change in mean sea level: Sea level: Jason.2,Nino,D02/20/2009,-1.53,2009
18003,WLD,Change in mean sea level: Sea level: Jason.2,North Pacific,D02/20/2009,-24.69,2009
18004,WLD,Change in mean sea level: Sea level: Jason.2,North Sea,D02/20/2009,28.79,2009
18005,WLD,Change in mean sea level: Sea level: Jason.2,Pacific Ocean,D02/20/2009,10.76,2009
18006,WLD,Change in mean sea level: Sea level: Jason.2,Persian Gulf,D02/20/2009,9.23,2009
18007,WLD,Change in mean sea level: Sea level: Jason.2,Sea Japan,D02/20/2009,-14.2,2009
18008,WLD,Change in mean sea level: Sea level: Jason.2,Sea Okhotsk,D02/20/2009,-34.48,2009
18009,WLD,Change in mean sea level: Sea level: Jason.2,South China,D02/20/2009,18.79,2009
18010,WLD,Change in mean sea level: Sea level: Jason.2,Southern Ocean,D02/20/2009,49.76,2009
18011,WLD,Change in mean sea level: Sea level: Jason.2,Tropics,D02/20/2009,16.55,2009
18012,WLD,Change in mean sea level: Sea level: Jason.2,World,D02/20/2009,19.44,2009
18013,WLD,Change in mean sea level: Sea level: Jason.2,Adriatic Sea,D02/21/2009,-56.77,2009
18014,WLD,Change in mean sea level: Sea level: Jason.2,Atlantic Ocean,D02/21/2009,20.42,2009
18015,WLD,Change in mean sea level: Sea level: Jason.2,Bering Sea,D02/21/2009,-26.68,2009
18016,WLD,Change in mean sea level: Sea level: Jason.2,Caribbean Sea,D02/21/2009,-30.56,2009
18017,WLD,Change in mean sea level: Sea level: Jason.2,Gulf Mexico,D02/21/2009,-50.14,2009
18018,WLD,Change in mean sea level: Sea level: Jason.2,Indonesian,D02/21/2009,137.68,2009
18019,WLD,Change in mean sea level: Sea level: Jason.2,North Atlantic,D02/21/2009,-19.79,2009
18020,WLD,Change in mean sea level: Sea level: Jason.2,Yellow Sea,D02/21/2009,-65.74,2009
18021,WLD,Change in mean sea level: Sea level: Jason.1,Adriatic Sea,D02/23/2009,-97.11,2009
18022,WLD,Change in mean sea level: Sea level: Jason.1,Andaman Sea,D02/25/2009,-74.09,2009
18023,WLD,Change in mean sea level: Sea level: Jason.1,Arabian Sea,D02/25/2009,60.19,2009
18024,WLD,Change in mean sea level: Sea level: Jason.1,Atlantic Ocean,D02/25/2009,21.15,2009
18025,WLD,Change in mean sea level: Sea level: Jason.1,Baltic Sea,D02/25/2009,-100.5,2009
18026,WLD,Change in mean sea level: Sea level: Jason.1,Bay Bengal,D02/25/2009,22.24,2009
18027,WLD,Change in mean sea level: Sea level: Jason.1,Bering Sea,D02/25/2009,-12.88,2009
18028,WLD,Change in mean sea level: Sea level: Jason.1,Gulf Mexico,D02/25/2009,-41.8,2009
18029,WLD,Change in mean sea level: Sea level: Jason.1,Indian Ocean,D02/25/2009,46.18,2009
18030,WLD,Change in mean sea level: Sea level: Jason.1,Indonesian,D02/25/2009,133.61,2009
18031,WLD,Change in mean sea level: Sea level: Jason.1,Mediterranean,D02/25/2009,-107.32,2009
18032,WLD,Change in mean sea level: Sea level: Jason.1,Nino,D02/25/2009,1.16,2009
18033,WLD,Change in mean sea level: Sea level: Jason.1,North Pacific,D02/25/2009,-22.13,2009
18034,WLD,Change in mean sea level: Sea level: Jason.1,Pacific Ocean,D02/25/2009,12.6,2009
18035,WLD,Change in mean sea level: Sea level: Jason.1,Sea Japan,D02/25/2009,-45.57,2009
18036,WLD,Change in mean sea level: Sea level: Jason.1,Sea Okhotsk,D02/25/2009,-51.19,2009
18037,WLD,Change in mean sea level: Sea level: Jason.1,South China,D02/25/2009,9.47,2009
18038,WLD,Change in mean sea level: Sea level: Jason.1,Southern Ocean,D02/25/2009,51.19,2009
18039,WLD,Change in mean sea level: Sea level: Jason.1,Tropics,D02/25/2009,18.21,2009
18040,WLD,Change in mean sea level: Sea level: Jason.1,World,D02/25/2009,20.36,2009
18041,WLD,Change in mean sea level: Sea level: Jason.1,Caribbean Sea,D02/26/2009,-31.28,2009
18042,WLD,Change in mean sea level: Sea level: Jason.1,North Atlantic,D02/26/2009,-17.11,2009
18043,WLD,Change in mean sea level: Sea level: Jason.1,North Sea,D02/26/2009,-14.86,2009
18044,WLD,Change in mean sea level: Sea level: Jason.1,Persian Gulf,D02/26/2009,71.33,2009
18045,WLD,Change in mean sea level: Sea level: Jason.1,Yellow Sea,D02/26/2009,-69.29,2009
18046,WLD,Change in mean sea level: Sea level: Jason.2,Baltic Sea,D03/01/2009,-101.45,2009
18047,WLD,Change in mean sea level: Sea level: Jason.2,Sea Okhotsk,D03/01/2009,-29.68,2009
18048,WLD,Change in mean sea level: Sea level: Jason.2,Andaman Sea,D03/02/2009,-62.55,2009
18049,WLD,Change in mean sea level: Sea level: Jason.2,Arabian Sea,D03/02/2009,66.98,2009
18050,WLD,Change in mean sea level: Sea level: Jason.2,Atlantic Ocean,D03/02/2009,23.92,2009
18051,WLD,Change in mean sea level: Sea level: Jason.2,Bay Bengal,D03/02/2009,28.57,2009
18052,WLD,Change in mean sea level: Sea level: Jason.2,Bering Sea,D03/02/2009,-27.18,2009
18053,WLD,Change in mean sea level: Sea level: Jason.2,Gulf Mexico,D03/02/2009,-24.14,2009
18054,WLD,Change in mean sea level: Sea level: Jason.2,Indian Ocean,D03/02/2009,46.52,2009
18055,WLD,Change in mean sea level: Sea level: Jason.2,Indonesian,D03/02/2009,140.68,2009
18056,WLD,Change in mean sea level: Sea level: Jason.2,Mediterranean,D03/02/2009,-110.57,2009
18057,WLD,Change in mean sea level: Sea level: Jason.2,Nino,D03/02/2009,0.67,2009
18058,WLD,Change in mean sea level: Sea level: Jason.2,North Pacific,D03/02/2009,-23.59,2009
18059,WLD,Change in mean sea level: Sea level: Jason.2,North Sea,D03/02/2009,-82.71,2009
18060,WLD,Change in mean sea level: Sea level: Jason.2,Pacific Ocean,D03/02/2009,10.56,2009
18061,WLD,Change in mean sea level: Sea level: Jason.2,Persian Gulf,D03/02/2009,-4.17,2009
18062,WLD,Change in mean sea level: Sea level: Jason.2,Sea Japan,D03/02/2009,-49.6,2009
18063,WLD,Change in mean sea level: Sea level: Jason.2,South China,D03/02/2009,12.99,2009
18064,WLD,Change in mean sea level: Sea level: Jason.2,Southern Ocean,D03/02/2009,49.06,2009
18065,WLD,Change in mean sea level: Sea level: Jason.2,Tropics,D03/02/2009,20.45,2009
18066,WLD,Change in mean sea level: Sea level: Jason.2,World,D03/02/2009,20.24,2009
18067,WLD,Change in mean sea level: Sea level: Jason.2,Adriatic Sea,D03/03/2009,-72.57,2009
18068,WLD,Change in mean sea level: Sea level: Jason.2,Caribbean Sea,D03/03/2009,-27.86,2009
18069,WLD,Change in mean sea level: Sea level: Jason.2,North Atlantic,D03/03/2009,-19.59,2009
18070,WLD,Change in mean sea level: Sea level: Jason.2,Yellow Sea,D03/03/2009,-71.34,2009
18071,WLD,Change in mean sea level: Sea level: Jason.1,Persian Gulf,D03/05/2009,-72.27,2009
18072,WLD,Change in mean sea level: Sea level: Jason.1,Adriatic Sea,D03/06/2009,-91.31,2009
18073,WLD,Change in mean sea level: Sea level: Jason.1,Andaman Sea,D03/07/2009,-80.69,2009
18074,WLD,Change in mean sea level: Sea level: Jason.1,Arabian Sea,D03/07/2009,55.69,2009
18075,WLD,Change in mean sea level: Sea level: Jason.1,Atlantic Ocean,D03/07/2009,22.85,2009
18076,WLD,Change in mean sea level: Sea level: Jason.1,Baltic Sea,D03/07/2009,-164.3,2009
18077,WLD,Change in mean sea level: Sea level: Jason.1,Bay Bengal,D03/07/2009,8.64,2009
18078,WLD,Change in mean sea level: Sea level: Jason.1,Bering Sea,D03/07/2009,-28.78,2009
18079,WLD,Change in mean sea level: Sea level: Jason.1,Gulf Mexico,D03/07/2009,-23.3,2009
18080,WLD,Change in mean sea level: Sea level: Jason.1,Indian Ocean,D03/07/2009,49.98,2009
18081,WLD,Change in mean sea level: Sea level: Jason.1,Indonesian,D03/07/2009,149.91,2009
18082,WLD,Change in mean sea level: Sea level: Jason.1,Mediterranean,D03/07/2009,-80.02,2009
18083,WLD,Change in mean sea level: Sea level: Jason.1,Nino,D03/07/2009,6.26,2009
18084,WLD,Change in mean sea level: Sea level: Jason.1,North Atlantic,D03/07/2009,-23.51,2009
18085,WLD,Change in mean sea level: Sea level: Jason.1,North Pacific,D03/07/2009,-18.83,2009
18086,WLD,Change in mean sea level: Sea level: Jason.1,Pacific Ocean,D03/07/2009,16.0,2009
18087,WLD,Change in mean sea level: Sea level: Jason.1,Sea Japan,D03/07/2009,-75.47,2009
18088,WLD,Change in mean sea level: Sea level: Jason.1,South China,D03/07/2009,43.07,2009
18089,WLD,Change in mean sea level: Sea level: Jason.1,Southern Ocean,D03/07/2009,52.89,2009
18090,WLD,Change in mean sea level: Sea level: Jason.1,Tropics,D03/07/2009,23.61,2009
18091,WLD,Change in mean sea level: Sea level: Jason.1,World,D03/07/2009,23.26,2009
18092,WLD,Change in mean sea level: Sea level: Jason.1,Caribbean Sea,D03/08/2009,-19.38,2009
18093,WLD,Change in mean sea level: Sea level: Jason.1,North Sea,D03/08/2009,-64.76,2009
18094,WLD,Change in mean sea level: Sea level: Jason.1,Sea Okhotsk,D03/08/2009,-49.99,2009
18095,WLD,Change in mean sea level: Sea level: Jason.1,Yellow Sea,D03/08/2009,-108.29,2009
18096,WLD,Change in mean sea level: Sea level: Jason.2,Baltic Sea,D03/11/2009,-140.35,2009
18097,WLD,Change in mean sea level: Sea level: Jason.2,Andaman Sea,D03/12/2009,-49.85,2009
18098,WLD,Change in mean sea level: Sea level: Jason.2,Arabian Sea,D03/12/2009,69.48,2009
18099,WLD,Change in mean sea level: Sea level: Jason.2,Atlantic Ocean,D03/12/2009,24.72,2009
18100,WLD,Change in mean sea level: Sea level: Jason.2,Bay Bengal,D03/12/2009,25.07,2009
18101,WLD,Change in mean sea level: Sea level: Jason.2,Bering Sea,D03/12/2009,-25.18,2009
18102,WLD,Change in mean sea level: Sea level: Jason.2,Gulf Mexico,D03/12/2009,-14.74,2009
18103,WLD,Change in mean sea level: Sea level: Jason.2,Indian Ocean,D03/12/2009,45.92,2009
18104,WLD,Change in mean sea level: Sea level: Jason.2,Indonesian,D03/12/2009,144.98,2009
18105,WLD,Change in mean sea level: Sea level: Jason.2,Mediterranean,D03/12/2009,-46.57,2009
18106,WLD,Change in mean sea level: Sea level: Jason.2,Nino,D03/12/2009,4.87,2009
18107,WLD,Change in mean sea level: Sea level: Jason.2,North Atlantic,D03/12/2009,-22.69,2009
18108,WLD,Change in mean sea level: Sea level: Jason.2,North Pacific,D03/12/2009,-23.39,2009
18109,WLD,Change in mean sea level: Sea level: Jason.2,North Sea,D03/12/2009,-39.81,2009
18110,WLD,Change in mean sea level: Sea level: Jason.2,Pacific Ocean,D03/12/2009,9.96,2009
18111,WLD,Change in mean sea level: Sea level: Jason.2,Persian Gulf,D03/12/2009,-45.27,2009
18112,WLD,Change in mean sea level: Sea level: Jason.2,Sea Japan,D03/12/2009,-76.9,2009
18113,WLD,Change in mean sea level: Sea level: Jason.2,Sea Okhotsk,D03/12/2009,-32.08,2009
18114,WLD,Change in mean sea level: Sea level: Jason.2,South China,D03/12/2009,32.99,2009
18115,WLD,Change in mean sea level: Sea level: Jason.2,Southern Ocean,D03/12/2009,49.46,2009
18116,WLD,Change in mean sea level: Sea level: Jason.2,Tropics,D03/12/2009,20.85,2009
18117,WLD,Change in mean sea level: Sea level: Jason.2,World,D03/12/2009,20.74,2009
18118,WLD,Change in mean sea level: Sea level: Jason.2,Caribbean Sea,D03/13/2009,-36.86,2009
18119,WLD,Change in mean sea level: Sea level: Jason.2,Yellow Sea,D03/13/2009,-125.64,2009
18120,WLD,Change in mean sea level: Sea level: Jason.2,Adriatic Sea,D03/14/2009,-2.57,2009
18121,WLD,Change in mean sea level: Sea level: Jason.1,Adriatic Sea,D03/17/2009,-38.31,2009
18122,WLD,Change in mean sea level: Sea level: Jason.1,Andaman Sea,D03/17/2009,-16.69,2009
18123,WLD,Change in mean sea level: Sea level: Jason.1,Arabian Sea,D03/17/2009,88.29,2009
18124,WLD,Change in mean sea level: Sea level: Jason.1,Atlantic Ocean,D03/17/2009,25.95,2009
18125,WLD,Change in mean sea level: Sea level: Jason.1,Baltic Sea,D03/17/2009,-68.4,2009
18126,WLD,Change in mean sea level: Sea level: Jason.1,Bay Bengal,D03/17/2009,35.74,2009
18127,WLD,Change in mean sea level: Sea level: Jason.1,Bering Sea,D03/17/2009,-32.68,2009
18128,WLD,Change in mean sea level: Sea level: Jason.1,Caribbean Sea,D03/17/2009,-35.88,2009
18129,WLD,Change in mean sea level: Sea level: Jason.1,Gulf Mexico,D03/17/2009,-12.9,2009
18130,WLD,Change in mean sea level: Sea level: Jason.1,Indian Ocean,D03/17/2009,53.18,2009
18131,WLD,Change in mean sea level: Sea level: Jason.1,Indonesian,D03/17/2009,133.31,2009
18132,WLD,Change in mean sea level: Sea level: Jason.1,Mediterranean,D03/17/2009,-44.12,2009
18133,WLD,Change in mean sea level: Sea level: Jason.1,Nino,D03/17/2009,12.36,2009
18134,WLD,Change in mean sea level: Sea level: Jason.1,North Atlantic,D03/17/2009,-27.31,2009
18135,WLD,Change in mean sea level: Sea level: Jason.1,North Pacific,D03/17/2009,-23.43,2009
18136,WLD,Change in mean sea level: Sea level: Jason.1,Pacific Ocean,D03/17/2009,11.5,2009
18137,WLD,Change in mean sea level: Sea level: Jason.1,Persian Gulf,D03/17/2009,-2.77,2009
18138,WLD,Change in mean sea level: Sea level: Jason.1,Sea Japan,D03/17/2009,-66.27,2009
18139,WLD,Change in mean sea level: Sea level: Jason.1,South China,D03/17/2009,22.87,2009
18140,WLD,Change in mean sea level: Sea level: Jason.1,Southern Ocean,D03/17/2009,53.99,2009
18141,WLD,Change in mean sea level: Sea level: Jason.1,Tropics,D03/17/2009,23.61,2009
18142,WLD,Change in mean sea level: Sea level: Jason.1,World,D03/17/2009,23.56,2009
18143,WLD,Change in mean sea level: Sea level: Jason.1,Yellow Sea,D03/17/2009,-92.19,2009
18144,WLD,Change in mean sea level: Sea level: Jason.1,North Sea,D03/18/2009,9.14,2009
18145,WLD,Change in mean sea level: Sea level: Jason.1,Sea Okhotsk,D03/18/2009,-26.69,2009
18146,WLD,Change in mean sea level: Sea level: Jason.2,Baltic Sea,D03/21/2009,-71.55,2009
18147,WLD,Change in mean sea level: Sea level: Jason.2,Andaman Sea,D03/22/2009,-9.75,2009
18148,WLD,Change in mean sea level: Sea level: Jason.2,Arabian Sea,D03/22/2009,91.98,2009
18149,WLD,Change in mean sea level: Sea level: Jason.2,Atlantic Ocean,D03/22/2009,20.72,2009
18150,WLD,Change in mean sea level: Sea level: Jason.2,Bay Bengal,D03/22/2009,27.37,2009
18151,WLD,Change in mean sea level: Sea level: Jason.2,Bering Sea,D03/22/2009,-14.18,2009
18152,WLD,Change in mean sea level: Sea level: Jason.2,Gulf Mexico,D03/22/2009,-3.54,2009
18153,WLD,Change in mean sea level: Sea level: Jason.2,Indian Ocean,D03/22/2009,38.92,2009
18154,WLD,Change in mean sea level: Sea level: Jason.2,Indonesian,D03/22/2009,140.38,2009
18155,WLD,Change in mean sea level: Sea level: Jason.2,Mediterranean,D03/22/2009,-92.37,2009
18156,WLD,Change in mean sea level: Sea level: Jason.2,Nino,D03/22/2009,10.27,2009
18157,WLD,Change in mean sea level: Sea level: Jason.2,North Atlantic,D03/22/2009,-24.39,2009
18158,WLD,Change in mean sea level: Sea level: Jason.2,North Pacific,D03/22/2009,-16.39,2009
18159,WLD,Change in mean sea level: Sea level: Jason.2,North Sea,D03/22/2009,-26.51,2009
18160,WLD,Change in mean sea level: Sea level: Jason.2,Pacific Ocean,D03/22/2009,15.16,2009
18161,WLD,Change in mean sea level: Sea level: Jason.2,Persian Gulf,D03/22/2009,66.63,2009
18162,WLD,Change in mean sea level: Sea level: Jason.2,Sea Japan,D03/22/2009,-61.3,2009
18163,WLD,Change in mean sea level: Sea level: Jason.2,Sea Okhotsk,D03/22/2009,0.32,2009
18164,WLD,Change in mean sea level: Sea level: Jason.2,South China,D03/22/2009,-0.61,2009
18165,WLD,Change in mean sea level: Sea level: Jason.2,Southern Ocean,D03/22/2009,47.76,2009
18166,WLD,Change in mean sea level: Sea level: Jason.2,Tropics,D03/22/2009,22.15,2009
18167,WLD,Change in mean sea level: Sea level: Jason.2,World,D03/22/2009,21.04,2009
18168,WLD,Change in mean sea level: Sea level: Jason.2,Adriatic Sea,D03/23/2009,-95.37,2009
18169,WLD,Change in mean sea level: Sea level: Jason.2,Caribbean Sea,D03/23/2009,-42.56,2009
18170,WLD,Change in mean sea level: Sea level: Jason.2,Yellow Sea,D03/23/2009,-118.94,2009
18171,WLD,Change in mean sea level: Sea level: Jason.1,Adriatic Sea,D03/26/2009,-93.01,2009
18172,WLD,Change in mean sea level: Sea level: Jason.1,Andaman Sea,D03/27/2009,-16.09,2009
18173,WLD,Change in mean sea level: Sea level: Jason.1,Arabian Sea,D03/27/2009,90.79,2009
18174,WLD,Change in mean sea level: Sea level: Jason.1,Atlantic Ocean,D03/27/2009,14.65,2009
18175,WLD,Change in mean sea level: Sea level: Jason.1,Baltic Sea,D03/27/2009,-86.5,2009
18176,WLD,Change in mean sea level: Sea level: Jason.1,Bay Bengal,D03/27/2009,40.44,2009
18177,WLD,Change in mean sea level: Sea level: Jason.1,Bering Sea,D03/27/2009,-14.98,2009
18178,WLD,Change in mean sea level: Sea level: Jason.1,Caribbean Sea,D03/27/2009,-42.48,2009
18179,WLD,Change in mean sea level: Sea level: Jason.1,Gulf Mexico,D03/27/2009,11.8,2009
18180,WLD,Change in mean sea level: Sea level: Jason.1,Indian Ocean,D03/27/2009,40.28,2009
18181,WLD,Change in mean sea level: Sea level: Jason.1,Indonesian,D03/27/2009,140.51,2009
18182,WLD,Change in mean sea level: Sea level: Jason.1,Mediterranean,D03/27/2009,-90.32,2009
18183,WLD,Change in mean sea level: Sea level: Jason.1,Nino,D03/27/2009,18.36,2009
18184,WLD,Change in mean sea level: Sea level: Jason.1,North Atlantic,D03/27/2009,-32.21,2009
18185,WLD,Change in mean sea level: Sea level: Jason.1,North Pacific,D03/27/2009,-10.93,2009
18186,WLD,Change in mean sea level: Sea level: Jason.1,North Sea,D03/27/2009,-89.06,2009
18187,WLD,Change in mean sea level: Sea level: Jason.1,Pacific Ocean,D03/27/2009,20.7,2009
18188,WLD,Change in mean sea level: Sea level: Jason.1,Persian Gulf,D03/27/2009,65.13,2009
18189,WLD,Change in mean sea level: Sea level: Jason.1,Sea Japan,D03/27/2009,-50.77,2009
18190,WLD,Change in mean sea level: Sea level: Jason.1,Sea Okhotsk,D03/27/2009,-8.39,2009
18191,WLD,Change in mean sea level: Sea level: Jason.1,South China,D03/27/2009,11.47,2009
18192,WLD,Change in mean sea level: Sea level: Jason.1,Southern Ocean,D03/27/2009,45.69,2009
18193,WLD,Change in mean sea level: Sea level: Jason.1,Tropics,D03/27/2009,26.81,2009
18194,WLD,Change in mean sea level: Sea level: Jason.1,World,D03/27/2009,22.86,2009
18195,WLD,Change in mean sea level: Sea level: Jason.1,Yellow Sea,D03/27/2009,-79.59,2009
18196,WLD,Change in mean sea level: Sea level: Jason.2,Baltic Sea,D03/31/2009,-87.65,2009
18197,WLD,Change in mean sea level: Sea level: Jason.2,Andaman Sea,D04/01/2009,-29.05,2009
18198,WLD,Change in mean sea level: Sea level: Jason.2,Arabian Sea,D04/01/2009,101.08,2009
18199,WLD,Change in mean sea level: Sea level: Jason.2,Atlantic Ocean,D04/01/2009,9.62,2009
18200,WLD,Change in mean sea level: Sea level: Jason.2,Bay Bengal,D04/01/2009,35.07,2009
18201,WLD,Change in mean sea level: Sea level: Jason.2,Bering Sea,D04/01/2009,-28.08,2009
18202,WLD,Change in mean sea level: Sea level: Jason.2,Caribbean Sea,D04/01/2009,-57.36,2009
18203,WLD,Change in mean sea level: Sea level: Jason.2,Gulf Mexico,D04/01/2009,-19.24,2009
18204,WLD,Change in mean sea level: Sea level: Jason.2,Indian Ocean,D04/01/2009,32.52,2009
18205,WLD,Change in mean sea level: Sea level: Jason.2,Indonesian,D04/01/2009,126.08,2009
18206,WLD,Change in mean sea level: Sea level: Jason.2,Mediterranean,D04/01/2009,-77.07,2009
18207,WLD,Change in mean sea level: Sea level: Jason.2,Nino,D04/01/2009,16.17,2009
18208,WLD,Change in mean sea level: Sea level: Jason.2,North Atlantic,D04/01/2009,-35.19,2009
18209,WLD,Change in mean sea level: Sea level: Jason.2,North Pacific,D04/01/2009,-15.49,2009
18210,WLD,Change in mean sea level: Sea level: Jason.2,North Sea,D04/01/2009,-85.21,2009
18211,WLD,Change in mean sea level: Sea level: Jason.2,Pacific Ocean,D04/01/2009,21.66,2009
18212,WLD,Change in mean sea level: Sea level: Jason.2,Persian Gulf,D04/01/2009,12.53,2009
18213,WLD,Change in mean sea level: Sea level: Jason.2,Sea Japan,D04/01/2009,-54.3,2009
18214,WLD,Change in mean sea level: Sea level: Jason.2,Sea Okhotsk,D04/01/2009,-20.08,2009
18215,WLD,Change in mean sea level: Sea level: Jason.2,South China,D04/01/2009,52.99,2009
18216,WLD,Change in mean sea level: Sea level: Jason.2,Southern Ocean,D04/01/2009,45.56,2009
18217,WLD,Change in mean sea level: Sea level: Jason.2,Tropics,D04/01/2009,23.05,2009
18218,WLD,Change in mean sea level: Sea level: Jason.2,World,D04/01/2009,20.74,2009
18219,WLD,Change in mean sea level: Sea level: Jason.2,Adriatic Sea,D04/02/2009,-48.67,2009
18220,WLD,Change in mean sea level: Sea level: Jason.2,Yellow Sea,D04/02/2009,-38.44,2009
18221,WLD,Change in mean sea level: Sea level: Jason.1,Adriatic Sea,D04/05/2009,-60.11,2009
18222,WLD,Change in mean sea level: Sea level: Jason.1,Andaman Sea,D04/06/2009,-10.39,2009
18223,WLD,Change in mean sea level: Sea level: Jason.1,Arabian Sea,D04/06/2009,106.69,2009
18224,WLD,Change in mean sea level: Sea level: Jason.1,Atlantic Ocean,D04/06/2009,7.75,2009
18225,WLD,Change in mean sea level: Sea level: Jason.1,Baltic Sea,D04/06/2009,-65.6,2009
18226,WLD,Change in mean sea level: Sea level: Jason.1,Bay Bengal,D04/06/2009,41.64,2009
18227,WLD,Change in mean sea level: Sea level: Jason.1,Bering Sea,D04/06/2009,-22.98,2009
18228,WLD,Change in mean sea level: Sea level: Jason.1,Caribbean Sea,D04/06/2009,-43.38,2009
18229,WLD,Change in mean sea level: Sea level: Jason.1,Gulf Mexico,D04/06/2009,-15.3,2009
18230,WLD,Change in mean sea level: Sea level: Jason.1,Indian Ocean,D04/06/2009,45.18,2009
18231,WLD,Change in mean sea level: Sea level: Jason.1,Indonesian,D04/06/2009,122.31,2009
18232,WLD,Change in mean sea level: Sea level: Jason.1,Mediterranean,D04/06/2009,-68.32,2009
18233,WLD,Change in mean sea level: Sea level: Jason.1,Nino,D04/06/2009,19.76,2009
18234,WLD,Change in mean sea level: Sea level: Jason.1,North Atlantic,D04/06/2009,-39.31,2009
18235,WLD,Change in mean sea level: Sea level: Jason.1,North Pacific,D04/06/2009,-21.03,2009
18236,WLD,Change in mean sea level: Sea level: Jason.1,Pacific Ocean,D04/06/2009,18.7,2009
18237,WLD,Change in mean sea level: Sea level: Jason.1,Persian Gulf,D04/06/2009,28.23,2009
18238,WLD,Change in mean sea level: Sea level: Jason.1,Sea Japan,D04/06/2009,-69.37,2009
18239,WLD,Change in mean sea level: Sea level: Jason.1,Sea Okhotsk,D04/06/2009,-23.39,2009
18240,WLD,Change in mean sea level: Sea level: Jason.1,South China,D04/06/2009,78.57,2009
18241,WLD,Change in mean sea level: Sea level: Jason.1,Southern Ocean,D04/06/2009,45.79,2009
18242,WLD,Change in mean sea level: Sea level: Jason.1,Tropics,D04/06/2009,25.31,2009
