ObjectId,ISO3,Indicator,Measure,Date,Value,Year
10391,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Sea Japan,D07/19/2003,35.05,2003
10392,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Sea Okhotsk,D07/19/2003,16.91,2003
10393,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,South China,D07/19/2003,-53.1,2003
10394,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Southern Ocean,D07/19/2003,-0.53,2003
10395,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Tropics,D07/19/2003,9.96,2003
10396,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,World,D07/19/2003,8.05,2003
10397,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Yellow Sea,D07/19/2003,39.29,2003
10398,WLD,Change in mean sea level: Sea level: Jason.1,Yellow Sea,D07/20/2003,51.31,2003
10399,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Persian Gulf,D07/20/2003,-3.37,2003
10400,WLD,Change in mean sea level: Sea level: Jason.1,Adriatic Sea,D07/21/2003,21.29,2003
10401,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Adriatic Sea,D07/28/2003,8.19,2003
10402,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,South China,D07/28/2003,-68.6,2003
10403,WLD,Change in mean sea level: Sea level: Jason.1,Andaman Sea,D07/29/2003,-27.89,2003
10404,WLD,Change in mean sea level: Sea level: Jason.1,Arabian Sea,D07/29/2003,-1.31,2003
10405,WLD,Change in mean sea level: Sea level: Jason.1,Atlantic Ocean,D07/29/2003,7.95,2003
10406,WLD,Change in mean sea level: Sea level: Jason.1,Baltic Sea,D07/29/2003,1.7,2003
10407,WLD,Change in mean sea level: Sea level: Jason.1,Bay Bengal,D07/29/2003,9.94,2003
10408,WLD,Change in mean sea level: Sea level: Jason.1,Bering Sea,D07/29/2003,46.52,2003
10409,WLD,Change in mean sea level: Sea level: Jason.1,Caribbean Sea,D07/29/2003,49.82,2003
10410,WLD,Change in mean sea level: Sea level: Jason.1,Gulf Mexico,D07/29/2003,27.9,2003
10411,WLD,Change in mean sea level: Sea level: Jason.1,Indian Ocean,D07/29/2003,-1.32,2003
10412,WLD,Change in mean sea level: Sea level: Jason.1,Indonesian,D07/29/2003,-104.79,2003
10413,WLD,Change in mean sea level: Sea level: Jason.1,Mediterranean,D07/29/2003,14.88,2003
10414,WLD,Change in mean sea level: Sea level: Jason.1,Nino,D07/29/2003,3.86,2003
10415,WLD,Change in mean sea level: Sea level: Jason.1,North Atlantic,D07/29/2003,21.59,2003
10416,WLD,Change in mean sea level: Sea level: Jason.1,North Pacific,D07/29/2003,37.47,2003
10417,WLD,Change in mean sea level: Sea level: Jason.1,North Sea,D07/29/2003,13.94,2003
10418,WLD,Change in mean sea level: Sea level: Jason.1,Pacific Ocean,D07/29/2003,14.4,2003
10419,WLD,Change in mean sea level: Sea level: Jason.1,Persian Gulf,D07/29/2003,-9.17,2003
10420,WLD,Change in mean sea level: Sea level: Jason.1,Sea Japan,D07/29/2003,29.13,2003
10421,WLD,Change in mean sea level: Sea level: Jason.1,Sea Okhotsk,D07/29/2003,16.01,2003
10422,WLD,Change in mean sea level: Sea level: Jason.1,South China,D07/29/2003,-62.33,2003
10423,WLD,Change in mean sea level: Sea level: Jason.1,Southern Ocean,D07/29/2003,-4.21,2003
10424,WLD,Change in mean sea level: Sea level: Jason.1,Tropics,D07/29/2003,7.71,2003
10425,WLD,Change in mean sea level: Sea level: Jason.1,World,D07/29/2003,7.46,2003
10426,WLD,Change in mean sea level: Sea level: Jason.1,Yellow Sea,D07/29/2003,88.31,2003
10427,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Andaman Sea,D07/29/2003,-14.74,2003
10428,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Arabian Sea,D07/29/2003,16.54,2003
10429,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Atlantic Ocean,D07/29/2003,4.19,2003
10430,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Baltic Sea,D07/29/2003,-5.95,2003
10431,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Bay Bengal,D07/29/2003,22.47,2003
10432,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Bering Sea,D07/29/2003,22.25,2003
10433,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Caribbean Sea,D07/29/2003,47.52,2003
10434,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Gulf Mexico,D07/29/2003,13.35,2003
10435,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Indian Ocean,D07/29/2003,-1.63,2003
10436,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Indonesian,D07/29/2003,-111.99,2003
10437,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Mediterranean,D07/29/2003,7.52,2003
10438,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Nino,D07/29/2003,4.87,2003
10439,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,North Atlantic,D07/29/2003,15.07,2003
10440,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,North Pacific,D07/29/2003,23.79,2003
10441,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,North Sea,D07/29/2003,-8.79,2003
10442,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Pacific Ocean,D07/29/2003,8.72,2003
10443,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Sea Japan,D07/29/2003,7.95,2003
10444,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Sea Okhotsk,D07/29/2003,4.51,2003
10445,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Southern Ocean,D07/29/2003,-7.93,2003
10446,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Tropics,D07/29/2003,4.96,2003
10447,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,World,D07/29/2003,3.35,2003
10448,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Yellow Sea,D07/29/2003,70.69,2003
10449,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Persian Gulf,D07/30/2003,-15.37,2003
10450,WLD,Change in mean sea level: Sea level: Jason.1,Adriatic Sea,D07/31/2003,2.39,2003
10451,WLD,Change in mean sea level: Sea level: Jason.1,Andaman Sea,D08/07/2003,34.21,2003
10452,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Adriatic Sea,D08/07/2003,7.59,2003
10453,WLD,Change in mean sea level: Sea level: Jason.1,Arabian Sea,D08/08/2003,-33.61,2003
10454,WLD,Change in mean sea level: Sea level: Jason.1,Atlantic Ocean,D08/08/2003,21.25,2003
10455,WLD,Change in mean sea level: Sea level: Jason.1,Baltic Sea,D08/08/2003,9.8,2003
10456,WLD,Change in mean sea level: Sea level: Jason.1,Bay Bengal,D08/08/2003,15.34,2003
10457,WLD,Change in mean sea level: Sea level: Jason.1,Bering Sea,D08/08/2003,37.62,2003
10458,WLD,Change in mean sea level: Sea level: Jason.1,Caribbean Sea,D08/08/2003,54.92,2003
10459,WLD,Change in mean sea level: Sea level: Jason.1,Gulf Mexico,D08/08/2003,26.8,2003
10460,WLD,Change in mean sea level: Sea level: Jason.1,Indian Ocean,D08/08/2003,-7.32,2003
10461,WLD,Change in mean sea level: Sea level: Jason.1,Indonesian,D08/08/2003,-92.49,2003
10462,WLD,Change in mean sea level: Sea level: Jason.1,Mediterranean,D08/08/2003,20.08,2003
10463,WLD,Change in mean sea level: Sea level: Jason.1,Nino,D08/08/2003,13.66,2003
10464,WLD,Change in mean sea level: Sea level: Jason.1,North Atlantic,D08/08/2003,47.49,2003
10465,WLD,Change in mean sea level: Sea level: Jason.1,North Pacific,D08/08/2003,40.07,2003
10466,WLD,Change in mean sea level: Sea level: Jason.1,North Sea,D08/08/2003,62.64,2003
10467,WLD,Change in mean sea level: Sea level: Jason.1,Pacific Ocean,D08/08/2003,14.2,2003
10468,WLD,Change in mean sea level: Sea level: Jason.1,Persian Gulf,D08/08/2003,31.73,2003
10469,WLD,Change in mean sea level: Sea level: Jason.1,Sea Japan,D08/08/2003,45.13,2003
10470,WLD,Change in mean sea level: Sea level: Jason.1,Sea Okhotsk,D08/08/2003,7.41,2003
10471,WLD,Change in mean sea level: Sea level: Jason.1,South China,D08/08/2003,-44.53,2003
10472,WLD,Change in mean sea level: Sea level: Jason.1,Southern Ocean,D08/08/2003,-12.91,2003
10473,WLD,Change in mean sea level: Sea level: Jason.1,Tropics,D08/08/2003,13.21,2003
10474,WLD,Change in mean sea level: Sea level: Jason.1,World,D08/08/2003,9.96,2003
10475,WLD,Change in mean sea level: Sea level: Jason.1,Yellow Sea,D08/08/2003,77.11,2003
10476,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Andaman Sea,D08/08/2003,13.86,2003
10477,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Arabian Sea,D08/08/2003,-16.16,2003
10478,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Atlantic Ocean,D08/08/2003,23.49,2003
10479,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Baltic Sea,D08/08/2003,13.65,2003
10480,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Bay Bengal,D08/08/2003,22.27,2003
10481,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Bering Sea,D08/08/2003,29.35,2003
10482,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Caribbean Sea,D08/08/2003,61.32,2003
10483,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Gulf Mexico,D08/08/2003,26.45,2003
10484,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Indian Ocean,D08/08/2003,-2.23,2003
10485,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Indonesian,D08/08/2003,-97.69,2003
10486,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Mediterranean,D08/08/2003,22.62,2003
10487,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Nino,D08/08/2003,14.27,2003
10488,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,North Atlantic,D08/08/2003,45.57,2003
10489,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,North Pacific,D08/08/2003,36.99,2003
10490,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,North Sea,D08/08/2003,50.91,2003
10491,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Pacific Ocean,D08/08/2003,13.82,2003
10492,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Persian Gulf,D08/08/2003,-6.57,2003
10493,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Sea Japan,D08/08/2003,43.55,2003
10494,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Sea Okhotsk,D08/08/2003,16.21,2003
10495,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,South China,D08/08/2003,-46.7,2003
10496,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Southern Ocean,D08/08/2003,-10.23,2003
10497,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Tropics,D08/08/2003,14.76,2003
10498,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,World,D08/08/2003,11.25,2003
10499,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Yellow Sea,D08/08/2003,75.99,2003
10500,WLD,Change in mean sea level: Sea level: Jason.1,Adriatic Sea,D08/10/2003,-1.51,2003
10501,WLD,Change in mean sea level: Sea level: Jason.1,Andaman Sea,D08/17/2003,52.61,2003
10502,WLD,Change in mean sea level: Sea level: Jason.1,Sea Japan,D08/17/2003,65.03,2003
10503,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Adriatic Sea,D08/17/2003,22.59,2003
10504,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Andaman Sea,D08/17/2003,115.76,2003
10505,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,South China,D08/17/2003,-10.6,2003
10506,WLD,Change in mean sea level: Sea level: Jason.1,Arabian Sea,D08/18/2003,-56.41,2003
10507,WLD,Change in mean sea level: Sea level: Jason.1,Atlantic Ocean,D08/18/2003,18.55,2003
10508,WLD,Change in mean sea level: Sea level: Jason.1,Baltic Sea,D08/18/2003,12.3,2003
10509,WLD,Change in mean sea level: Sea level: Jason.1,Bay Bengal,D08/18/2003,10.84,2003
10510,WLD,Change in mean sea level: Sea level: Jason.1,Bering Sea,D08/18/2003,22.62,2003
10511,WLD,Change in mean sea level: Sea level: Jason.1,Caribbean Sea,D08/18/2003,56.12,2003
10512,WLD,Change in mean sea level: Sea level: Jason.1,Gulf Mexico,D08/18/2003,50.7,2003
10513,WLD,Change in mean sea level: Sea level: Jason.1,Indian Ocean,D08/18/2003,-2.32,2003
10514,WLD,Change in mean sea level: Sea level: Jason.1,Indonesian,D08/18/2003,-85.39,2003
10515,WLD,Change in mean sea level: Sea level: Jason.1,Mediterranean,D08/18/2003,43.18,2003
10516,WLD,Change in mean sea level: Sea level: Jason.1,Nino,D08/18/2003,12.66,2003
10517,WLD,Change in mean sea level: Sea level: Jason.1,North Atlantic,D08/18/2003,46.89,2003
10518,WLD,Change in mean sea level: Sea level: Jason.1,North Pacific,D08/18/2003,40.77,2003
10519,WLD,Change in mean sea level: Sea level: Jason.1,North Sea,D08/18/2003,113.54,2003
10520,WLD,Change in mean sea level: Sea level: Jason.1,Pacific Ocean,D08/18/2003,8.1,2003
10521,WLD,Change in mean sea level: Sea level: Jason.1,Persian Gulf,D08/18/2003,13.23,2003
10522,WLD,Change in mean sea level: Sea level: Jason.1,Sea Okhotsk,D08/18/2003,15.31,2003
10523,WLD,Change in mean sea level: Sea level: Jason.1,South China,D08/18/2003,-17.53,2003
10524,WLD,Change in mean sea level: Sea level: Jason.1,Southern Ocean,D08/18/2003,-12.81,2003
10525,WLD,Change in mean sea level: Sea level: Jason.1,Tropics,D08/18/2003,9.41,2003
10526,WLD,Change in mean sea level: Sea level: Jason.1,World,D08/18/2003,8.36,2003
10527,WLD,Change in mean sea level: Sea level: Jason.1,Yellow Sea,D08/18/2003,119.11,2003
10528,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Arabian Sea,D08/18/2003,-48.16,2003
10529,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Atlantic Ocean,D08/18/2003,22.89,2003
10530,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Baltic Sea,D08/18/2003,33.05,2003
10531,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Bay Bengal,D08/18/2003,4.17,2003
10532,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Bering Sea,D08/18/2003,13.25,2003
10533,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Caribbean Sea,D08/18/2003,41.12,2003
10534,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Gulf Mexico,D08/18/2003,62.65,2003
10535,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Indian Ocean,D08/18/2003,7.57,2003
10536,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Indonesian,D08/18/2003,-81.29,2003
10537,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Mediterranean,D08/18/2003,43.12,2003
10538,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Nino,D08/18/2003,16.17,2003
10539,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,North Atlantic,D08/18/2003,50.37,2003
10540,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,North Pacific,D08/18/2003,41.59,2003
10541,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,North Sea,D08/18/2003,98.91,2003
10542,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Pacific Ocean,D08/18/2003,12.82,2003
10543,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Persian Gulf,D08/18/2003,-18.07,2003
10544,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Sea Japan,D08/18/2003,73.95,2003
10545,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Sea Okhotsk,D08/18/2003,21.31,2003
10546,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Southern Ocean,D08/18/2003,-4.33,2003
10547,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Tropics,D08/18/2003,14.06,2003
10548,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,World,D08/18/2003,13.45,2003
10549,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Yellow Sea,D08/18/2003,100.19,2003
10550,WLD,Change in mean sea level: Sea level: Jason.1,Adriatic Sea,D08/20/2003,44.69,2003
10551,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Adriatic Sea,D08/26/2003,77.89,2003
10552,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Andaman Sea,D08/26/2003,36.56,2003
10553,WLD,Change in mean sea level: Sea level: Jason.1,Andaman Sea,D08/27/2003,64.31,2003
10554,WLD,Change in mean sea level: Sea level: Jason.1,Mediterranean,D08/27/2003,54.78,2003
10555,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Indonesian,D08/27/2003,-81.89,2003
10556,WLD,Change in mean sea level: Sea level: Jason.1,Arabian Sea,D08/28/2003,-73.11,2003
10557,WLD,Change in mean sea level: Sea level: Jason.1,Atlantic Ocean,D08/28/2003,9.95,2003
10558,WLD,Change in mean sea level: Sea level: Jason.1,Baltic Sea,D08/28/2003,125.3,2003
10559,WLD,Change in mean sea level: Sea level: Jason.1,Bay Bengal,D08/28/2003,18.14,2003
10560,WLD,Change in mean sea level: Sea level: Jason.1,Bering Sea,D08/28/2003,15.02,2003
10561,WLD,Change in mean sea level: Sea level: Jason.1,Caribbean Sea,D08/28/2003,64.22,2003
10562,WLD,Change in mean sea level: Sea level: Jason.1,Gulf Mexico,D08/28/2003,66.2,2003
10563,WLD,Change in mean sea level: Sea level: Jason.1,Indian Ocean,D08/28/2003,-11.82,2003
10564,WLD,Change in mean sea level: Sea level: Jason.1,Indonesian,D08/28/2003,-91.39,2003
10565,WLD,Change in mean sea level: Sea level: Jason.1,Nino,D08/28/2003,16.16,2003
10566,WLD,Change in mean sea level: Sea level: Jason.1,North Atlantic,D08/28/2003,45.69,2003
10567,WLD,Change in mean sea level: Sea level: Jason.1,North Pacific,D08/28/2003,50.77,2003
10568,WLD,Change in mean sea level: Sea level: Jason.1,North Sea,D08/28/2003,117.44,2003
10569,WLD,Change in mean sea level: Sea level: Jason.1,Pacific Ocean,D08/28/2003,23.5,2003
10570,WLD,Change in mean sea level: Sea level: Jason.1,Persian Gulf,D08/28/2003,-4.47,2003
10571,WLD,Change in mean sea level: Sea level: Jason.1,Sea Japan,D08/28/2003,82.53,2003
10572,WLD,Change in mean sea level: Sea level: Jason.1,Sea Okhotsk,D08/28/2003,24.01,2003
10573,WLD,Change in mean sea level: Sea level: Jason.1,South China,D08/28/2003,0.07,2003
10574,WLD,Change in mean sea level: Sea level: Jason.1,Southern Ocean,D08/28/2003,-12.01,2003
10575,WLD,Change in mean sea level: Sea level: Jason.1,Tropics,D08/28/2003,13.71,2003
10576,WLD,Change in mean sea level: Sea level: Jason.1,World,D08/28/2003,12.56,2003
10577,WLD,Change in mean sea level: Sea level: Jason.1,Yellow Sea,D08/28/2003,88.81,2003
10578,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Arabian Sea,D08/28/2003,-50.66,2003
10579,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Atlantic Ocean,D08/28/2003,15.09,2003
10580,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Baltic Sea,D08/28/2003,148.55,2003
10581,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Bay Bengal,D08/28/2003,5.27,2003
10582,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Bering Sea,D08/28/2003,18.45,2003
10583,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Caribbean Sea,D08/28/2003,46.02,2003
10584,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Gulf Mexico,D08/28/2003,92.25,2003
10585,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Indian Ocean,D08/28/2003,-0.33,2003
10586,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Mediterranean,D08/28/2003,62.52,2003
10587,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Nino,D08/28/2003,21.77,2003
10588,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,North Atlantic,D08/28/2003,43.57,2003
10589,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,North Pacific,D08/28/2003,51.69,2003
10590,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,North Sea,D08/28/2003,116.81,2003
10591,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Pacific Ocean,D08/28/2003,29.12,2003
10592,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Persian Gulf,D08/28/2003,-2.07,2003
10593,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Sea Japan,D08/28/2003,93.75,2003
10594,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Sea Okhotsk,D08/28/2003,29.81,2003
10595,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,South China,D08/28/2003,4.5,2003
10596,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Southern Ocean,D08/28/2003,-0.23,2003
10597,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Tropics,D08/28/2003,19.36,2003
10598,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,World,D08/28/2003,18.85,2003
10599,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Yellow Sea,D08/28/2003,86.09,2003
10600,WLD,Change in mean sea level: Sea level: Jason.1,Adriatic Sea,D08/29/2003,49.59,2003
10601,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Adriatic Sea,D09/05/2003,44.39,2003
10602,WLD,Change in mean sea level: Sea level: Jason.1,Andaman Sea,D09/06/2003,61.01,2003
10603,WLD,Change in mean sea level: Sea level: Jason.1,Bay Bengal,D09/06/2003,-0.86,2003
10604,WLD,Change in mean sea level: Sea level: Jason.1,Mediterranean,D09/06/2003,68.58,2003
10605,WLD,Change in mean sea level: Sea level: Jason.1,Sea Japan,D09/06/2003,109.63,2003
10606,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Indonesian,D09/06/2003,-83.89,2003
10607,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Sea Japan,D09/06/2003,117.05,2003
10608,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,South China,D09/06/2003,-22.5,2003
10609,WLD,Change in mean sea level: Sea level: Jason.1,Arabian Sea,D09/07/2003,-47.71,2003
10610,WLD,Change in mean sea level: Sea level: Jason.1,Atlantic Ocean,D09/07/2003,22.95,2003
10611,WLD,Change in mean sea level: Sea level: Jason.1,Baltic Sea,D09/07/2003,124.2,2003
10612,WLD,Change in mean sea level: Sea level: Jason.1,Bering Sea,D09/07/2003,54.02,2003
10613,WLD,Change in mean sea level: Sea level: Jason.1,Caribbean Sea,D09/07/2003,83.02,2003
10614,WLD,Change in mean sea level: Sea level: Jason.1,Gulf Mexico,D09/07/2003,74.9,2003
10615,WLD,Change in mean sea level: Sea level: Jason.1,Indian Ocean,D09/07/2003,-10.92,2003
10616,WLD,Change in mean sea level: Sea level: Jason.1,Indonesian,D09/07/2003,-86.79,2003
10617,WLD,Change in mean sea level: Sea level: Jason.1,Nino,D09/07/2003,18.56,2003
10618,WLD,Change in mean sea level: Sea level: Jason.1,North Atlantic,D09/07/2003,64.59,2003
10619,WLD,Change in mean sea level: Sea level: Jason.1,North Pacific,D09/07/2003,61.97,2003
10620,WLD,Change in mean sea level: Sea level: Jason.1,North Sea,D09/07/2003,72.94,2003
10621,WLD,Change in mean sea level: Sea level: Jason.1,Pacific Ocean,D09/07/2003,22.3,2003
10622,WLD,Change in mean sea level: Sea level: Jason.1,Persian Gulf,D09/07/2003,-50.57,2003
10623,WLD,Change in mean sea level: Sea level: Jason.1,Sea Okhotsk,D09/07/2003,12.21,2003
10624,WLD,Change in mean sea level: Sea level: Jason.1,South China,D09/07/2003,-25.93,2003
10625,WLD,Change in mean sea level: Sea level: Jason.1,Southern Ocean,D09/07/2003,-11.41,2003
10626,WLD,Change in mean sea level: Sea level: Jason.1,Tropics,D09/07/2003,14.71,2003
10627,WLD,Change in mean sea level: Sea level: Jason.1,World,D09/07/2003,15.56,2003
10628,WLD,Change in mean sea level: Sea level: Jason.1,Yellow Sea,D09/07/2003,122.41,2003
10629,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Andaman Sea,D09/07/2003,77.76,2003
10630,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Arabian Sea,D09/07/2003,-34.26,2003
10631,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Atlantic Ocean,D09/07/2003,23.99,2003
10632,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Baltic Sea,D09/07/2003,128.85,2003
10633,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Bay Bengal,D09/07/2003,6.47,2003
10634,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Bering Sea,D09/07/2003,44.35,2003
10635,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Caribbean Sea,D09/07/2003,66.32,2003
10636,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Gulf Mexico,D09/07/2003,74.75,2003
10637,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Indian Ocean,D09/07/2003,-0.73,2003
10638,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Mediterranean,D09/07/2003,68.92,2003
10639,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Nino,D09/07/2003,21.27,2003
10640,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,North Atlantic,D09/07/2003,64.97,2003
10641,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,North Pacific,D09/07/2003,58.49,2003
10642,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,North Sea,D09/07/2003,78.01,2003
10643,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Pacific Ocean,D09/07/2003,24.62,2003
10644,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Sea Okhotsk,D09/07/2003,8.91,2003
10645,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Southern Ocean,D09/07/2003,-3.83,2003
10646,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Tropics,D09/07/2003,17.66,2003
10647,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,World,D09/07/2003,18.85,2003
10648,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Yellow Sea,D09/07/2003,109.39,2003
10649,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Persian Gulf,D09/08/2003,-21.47,2003
10650,WLD,Change in mean sea level: Sea level: Jason.1,Adriatic Sea,D09/09/2003,10.29,2003
10651,WLD,Change in mean sea level: Sea level: TOPEX.Poseidon,Adriatic Sea,D09/13/2003,19.49,2003
10652,WLD,Change in mean sea level: Sea level: Jason.1,Andaman Sea,D09/16/2003,49.01,2003
10653,WLD,Change in mean sea level: Sea level: Jason.1,Bay Bengal,D09/16/2003,-13.46,2003
10654,WLD,Change in mean sea level: Sea level: Jason.1,Gulf Mexico,D09/16/2003,95.4,2003
10655,WLD,Change in mean sea level: Sea level: Jason.1,Mediterranean,D09/16/2003,57.48,2003
10656,WLD,Change in mean sea level: Sea level: Jason.1,Persian Gulf,D09/16/2003,24.83,2003
