ObjectId,country,iso3,continent,indicator,unit,year,value
838213012,Advanced Economies,AETMP,,Carbon stocks in forests,Million tonnes,1992,52618.6601
838213012,Advanced Economies,AETMP,,Forest area,1000 HA,1992,945840.6089
838213012,Advanced Economies,AETMP,,Index of carbon stocks in forests,Index,1992,100.0
838213012,Advanced Economies,AETMP,,Index of forest extent,Index,1992,100.0
838213012,Advanced Economies,AETMP,,Land area,1000 HA,1992,2986568.57
838213012,Advanced Economies,AETMP,,Share of forest area,Percent,1992,31.6698105779637
599454134,"Afghanistan, Islamic Rep. of",AFG,Asia,Forest area,1000 HA,1992,1208.44
599454134,"Afghanistan, Islamic Rep. of",AFG,Asia,Index of forest extent,Index,1992,100.0
599454134,"Afghanistan, Islamic Rep. of",AFG,Asia,Land area,1000 HA,1992,65223.0
599454134,"Afghanistan, Islamic Rep. of",AFG,Asia,Share of forest area,Percent,1992,1.85278199408184
440093829,Africa,AFRTMP,,Carbon stocks in forests,Million tonnes,1992,55811.7552
440093829,Africa,AFRTMP,,Forest area,1000 HA,1992,685614.0711
440093829,Africa,AFRTMP,,Index of carbon stocks in forests,Index,1992,100.0
440093829,Africa,AFRTMP,,Index of forest extent,Index,1992,100.0
440093829,Africa,AFRTMP,,Land area,1000 HA,1992,2617083.5
440093829,Africa,AFRTMP,,Share of forest area,Percent,1992,26.1976383672894
473933700,Albania,ALB,Europe,Forest area,1000 HA,1992,784.9
473933700,Albania,ALB,Europe,Index of forest extent,Index,1992,100.0
473933700,Albania,ALB,Europe,Land area,1000 HA,1992,2740.0
473933700,Albania,ALB,Europe,Share of forest area,Percent,1992,28.6459854014599
265148921,Algeria,DZA,Africa,Carbon stocks in forests,Million tonnes,1992,30.8266
265148921,Algeria,DZA,Africa,Forest area,1000 HA,1992,1649.4
265148921,Algeria,DZA,Africa,Index of carbon stocks in forests,Index,1992,100.0
265148921,Algeria,DZA,Africa,Index of forest extent,Index,1992,100.0
265148921,Algeria,DZA,Africa,Land area,1000 HA,1992,238174.0
265148921,Algeria,DZA,Africa,Share of forest area,Percent,1992,0.692518914743003
291851932,American Samoa,ASM,North America,Carbon stocks in forests,Million tonnes,1992,1.1817
291851932,American Samoa,ASM,North America,Forest area,1000 HA,1992,18.002
291851932,American Samoa,ASM,North America,Index of carbon stocks in forests,Index,1992,100.0
291851932,American Samoa,ASM,North America,Index of forest extent,Index,1992,100.0
291851932,American Samoa,ASM,North America,Land area,1000 HA,1992,20.0
291851932,American Samoa,ASM,North America,Share of forest area,Percent,1992,90.01
266722182,Americas,AMETMP,,Carbon stocks in forests,Million tonnes,1992,143539.8246
266722182,Americas,AMETMP,,Forest area,1000 HA,1992,1710039.454
266722182,Americas,AMETMP,,Index of carbon stocks in forests,Index,1992,100.0
266722182,Americas,AMETMP,,Index of forest extent,Index,1992,100.0
266722182,Americas,AMETMP,,Land area,1000 HA,1992,3854096.6
266722182,Americas,AMETMP,,Share of forest area,Percent,1992,44.3693978505884
11780812,"Andorra, Principality of",AND,Europe,Carbon stocks in forests,Million tonnes,1992,1.3898
11780812,"Andorra, Principality of",AND,Europe,Forest area,1000 HA,1992,16.0
11780812,"Andorra, Principality of",AND,Europe,Index of carbon stocks in forests,Index,1992,100.0
11780812,"Andorra, Principality of",AND,Europe,Index of forest extent,Index,1992,100.0
11780812,"Andorra, Principality of",AND,Europe,Land area,1000 HA,1992,47.0
11780812,"Andorra, Principality of",AND,Europe,Share of forest area,Percent,1992,34.0425531914894
616788263,Angola,AGO,,Carbon stocks in forests,Million tonnes,1992,1364.2896
616788263,Angola,AGO,,Forest area,1000 HA,1992,78951.946
616788263,Angola,AGO,,Index of carbon stocks in forests,Index,1992,100.0
616788263,Angola,AGO,,Index of forest extent,Index,1992,100.0
616788263,Angola,AGO,,Land area,1000 HA,1992,124670.0
616788263,Angola,AGO,,Share of forest area,Percent,1992,63.328744685971
11366597,Anguilla,AIA,North America,Carbon stocks in forests,Million tonnes,1992,0.6954
11366597,Anguilla,AIA,North America,Forest area,1000 HA,1992,5.5
11366597,Anguilla,AIA,North America,Index of carbon stocks in forests,Index,1992,100.0
11366597,Anguilla,AIA,North America,Index of forest extent,Index,1992,100.0
11366597,Anguilla,AIA,North America,Land area,1000 HA,1992,9.0
11366597,Anguilla,AIA,North America,Share of forest area,Percent,1992,61.1111111111111
184005617,Antigua and Barbuda,ATG,North America,Carbon stocks in forests,Million tonnes,1992,1.2615
184005617,Antigua and Barbuda,ATG,North America,Forest area,1000 HA,1992,9.978
184005617,Antigua and Barbuda,ATG,North America,Index of carbon stocks in forests,Index,1992,100.0
184005617,Antigua and Barbuda,ATG,North America,Index of forest extent,Index,1992,100.0
184005617,Antigua and Barbuda,ATG,North America,Land area,1000 HA,1992,44.0
184005617,Antigua and Barbuda,ATG,North America,Share of forest area,Percent,1992,22.6772727272727
410001879,Argentina,ARG,South America,Carbon stocks in forests,Million tonnes,1992,3641.7913
410001879,Argentina,ARG,South America,Forest area,1000 HA,1992,34838.8
410001879,Argentina,ARG,South America,Index of carbon stocks in forests,Index,1992,100.0
410001879,Argentina,ARG,South America,Index of forest extent,Index,1992,100.0
410001879,Argentina,ARG,South America,Land area,1000 HA,1992,273669.0
410001879,Argentina,ARG,South America,Share of forest area,Percent,1992,12.7302690476451
772993578,"Armenia, Rep. of",ARM,Europe,Carbon stocks in forests,Million tonnes,1992,15.9489
772993578,"Armenia, Rep. of",ARM,Europe,Forest area,1000 HA,1992,334.312
772993578,"Armenia, Rep. of",ARM,Europe,Index of carbon stocks in forests,Index,1992,100.0
772993578,"Armenia, Rep. of",ARM,Europe,Index of forest extent,Index,1992,100.0
772993578,"Armenia, Rep. of",ARM,Europe,Land area,1000 HA,1992,2847.0
772993578,"Armenia, Rep. of",ARM,Europe,Share of forest area,Percent,1992,11.7426062521953
612694105,"Aruba, Kingdom of the Netherlands",ABW,North America,Forest area,1000 HA,1992,0.42
612694105,"Aruba, Kingdom of the Netherlands",ABW,North America,Index of forest extent,Index,1992,100.0
612694105,"Aruba, Kingdom of the Netherlands",ABW,North America,Land area,1000 HA,1992,18.0
612694105,"Aruba, Kingdom of the Netherlands",ABW,North America,Share of forest area,Percent,1992,2.33333333333333
389082453,Asia,ASIATMP,,Carbon stocks in forests,Million tonnes,1992,34188.386
389082453,Asia,ASIATMP,,Forest area,1000 HA,1992,585796.3952
389082453,Asia,ASIATMP,,Index of carbon stocks in forests,Index,1992,100.0
389082453,Asia,ASIATMP,,Index of forest extent,Index,1992,100.0
389082453,Asia,ASIATMP,,Land area,1000 HA,1992,3100389.8742
389082453,Asia,ASIATMP,,Share of forest area,Percent,1992,18.8942816538889
974872466,Australia,AUS,Oceania,Carbon stocks in forests,Million tonnes,1992,8425.8715
974872466,Australia,AUS,Oceania,Forest area,1000 HA,1992,133468.58
974872466,Australia,AUS,Oceania,Index of carbon stocks in forests,Index,1992,100.0
974872466,Australia,AUS,Oceania,Index of forest extent,Index,1992,100.0
974872466,Australia,AUS,Oceania,Land area,1000 HA,1992,768230.0
974872466,Australia,AUS,Oceania,Share of forest area,Percent,1992,17.3735183473699
411150762,Austria,AUT,Europe,Carbon stocks in forests,Million tonnes,1992,342.1532
411150762,Austria,AUT,Europe,Forest area,1000 HA,1992,3788.164
411150762,Austria,AUT,Europe,Index of carbon stocks in forests,Index,1992,100.0
411150762,Austria,AUT,Europe,Index of forest extent,Index,1992,100.0
411150762,Austria,AUT,Europe,Land area,1000 HA,1992,8252.0
411150762,Austria,AUT,Europe,Share of forest area,Percent,1992,45.9060106640814
131065448,"Azerbaijan, Rep. of",AZE,Europe,Forest area,1000 HA,1992,953.236
131065448,"Azerbaijan, Rep. of",AZE,Europe,Index of forest extent,Index,1992,100.0
131065448,"Azerbaijan, Rep. of",AZE,Europe,Land area,1000 HA,1992,8321.7
131065448,"Azerbaijan, Rep. of",AZE,Europe,Share of forest area,Percent,1992,11.4548229328142
493944164,"Bahamas, The",BHS,North America,Carbon stocks in forests,Million tonnes,1992,13.3532
493944164,"Bahamas, The",BHS,North America,Forest area,1000 HA,1992,509.86
493944164,"Bahamas, The",BHS,North America,Index of carbon stocks in forests,Index,1992,100.0
493944164,"Bahamas, The",BHS,North America,Index of forest extent,Index,1992,100.0
493944164,"Bahamas, The",BHS,North America,Land area,1000 HA,1992,1001.0
493944164,"Bahamas, The",BHS,North America,Share of forest area,Percent,1992,50.9350649350649
872456837,"Bahrain, Kingdom of",BHR,Asia,Forest area,1000 HA,1992,0.25
872456837,"Bahrain, Kingdom of",BHR,Asia,Index of forest extent,Index,1992,100.0
872456837,"Bahrain, Kingdom of",BHR,Asia,Land area,1000 HA,1992,71.0
872456837,"Bahrain, Kingdom of",BHR,Asia,Share of forest area,Percent,1992,0.352112676056338
885143958,Bangladesh,BGD,Asia,Carbon stocks in forests,Million tonnes,1992,83.5919
885143958,Bangladesh,BGD,Asia,Forest area,1000 HA,1992,1920.3296
885143958,Bangladesh,BGD,Asia,Index of carbon stocks in forests,Index,1992,100.0
885143958,Bangladesh,BGD,Asia,Index of forest extent,Index,1992,100.0
885143958,Bangladesh,BGD,Asia,Land area,1000 HA,1992,13017.0
885143958,Bangladesh,BGD,Asia,Share of forest area,Percent,1992,14.75247445648
994413009,Barbados,BRB,North America,Forest area,1000 HA,1992,6.3
994413009,Barbados,BRB,North America,Index of forest extent,Index,1992,100.0
994413009,Barbados,BRB,North America,Land area,1000 HA,1992,43.0
994413009,Barbados,BRB,North America,Share of forest area,Percent,1992,14.6511627906977
795198953,"Belarus, Rep. of",BLR,Europe,Carbon stocks in forests,Million tonnes,1992,416.0939
795198953,"Belarus, Rep. of",BLR,Europe,Forest area,1000 HA,1992,7878.6
795198953,"Belarus, Rep. of",BLR,Europe,Index of carbon stocks in forests,Index,1992,100.0
795198953,"Belarus, Rep. of",BLR,Europe,Index of forest extent,Index,1992,100.0
795198953,"Belarus, Rep. of",BLR,Europe,Land area,1000 HA,1992,20292.8
795198953,"Belarus, Rep. of",BLR,Europe,Share of forest area,Percent,1992,38.8246077426476
515550936,Belgium,BEL,Europe,Carbon stocks in forests,Million tonnes,1992,50.4721215708871
515550936,Belgium,BEL,Europe,Forest area,1000 HA,1992,673.813697612732
515550936,Belgium,BEL,Europe,Index of carbon stocks in forests,Index,1992,100.0
515550936,Belgium,BEL,Europe,Index of forest extent,Index,1992,100.0
515550936,Belgium,BEL,Europe,Land area,1000 HA,1992,3024.82402693576
515550936,Belgium,BEL,Europe,Share of forest area,Percent,1992,22.2761288462564
703159840,Belize,BLZ,North America,Carbon stocks in forests,Million tonnes,1992,193.3417
703159840,Belize,BLZ,North America,Forest area,1000 HA,1992,1571.884
703159840,Belize,BLZ,North America,Index of carbon stocks in forests,Index,1992,100.0
703159840,Belize,BLZ,North America,Index of forest extent,Index,1992,100.0
703159840,Belize,BLZ,North America,Land area,1000 HA,1992,2281.0
703159840,Belize,BLZ,North America,Share of forest area,Percent,1992,68.9120561157387
646658956,Benin,BEN,Africa,Carbon stocks in forests,Million tonnes,1992,274.2907
646658956,Benin,BEN,Africa,Forest area,1000 HA,1992,4695.15
646658956,Benin,BEN,Africa,Index of carbon stocks in forests,Index,1992,100.0
646658956,Benin,BEN,Africa,Index of forest extent,Index,1992,100.0
646658956,Benin,BEN,Africa,Land area,1000 HA,1992,11276.0
646658956,Benin,BEN,Africa,Share of forest area,Percent,1992,41.6384356154665
21499893,Bermuda,BMU,North America,Forest area,1000 HA,1992,1.0
21499893,Bermuda,BMU,North America,Index of forest extent,Index,1992,100.0
21499893,Bermuda,BMU,North America,Land area,1000 HA,1992,5.4
21499893,Bermuda,BMU,North America,Share of forest area,Percent,1992,18.5185185185185
491351691,Bhutan,BTN,Asia,Carbon stocks in forests,Million tonnes,1992,458.7504
491351691,Bhutan,BTN,Asia,Forest area,1000 HA,1992,2526.576
491351691,Bhutan,BTN,Asia,Index of carbon stocks in forests,Index,1992,100.0
491351691,Bhutan,BTN,Asia,Index of forest extent,Index,1992,100.0
491351691,Bhutan,BTN,Asia,Land area,1000 HA,1992,4672.3
491351691,Bhutan,BTN,Asia,Share of forest area,Percent,1992,54.0756372664426
846295359,Bolivia,BOL,South America,Carbon stocks in forests,Million tonnes,1992,4408.7595
846295359,Bolivia,BOL,South America,Forest area,1000 HA,1992,57264.054
846295359,Bolivia,BOL,South America,Index of carbon stocks in forests,Index,1992,100.0
846295359,Bolivia,BOL,South America,Index of forest extent,Index,1992,100.0
846295359,Bolivia,BOL,South America,Land area,1000 HA,1992,108330.0
846295359,Bolivia,BOL,South America,Share of forest area,Percent,1992,52.8607532539463
911512762,Bosnia and Herzegovina,BIH,Europe,Carbon stocks in forests,Million tonnes,1992,194.567
911512762,Bosnia and Herzegovina,BIH,Europe,Forest area,1000 HA,1992,2190.33
911512762,Bosnia and Herzegovina,BIH,Europe,Index of carbon stocks in forests,Index,1992,100.0
911512762,Bosnia and Herzegovina,BIH,Europe,Index of forest extent,Index,1992,100.0
911512762,Bosnia and Herzegovina,BIH,Europe,Land area,1000 HA,1992,5120.0
911512762,Bosnia and Herzegovina,BIH,Europe,Share of forest area,Percent,1992,42.7798828125
846683371,Botswana,BWA,Africa,Carbon stocks in forests,Million tonnes,1992,1734.1671
846683371,Botswana,BWA,Africa,Forest area,1000 HA,1992,18567.1
846683371,Botswana,BWA,Africa,Index of carbon stocks in forests,Index,1992,100.0
846683371,Botswana,BWA,Africa,Index of forest extent,Index,1992,100.0
846683371,Botswana,BWA,Africa,Land area,1000 HA,1992,56673.0
846683371,Botswana,BWA,Africa,Share of forest area,Percent,1992,32.7618089742911
293098381,Brazil,BRA,South America,Carbon stocks in forests,Million tonnes,1992,58129.1412
293098381,Brazil,BRA,South America,Forest area,1000 HA,1992,581336.12
293098381,Brazil,BRA,South America,Index of carbon stocks in forests,Index,1992,100.0
293098381,Brazil,BRA,South America,Index of forest extent,Index,1992,100.0
293098381,Brazil,BRA,South America,Land area,1000 HA,1992,835814.0
293098381,Brazil,BRA,South America,Share of forest area,Percent,1992,69.5532881717703
580693037,British Virgin Islands,VGB,Europe,Carbon stocks in forests,Million tonnes,1992,0.468
580693037,British Virgin Islands,VGB,Europe,Forest area,1000 HA,1992,3.702
580693037,British Virgin Islands,VGB,Europe,Index of carbon stocks in forests,Index,1992,100.0
580693037,British Virgin Islands,VGB,Europe,Index of forest extent,Index,1992,100.0
580693037,British Virgin Islands,VGB,Europe,Land area,1000 HA,1992,15.0
580693037,British Virgin Islands,VGB,Europe,Share of forest area,Percent,1992,24.68
127774625,Brunei Darussalam,BRN,Asia,Carbon stocks in forests,Million tonnes,1992,58.9907
127774625,Brunei Darussalam,BRN,Asia,Forest area,1000 HA,1992,409.8
127774625,Brunei Darussalam,BRN,Asia,Index of carbon stocks in forests,Index,1992,100.0
127774625,Brunei Darussalam,BRN,Asia,Index of forest extent,Index,1992,100.0
127774625,Brunei Darussalam,BRN,Asia,Land area,1000 HA,1992,527.0
127774625,Brunei Darussalam,BRN,Asia,Share of forest area,Percent,1992,77.7609108159393
571471234,Bulgaria,BGR,Europe,Carbon stocks in forests,Million tonnes,1992,225.4562
571471234,Bulgaria,BGR,Europe,Forest area,1000 HA,1992,3336.6
571471234,Bulgaria,BGR,Europe,Index of carbon stocks in forests,Index,1992,100.0
571471234,Bulgaria,BGR,Europe,Index of forest extent,Index,1992,100.0
571471234,Bulgaria,BGR,Europe,Land area,1000 HA,1992,11063.0
571471234,Bulgaria,BGR,Europe,Share of forest area,Percent,1992,30.1599927686884
766880134,Burkina Faso,BFA,Africa,Carbon stocks in forests,Million tonnes,1992,286.5434
766880134,Burkina Faso,BFA,Africa,Forest area,1000 HA,1992,7616.58
766880134,Burkina Faso,BFA,Africa,Index of carbon stocks in forests,Index,1992,100.0
766880134,Burkina Faso,BFA,Africa,Index of forest extent,Index,1992,100.0
766880134,Burkina Faso,BFA,Africa,Land area,1000 HA,1992,27360.0
766880134,Burkina Faso,BFA,Africa,Share of forest area,Percent,1992,27.8383771929825
893129608,Burundi,BDI,,Carbon stocks in forests,Million tonnes,1992,17.8505
893129608,Burundi,BDI,,Forest area,1000 HA,1992,259.972
893129608,Burundi,BDI,,Index of carbon stocks in forests,Index,1992,100.0
893129608,Burundi,BDI,,Index of forest extent,Index,1992,100.0
893129608,Burundi,BDI,,Land area,1000 HA,1992,2568.0
893129608,Burundi,BDI,,Share of forest area,Percent,1992,10.1235202492212
177956511,Cabo Verde,CPV,Africa,Carbon stocks in forests,Million tonnes,1992,1.1582
177956511,Cabo Verde,CPV,Africa,Forest area,1000 HA,1992,20.248
177956511,Cabo Verde,CPV,Africa,Index of carbon stocks in forests,Index,1992,100.0
177956511,Cabo Verde,CPV,Africa,Index of forest extent,Index,1992,100.0
177956511,Cabo Verde,CPV,Africa,Land area,1000 HA,1992,403.0
177956511,Cabo Verde,CPV,Africa,Share of forest area,Percent,1992,5.02431761786601
502308858,Cambodia,KHM,Asia,Carbon stocks in forests,Million tonnes,1992,556.8792
502308858,Cambodia,KHM,Asia,Forest area,1000 HA,1992,10960.032
502308858,Cambodia,KHM,Asia,Index of carbon stocks in forests,Index,1992,100.0
502308858,Cambodia,KHM,Asia,Index of forest extent,Index,1992,100.0
502308858,Cambodia,KHM,Asia,Land area,1000 HA,1992,17652.0
502308858,Cambodia,KHM,Asia,Share of forest area,Percent,1992,62.0894629503739
784094944,Cameroon,CMR,Africa,Carbon stocks in forests,Million tonnes,1992,3447.6929
784094944,Cameroon,CMR,Africa,Forest area,1000 HA,1992,22319.498
784094944,Cameroon,CMR,Africa,Index of carbon stocks in forests,Index,1992,100.0
784094944,Cameroon,CMR,Africa,Index of forest extent,Index,1992,100.0
784094944,Cameroon,CMR,Africa,Land area,1000 HA,1992,47271.0
784094944,Cameroon,CMR,Africa,Share of forest area,Percent,1992,47.2160478940577
963826624,Canada,CAN,North America,Carbon stocks in forests,Million tonnes,1992,20617.0769
963826624,Canada,CAN,North America,Forest area,1000 HA,1992,348178.738
963826624,Canada,CAN,North America,Index of carbon stocks in forests,Index,1992,100.0
963826624,Canada,CAN,North America,Index of forest extent,Index,1992,100.0
963826624,Canada,CAN,North America,Land area,1000 HA,1992,896559.0
963826624,Canada,CAN,North America,Share of forest area,Percent,1992,38.835005615916
34894232,Cayman Islands,CYM,North America,Forest area,1000 HA,1992,13.09
34894232,Cayman Islands,CYM,North America,Index of forest extent,Index,1992,100.0
34894232,Cayman Islands,CYM,North America,Land area,1000 HA,1992,24.0
34894232,Cayman Islands,CYM,North America,Share of forest area,Percent,1992,54.5416666666667
865128656,Central African Rep.,CAF,,Carbon stocks in forests,Million tonnes,1992,2928.0524
865128656,Central African Rep.,CAF,,Forest area,1000 HA,1992,23143.0
865128656,Central African Rep.,CAF,,Index of carbon stocks in forests,Index,1992,100.0
865128656,Central African Rep.,CAF,,Index of forest extent,Index,1992,100.0
865128656,Central African Rep.,CAF,,Land area,1000 HA,1992,62298.0
865128656,Central African Rep.,CAF,,Share of forest area,Percent,1992,37.148865132107
161279129,Chad,TCD,Africa,Carbon stocks in forests,Million tonnes,1992,365.9903
161279129,Chad,TCD,Africa,Forest area,1000 HA,1992,6654.6
161279129,Chad,TCD,Africa,Index of carbon stocks in forests,Index,1992,100.0
161279129,Chad,TCD,Africa,Index of forest extent,Index,1992,100.0
161279129,Chad,TCD,Africa,Land area,1000 HA,1992,125920.0
161279129,Chad,TCD,Africa,Share of forest area,Percent,1992,5.28478398983482
480336109,Channel Islands,CHA,,Forest area,1000 HA,1992,0.83
480336109,Channel Islands,CHA,,Index of forest extent,Index,1992,100.0
480336109,Channel Islands,CHA,,Land area,1000 HA,1992,19.8
480336109,Channel Islands,CHA,,Share of forest area,Percent,1992,4.19191919191919
723360398,Chile,CHL,South America,Carbon stocks in forests,Million tonnes,1992,2066.833
723360398,Chile,CHL,South America,Forest area,1000 HA,1992,15360.252
723360398,Chile,CHL,South America,Index of carbon stocks in forests,Index,1992,100.0
723360398,Chile,CHL,South America,Index of forest extent,Index,1992,100.0
723360398,Chile,CHL,South America,Land area,1000 HA,1992,74353.2
723360398,Chile,CHL,South America,Share of forest area,Percent,1992,20.6584948596698
643890923,"China, P.R.: Mainland",CHN,Asia,Carbon stocks in forests,Million tonnes,1992,5188.5163
643890923,"China, P.R.: Mainland",CHN,Asia,Forest area,1000 HA,1992,161112.582
643890923,"China, P.R.: Mainland",CHN,Asia,Index of carbon stocks in forests,Index,1992,100.0
643890923,"China, P.R.: Mainland",CHN,Asia,Index of forest extent,Index,1992,100.0
643890923,"China, P.R.: Mainland",CHN,Asia,Land area,1000 HA,1992,938825.0
643890923,"China, P.R.: Mainland",CHN,Asia,Share of forest area,Percent,1992,17.161087742657
289176734,Colombia,COL,South America,Carbon stocks in forests,Million tonnes,1992,7281.6514
289176734,Colombia,COL,South America,Forest area,1000 HA,1992,64513.612
289176734,Colombia,COL,South America,Index of carbon stocks in forests,Index,1992,100.0
289176734,Colombia,COL,South America,Index of forest extent,Index,1992,100.0
289176734,Colombia,COL,South America,Land area,1000 HA,1992,110950.0
289176734,Colombia,COL,South America,Share of forest area,Percent,1992,58.1465633168094
196431045,"Comoros, Union of the",COM,,Carbon stocks in forests,Million tonnes,1992,1.684
196431045,"Comoros, Union of the",COM,,Forest area,1000 HA,1992,45.184
196431045,"Comoros, Union of the",COM,,Index of carbon stocks in forests,Index,1992,100.0
196431045,"Comoros, Union of the",COM,,Index of forest extent,Index,1992,100.0
196431045,"Comoros, Union of the",COM,,Land area,1000 HA,1992,186.1
196431045,"Comoros, Union of the",COM,,Share of forest area,Percent,1992,24.2794196668458
523025538,"Congo, Dem. Rep. of the",COD,,Carbon stocks in forests,Million tonnes,1992,22208.8319
523025538,"Congo, Dem. Rep. of the",COD,,Forest area,1000 HA,1992,149283.0
523025538,"Congo, Dem. Rep. of the",COD,,Index of carbon stocks in forests,Index,1992,100.0
523025538,"Congo, Dem. Rep. of the",COD,,Index of forest extent,Index,1992,100.0
523025538,"Congo, Dem. Rep. of the",COD,,Land area,1000 HA,1992,226705.0
523025538,"Congo, Dem. Rep. of the",COD,,Share of forest area,Percent,1992,65.849010829051
973218903,"Congo, Rep. of",COG,,Carbon stocks in forests,Million tonnes,1992,2973.6194
973218903,"Congo, Rep. of",COG,,Forest area,1000 HA,1992,22291.0
973218903,"Congo, Rep. of",COG,,Index of carbon stocks in forests,Index,1992,100.0
973218903,"Congo, Rep. of",COG,,Index of forest extent,Index,1992,100.0
973218903,"Congo, Rep. of",COG,,Land area,1000 HA,1992,34150.0
973218903,"Congo, Rep. of",COG,,Share of forest area,Percent,1992,65.2737920937042
504933812,Cook Islands,COK,Oceania,Forest area,1000 HA,1992,15.042
504933812,Cook Islands,COK,Oceania,Index of forest extent,Index,1992,100.0
504933812,Cook Islands,COK,Oceania,Land area,1000 HA,1992,24.0
504933812,Cook Islands,COK,Oceania,Share of forest area,Percent,1992,62.675
751547197,Costa Rica,CRI,North America,Carbon stocks in forests,Million tonnes,1992,359.2731
751547197,Costa Rica,CRI,North America,Forest area,1000 HA,1992,2897.364
751547197,Costa Rica,CRI,North America,Index of carbon stocks in forests,Index,1992,100.0
751547197,Costa Rica,CRI,North America,Index of forest extent,Index,1992,100.0
751547197,Costa Rica,CRI,North America,Land area,1000 HA,1992,5106.0
751547197,Costa Rica,CRI,North America,Share of forest area,Percent,1992,56.7443008225617
394770630,Côte d'Ivoire,CIV,North America,Carbon stocks in forests,Million tonnes,1992,417.1709
394770630,Côte d'Ivoire,CIV,North America,Forest area,1000 HA,1992,7299.578
394770630,Côte d'Ivoire,CIV,North America,Index of carbon stocks in forests,Index,1992,100.0
394770630,Côte d'Ivoire,CIV,North America,Index of forest extent,Index,1992,100.0
394770630,Côte d'Ivoire,CIV,North America,Land area,1000 HA,1992,31800.0
394770630,Côte d'Ivoire,CIV,North America,Share of forest area,Percent,1992,22.9546477987421
321072709,"Croatia, Rep. of",HRV,Europe,Carbon stocks in forests,Million tonnes,1992,183.9734
321072709,"Croatia, Rep. of",HRV,Europe,Forest area,1000 HA,1992,1857.0
321072709,"Croatia, Rep. of",HRV,Europe,Index of carbon stocks in forests,Index,1992,100.0
321072709,"Croatia, Rep. of",HRV,Europe,Index of forest extent,Index,1992,100.0
321072709,"Croatia, Rep. of",HRV,Europe,Land area,1000 HA,1992,5591.0
321072709,"Croatia, Rep. of",HRV,Europe,Share of forest area,Percent,1992,33.2140940797711
458390140,Cuba,CUB,North America,Carbon stocks in forests,Million tonnes,1992,141.5474
458390140,Cuba,CUB,North America,Forest area,1000 HA,1992,2133.4
458390140,Cuba,CUB,North America,Index of carbon stocks in forests,Index,1992,100.0
458390140,Cuba,CUB,North America,Index of forest extent,Index,1992,100.0
458390140,Cuba,CUB,North America,Land area,1000 HA,1992,10740.0
458390140,Cuba,CUB,North America,Share of forest area,Percent,1992,19.8640595903166
759112067,Cyprus,CYP,Europe,Carbon stocks in forests,Million tonnes,1992,2.7107
759112067,Cyprus,CYP,Europe,Forest area,1000 HA,1992,163.21
759112067,Cyprus,CYP,Europe,Index of carbon stocks in forests,Index,1992,100.0
759112067,Cyprus,CYP,Europe,Index of forest extent,Index,1992,100.0
759112067,Cyprus,CYP,Europe,Land area,1000 HA,1992,924.0
759112067,Cyprus,CYP,Europe,Share of forest area,Percent,1992,17.6634199134199
722532233,Czech Rep.,CZE,Europe,Carbon stocks in forests,Million tonnes,1992,203.300815723984
722532233,Czech Rep.,CZE,Europe,Forest area,1000 HA,1992,2631.38628567206
722532233,Czech Rep.,CZE,Europe,Index of carbon stocks in forests,Index,1992,100.0
722532233,Czech Rep.,CZE,Europe,Index of forest extent,Index,1992,100.0
722532233,Czech Rep.,CZE,Europe,Land area,1000 HA,1992,7726.38366435351
722532233,Czech Rep.,CZE,Europe,Share of forest area,Percent,1992,34.0571527377322
799335753,Denmark,DNK,Europe,Carbon stocks in forests,Million tonnes,1992,30.9801
799335753,Denmark,DNK,Europe,Forest area,1000 HA,1992,539.472
799335753,Denmark,DNK,Europe,Index of carbon stocks in forests,Index,1992,100.0
799335753,Denmark,DNK,Europe,Index of forest extent,Index,1992,100.0
799335753,Denmark,DNK,Europe,Land area,1000 HA,1992,4000.0
799335753,Denmark,DNK,Europe,Share of forest area,Percent,1992,13.4868
36767312,Djibouti,DJI,Africa,Carbon stocks in forests,Million tonnes,1992,0.3018
36767312,Djibouti,DJI,Africa,Forest area,1000 HA,1992,5.6
36767312,Djibouti,DJI,Africa,Index of carbon stocks in forests,Index,1992,100.0
36767312,Djibouti,DJI,Africa,Index of forest extent,Index,1992,100.0
36767312,Djibouti,DJI,Africa,Land area,1000 HA,1992,2318.0
36767312,Djibouti,DJI,Africa,Share of forest area,Percent,1992,0.241587575496117
336694698,Dominica,DMA,North America,Forest area,1000 HA,1992,49.822
336694698,Dominica,DMA,North America,Index of forest extent,Index,1992,100.0
336694698,Dominica,DMA,North America,Land area,1000 HA,1992,75.0
336694698,Dominica,DMA,North America,Share of forest area,Percent,1992,66.4293333333333
136310592,Dominican Rep.,DOM,North America,Carbon stocks in forests,Million tonnes,1992,87.6963
136310592,Dominican Rep.,DOM,North America,Forest area,1000 HA,1992,1670.406
136310592,Dominican Rep.,DOM,North America,Index of carbon stocks in forests,Index,1992,100.0
136310592,Dominican Rep.,DOM,North America,Index of forest extent,Index,1992,100.0
136310592,Dominican Rep.,DOM,North America,Land area,1000 HA,1992,4831.0
136310592,Dominican Rep.,DOM,North America,Share of forest area,Percent,1992,34.5768163941213
265338251,Ecuador,ECU,South America,Carbon stocks in forests,Million tonnes,1992,1597.0759
265338251,Ecuador,ECU,South America,Forest area,1000 HA,1992,14451.868
265338251,Ecuador,ECU,South America,Index of carbon stocks in forests,Index,1992,100.0
