Country,Variable,Year,Unit,PowerCode Code,PowerCode,Value,Flags
Finland,Self- and other supply for food processing industry,2018,Cubic metres,6,Millions,20.653,
Finland,Self- and other supply for food processing industry,2019,Cubic metres,6,Millions,21.084,
Finland,Self- and other supply for food processing industry,2020,Cubic metres,6,Millions,17.635,
Finland,Self- and other supply for food processing industry,2021,Cubic metres,6,Millions,19.4,
Finland,Self- and other supply for total manufacturing,2012,Cubic metres,6,Millions,2267.2,
Finland,Total gross abstraction. Desalinated water,2011,Cubic metres,6,Millions,0.0,
Finland,Water abstraction for public water supply. Desalinated water,2011,Cubic metres,6,Millions,0.0,
France,Total gross abstraction non-freshwater,2008,Cubic metres,6,Millions,4935.0,
France,Total gross abstraction non-freshwater,2009,Cubic metres,6,Millions,3952.0,
France,Total gross abstraction non-freshwater,2010,Cubic metres,6,Millions,4812.0,
France,Total gross abstraction non-freshwater,2011,Cubic metres,6,Millions,4759.0,
France,Total gross abstraction non-freshwater,2012,Cubic metres,6,Millions,4853.0,
France,Total gross abstraction non-freshwater,2013,Cubic metres,6,Millions,4705.0,
France,Total gross abstraction non-freshwater,2014,Cubic metres,6,Millions,4757.0,
France,Total gross abstraction non-freshwater,2015,Cubic metres,6,Millions,4568.0,
France,Total gross abstraction non-freshwater,2016,Cubic metres,6,Millions,5378.0,
France,Total gross abstraction non-freshwater,2017,Cubic metres,6,Millions,5272.0,
France,Total gross abstraction non-freshwater,2018,Cubic metres,6,Millions,5223.0,
France,Total gross abstraction non-freshwater,2019,Cubic metres,6,Millions,5345.0,
France,Total gross abstraction non-freshwater,2020,Cubic metres,6,Millions,4953.468,
France,Abstractions for manufacturing. Non-freshwater,2008,Cubic metres,6,Millions,0.0,
France,Abstractions for manufacturing. Non-freshwater,2009,Cubic metres,6,Millions,0.0,
France,Abstractions for manufacturing. Non-freshwater,2010,Cubic metres,6,Millions,0.0,
France,Abstractions for manufacturing. Non-freshwater,2011,Cubic metres,6,Millions,0.0,
France,Abstractions for manufacturing. Non-freshwater,2012,Cubic metres,6,Millions,14.0,
France,Abstractions for manufacturing. Non-freshwater,2013,Cubic metres,6,Millions,15.0,
France,Abstractions for manufacturing. Non-freshwater,2014,Cubic metres,6,Millions,15.0,
France,Abstractions for manufacturing. Non-freshwater,2015,Cubic metres,6,Millions,32.0,
France,Abstractions for manufacturing. Non-freshwater,2016,Cubic metres,6,Millions,34.0,
France,Abstractions for manufacturing. Non-freshwater,2017,Cubic metres,6,Millions,34.0,
France,Abstractions for manufacturing. Non-freshwater,2018,Cubic metres,6,Millions,36.0,
France,Abstractions for manufacturing. Non-freshwater,2019,Cubic metres,6,Millions,48.0,
France,Abstractions for manufacturing. Non-freshwater,2020,Cubic metres,6,Millions,50.962,
France,Abstractions for hydro-electricity,2008,Cubic metres,6,Millions,679585.0,
France,Abstractions for hydro-electricity,2009,Cubic metres,6,Millions,629640.0,
France,Abstractions for hydro-electricity,2010,Cubic metres,6,Millions,688234.0,
France,Abstractions for hydro-electricity,2011,Cubic metres,6,Millions,500829.0,
France,Abstractions for hydro-electricity,2012,Cubic metres,6,Millions,820206.0,
France,Abstractions for hydro-electricity,2013,Cubic metres,6,Millions,940190.0,
France,Abstractions for hydro-electricity,2014,Cubic metres,6,Millions,844700.0,
France,Abstractions for hydro-electricity,2015,Cubic metres,6,Millions,749386.0,
France,Abstractions for hydro-electricity,2016,Cubic metres,6,Millions,847443.0,
France,Abstractions for hydro-electricity,2017,Cubic metres,6,Millions,667338.0,
France,Abstractions for hydro-electricity,2018,Cubic metres,6,Millions,800751.0,
France,Abstractions for hydro-electricity,2019,Cubic metres,6,Millions,650789.0,
France,Abstractions for hydro-electricity,2020,Cubic metres,6,Millions,666547.5,
Germany,Imported water,1995,Cubic metres,6,Millions,0.3,
Germany,Imported water,1998,Cubic metres,6,Millions,0.3,
Germany,Imported water,2007,Cubic metres,6,Millions,1.0,
Germany,Imported water,2010,Cubic metres,6,Millions,2.0,
Germany,Imported water,2013,Cubic metres,6,Millions,1.613,
Germany,Imported water,2016,Cubic metres,6,Millions,1.666,
Germany,Imported water,2019,Cubic metres,6,Millions,1.69,
Germany,Exported water,2007,Cubic metres,6,Millions,11.0,
Germany,Exported water,2010,Cubic metres,6,Millions,11.0,
Germany,Exported water,2013,Cubic metres,6,Millions,9.107,
Germany,Exported water,2016,Cubic metres,6,Millions,10.263,
Germany,Exported water,2019,Cubic metres,6,Millions,11.039,
Germany,Leakage,2007,Cubic metres,6,Millions,462.0,
Germany,Leakage,2010,Cubic metres,6,Millions,474.0,
Germany,Leakage,2013,Cubic metres,6,Millions,470.614,
Germany,Leakage,2016,Cubic metres,6,Millions,456.453,
Germany,Leakage,2019,Cubic metres,6,Millions,473.172,
Germany,Public water supply,1995,Cubic metres,6,Millions,5094.0,
Germany,Public water supply,1998,Cubic metres,6,Millions,4859.0,
Germany,Public water supply,2001,Cubic metres,6,Millions,4773.9,
Germany,Public water supply,2004,Cubic metres,6,Millions,4728.7,
Germany,Public water supply,2010,Cubic metres,6,Millions,3961.115,
Germany,Public water supply,2013,Cubic metres,6,Millions,4089.53,
Germany,Public water supply,2016,Cubic metres,6,Millions,4146.887,
Germany,Public water supply,2019,Cubic metres,6,Millions,4362.489,
Germany,"Public water supply for agriculture, forestry and fishing",2010,Cubic metres,6,Millions,1.4,
Germany,"Public water supply for agriculture, forestry and fishing",2013,Cubic metres,6,Millions,6.0,
Germany,"Public water supply for agriculture, forestry and fishing",2016,Cubic metres,6,Millions,10.31,
Germany,"Public water supply for agriculture, forestry and fishing",2019,Cubic metres,6,Millions,17.329,
Germany,Public water supply for mining and quarrying,1995,Cubic metres,6,Millions,38.0,
Germany,Public water supply for mining and quarrying,1998,Cubic metres,6,Millions,27.0,
Germany,Public water supply for mining and quarrying,2001,Cubic metres,6,Millions,17.7,
Germany,Public water supply for mining and quarrying,2004,Cubic metres,6,Millions,20.0,
Germany,Public water supply for mining and quarrying,2010,Cubic metres,6,Millions,11.052,
Germany,Public water supply for mining and quarrying,2013,Cubic metres,6,Millions,9.004,
Germany,Public water supply for mining and quarrying,2016,Cubic metres,6,Millions,5.228,
Germany,Public water supply for mining and quarrying,2019,Cubic metres,6,Millions,1.451,
Germany,Public water supply for total manufacturing,1995,Cubic metres,6,Millions,466.0,
Germany,Public water supply for total manufacturing,1998,Cubic metres,6,Millions,387.0,
Germany,Public water supply for total manufacturing,2001,Cubic metres,6,Millions,360.3,
Germany,Public water supply for total manufacturing,2004,Cubic metres,6,Millions,349.6,
Germany,Public water supply for total manufacturing,2007,Cubic metres,6,Millions,330.8,
Germany,Public water supply for total manufacturing,2010,Cubic metres,6,Millions,318.242,
Germany,Public water supply for total manufacturing,2011,Cubic metres,6,Millions,372.283,
Germany,Public water supply for total manufacturing,2012,Cubic metres,6,Millions,399.363,
Germany,Public water supply for total manufacturing,2013,Cubic metres,6,Millions,418.047,
Germany,Public water supply for total manufacturing,2014,Cubic metres,6,Millions,388.499,
Germany,Public water supply for total manufacturing,2015,Cubic metres,6,Millions,356.034,
Germany,Public water supply for total manufacturing,2016,Cubic metres,6,Millions,330.548,
Germany,Public water supply for total manufacturing,2017,Cubic metres,6,Millions,344.592,
Germany,Public water supply for total manufacturing,2018,Cubic metres,6,Millions,344.038,
Germany,Public water supply for total manufacturing,2019,Cubic metres,6,Millions,335.47,
Germany,Public water supply for electricity,1995,Cubic metres,6,Millions,45.0,
Germany,Public water supply for electricity,1998,Cubic metres,6,Millions,46.0,
Germany,Public water supply for electricity,2001,Cubic metres,6,Millions,36.0,
Germany,Public water supply for electricity,2004,Cubic metres,6,Millions,39.6,
Germany,Public water supply for electricity,2010,Cubic metres,6,Millions,35.235,
Germany,Public water supply for electricity,2011,Cubic metres,6,Millions,34.004,
Germany,Public water supply for electricity,2012,Cubic metres,6,Millions,34.35,
Germany,Public water supply for electricity,2013,Cubic metres,6,Millions,35.184,
Germany,Public water supply for electricity,2014,Cubic metres,6,Millions,30.642,
Germany,Public water supply for electricity,2015,Cubic metres,6,Millions,26.723,
Germany,Public water supply for electricity,2016,Cubic metres,6,Millions,23.287,
Germany,Public water supply for electricity,2017,Cubic metres,6,Millions,26.439,
Germany,Public water supply for electricity,2018,Cubic metres,6,Millions,29.693,
Germany,Public water supply for electricity,2019,Cubic metres,6,Millions,29.474,
Germany,Public water supply for construction,2010,Cubic metres,6,Millions,0.005,
Germany,Public water supply for construction,2013,Cubic metres,6,Millions,0.278,
Germany,Public water supply for construction,2016,Cubic metres,6,Millions,0.513,
Germany,Public water supply for construction,2019,Cubic metres,6,Millions,0.297,
Germany,Public water supply for households,2001,Cubic metres,6,Millions,3779.1,
Germany,Public water supply for households,2004,Cubic metres,6,Millions,3752.3,
Germany,Public water supply for households,2010,Cubic metres,6,Millions,3576.867,
Germany,Public water supply for households,2011,Cubic metres,6,Millions,3564.756,
Germany,Public water supply for households,2012,Cubic metres,6,Millions,3552.646,
Germany,Public water supply for households,2013,Cubic metres,6,Millions,3540.535,
Germany,Public water supply for households,2014,Cubic metres,6,Millions,3585.534,
Germany,Public water supply for households,2015,Cubic metres,6,Millions,3630.533,
Germany,Public water supply for households,2016,Cubic metres,6,Millions,3675.532,
Germany,Public water supply for households,2017,Cubic metres,6,Millions,3735.349,
Germany,Public water supply for households,2018,Cubic metres,6,Millions,3795.166,
Germany,Public water supply for households,2019,Cubic metres,6,Millions,3854.983,
Germany,Public water supply for food processing industry,1995,Cubic metres,6,Millions,134.0,
Germany,Public water supply for food processing industry,2001,Cubic metres,6,Millions,112.2,
Germany,Public water supply for food processing industry,2002,Cubic metres,6,Millions,114.6,
Germany,Public water supply for food processing industry,2003,Cubic metres,6,Millions,117.1,
Germany,Public water supply for food processing industry,2004,Cubic metres,6,Millions,119.5,
Germany,Public water supply for food processing industry,2005,Cubic metres,6,Millions,119.6,
Germany,Public water supply for food processing industry,2006,Cubic metres,6,Millions,119.7,
Germany,Public water supply for food processing industry,2007,Cubic metres,6,Millions,119.8,
Germany,Public water supply for food processing industry,2008,Cubic metres,6,Millions,120.6,
Germany,Public water supply for food processing industry,2009,Cubic metres,6,Millions,121.5,
Germany,Public water supply for food processing industry,2010,Cubic metres,6,Millions,122.302,
Germany,Public water supply for food processing industry,2011,Cubic metres,6,Millions,128.308,
Germany,Public water supply for food processing industry,2012,Cubic metres,6,Millions,128.569,
Germany,Public water supply for food processing industry,2013,Cubic metres,6,Millions,127.027,
Germany,Public water supply for food processing industry,2014,Cubic metres,6,Millions,127.534,
Germany,Public water supply for food processing industry,2015,Cubic metres,6,Millions,126.426,
Germany,Public water supply for food processing industry,2016,Cubic metres,6,Millions,129.801,
Germany,Public water supply for food processing industry,2017,Cubic metres,6,Millions,135.036,
Germany,Public water supply for food processing industry,2018,Cubic metres,6,Millions,132.906,
Germany,Public water supply for food processing industry,2019,Cubic metres,6,Millions,135.158,
Germany,Public water supply for basic metals,1995,Cubic metres,6,Millions,86.0,
Germany,Public water supply for basic metals,2001,Cubic metres,6,Millions,34.5,
Germany,Public water supply for basic metals,2002,Cubic metres,6,Millions,31.6,
Germany,Public water supply for basic metals,2003,Cubic metres,6,Millions,28.7,
Germany,Public water supply for basic metals,2004,Cubic metres,6,Millions,25.8,
Germany,Public water supply for basic metals,2005,Cubic metres,6,Millions,25.8,
Germany,Public water supply for basic metals,2006,Cubic metres,6,Millions,25.9,
Germany,Public water supply for basic metals,2007,Cubic metres,6,Millions,25.9,
Germany,Public water supply for basic metals,2008,Cubic metres,6,Millions,25.7,
Germany,Public water supply for basic metals,2009,Cubic metres,6,Millions,25.6,
Germany,Public water supply for basic metals,2010,Cubic metres,6,Millions,25.417,
Germany,Public water supply for basic metals,2011,Cubic metres,6,Millions,30.616,
Germany,Public water supply for basic metals,2012,Cubic metres,6,Millions,27.58,
Germany,Public water supply for basic metals,2013,Cubic metres,6,Millions,24.321,
Germany,Public water supply for basic metals,2014,Cubic metres,6,Millions,24.484,
Germany,Public water supply for basic metals,2015,Cubic metres,6,Millions,25.429,
Germany,Public water supply for basic metals,2016,Cubic metres,6,Millions,25.023,
Germany,Public water supply for basic metals,2017,Cubic metres,6,Millions,27.254,
Germany,Public water supply for basic metals,2018,Cubic metres,6,Millions,26.89,
Germany,Public water supply for basic metals,2019,Cubic metres,6,Millions,24.071,
Germany,Public water supply transport vehicles and equipment,1995,Cubic metres,6,Millions,6.0,
Germany,Public water supply transport vehicles and equipment,2001,Cubic metres,6,Millions,3.7,
Germany,Public water supply transport vehicles and equipment,2004,Cubic metres,6,Millions,3.3,
Germany,Public water supply transport vehicles and equipment,2007,Cubic metres,6,Millions,3.8,
Germany,Public water supply transport vehicles and equipment,2010,Cubic metres,6,Millions,16.512,
Germany,Public water supply transport vehicles and equipment,2011,Cubic metres,6,Millions,17.527,
Germany,Public water supply transport vehicles and equipment,2012,Cubic metres,6,Millions,17.282,
Germany,Public water supply transport vehicles and equipment,2013,Cubic metres,6,Millions,16.903,
Germany,Public water supply transport vehicles and equipment,2014,Cubic metres,6,Millions,17.633,
Germany,Public water supply transport vehicles and equipment,2015,Cubic metres,6,Millions,19.51,
Germany,Public water supply transport vehicles and equipment,2016,Cubic metres,6,Millions,19.822,
Germany,Public water supply transport vehicles and equipment,2017,Cubic metres,6,Millions,20.172,
Germany,Public water supply transport vehicles and equipment,2018,Cubic metres,6,Millions,19.759,
Germany,Public water supply transport vehicles and equipment,2019,Cubic metres,6,Millions,19.737,
Germany,Public water supply for textiles,1995,Cubic metres,6,Millions,9.0,
Germany,Public water supply for textiles,2001,Cubic metres,6,Millions,7.5,
Germany,Public water supply for textiles,2004,Cubic metres,6,Millions,5.6,
Germany,Public water supply for textiles,2007,Cubic metres,6,Millions,4.1,
Germany,Public water supply for textiles,2010,Cubic metres,6,Millions,2.89,
Germany,Public water supply for textiles,2011,Cubic metres,6,Millions,2.947,
Germany,Public water supply for textiles,2012,Cubic metres,6,Millions,2.731,
Germany,Public water supply for textiles,2013,Cubic metres,6,Millions,2.539,
Germany,Public water supply for textiles,2014,Cubic metres,6,Millions,2.632,
Germany,Public water supply for textiles,2015,Cubic metres,6,Millions,2.687,
Germany,Public water supply for textiles,2016,Cubic metres,6,Millions,2.726,
Germany,Public water supply for textiles,2017,Cubic metres,6,Millions,2.928,
Germany,Public water supply for textiles,2018,Cubic metres,6,Millions,3.029,
Germany,Public water supply for textiles,2019,Cubic metres,6,Millions,2.863,
Germany,Public water supply for paper products,1995,Cubic metres,6,Millions,9.0,
Germany,Public water supply for paper products,2001,Cubic metres,6,Millions,10.9,
Germany,Public water supply for paper products,2002,Cubic metres,6,Millions,10.2,
Germany,Public water supply for paper products,2003,Cubic metres,6,Millions,9.6,
Germany,Public water supply for paper products,2004,Cubic metres,6,Millions,8.9,
Germany,Public water supply for paper products,2005,Cubic metres,6,Millions,8.1,
Germany,Public water supply for paper products,2006,Cubic metres,6,Millions,7.4,
Germany,Public water supply for paper products,2007,Cubic metres,6,Millions,6.6,
Germany,Public water supply for paper products,2008,Cubic metres,6,Millions,6.5,
Germany,Public water supply for paper products,2009,Cubic metres,6,Millions,6.4,
Germany,Public water supply for paper products,2010,Cubic metres,6,Millions,6.252,
Germany,Public water supply for paper products,2011,Cubic metres,6,Millions,6.651,
Germany,Public water supply for paper products,2012,Cubic metres,6,Millions,6.274,
Germany,Public water supply for paper products,2013,Cubic metres,6,Millions,6.13,
Germany,Public water supply for paper products,2014,Cubic metres,6,Millions,6.276,
Germany,Public water supply for paper products,2015,Cubic metres,6,Millions,6.526,
Germany,Public water supply for paper products,2016,Cubic metres,6,Millions,6.748,
Germany,Public water supply for paper products,2017,Cubic metres,6,Millions,6.903,
Germany,Public water supply for paper products,2018,Cubic metres,6,Millions,7.03,
Germany,Public water supply for paper products,2019,Cubic metres,6,Millions,6.606,
Germany,"Public water supply for chemicals, refined petroleum etc",1995,Cubic metres,6,Millions,101.0,
Germany,"Public water supply for chemicals, refined petroleum etc",2001,Cubic metres,6,Millions,101.5,
Germany,"Public water supply for chemicals, refined petroleum etc",2004,Cubic metres,6,Millions,98.5,
Germany,"Public water supply for chemicals, refined petroleum etc",2007,Cubic metres,6,Millions,90.9,
Germany,"Public water supply for chemicals, refined petroleum etc",2010,Cubic metres,6,Millions,86.216,
Germany,"Public water supply for chemicals, refined petroleum etc",2011,Cubic metres,6,Millions,121.587,
Germany,"Public water supply for chemicals, refined petroleum etc",2012,Cubic metres,6,Millions,152.782,
Germany,"Public water supply for chemicals, refined petroleum etc",2013,Cubic metres,6,Millions,177.635,
Germany,"Public water supply for chemicals, refined petroleum etc",2014,Cubic metres,6,Millions,147.11,
Germany,"Public water supply for chemicals, refined petroleum etc",2015,Cubic metres,6,Millions,112.98,
Germany,"Public water supply for chemicals, refined petroleum etc",2016,Cubic metres,6,Millions,84.958,
Germany,"Public water supply for chemicals, refined petroleum etc",2017,Cubic metres,6,Millions,86.968,
Germany,"Public water supply for chemicals, refined petroleum etc",2018,Cubic metres,6,Millions,86.605,
Germany,"Public water supply for chemicals, refined petroleum etc",2019,Cubic metres,6,Millions,79.53,
Germany,Public water supply for other manufacturing industries,1995,Cubic metres,6,Millions,121.0,
Germany,Public water supply for other manufacturing industries,2001,Cubic metres,6,Millions,90.0,
Germany,Public water supply for other manufacturing industries,2004,Cubic metres,6,Millions,88.0,
Germany,Public water supply for other manufacturing industries,2007,Cubic metres,6,Millions,79.7,
Germany,Public water supply for other manufacturing industries,2010,Cubic metres,6,Millions,58.653,
Germany,Public water supply for other manufacturing industries,2011,Cubic metres,6,Millions,64.647,
Germany,Public water supply for other manufacturing industries,2012,Cubic metres,6,Millions,64.145,
Germany,Public water supply for other manufacturing industries,2013,Cubic metres,6,Millions,63.492,
Germany,Public water supply for other manufacturing industries,2014,Cubic metres,6,Millions,62.83,
Germany,Public water supply for other manufacturing industries,2015,Cubic metres,6,Millions,62.475,
Germany,Public water supply for other manufacturing industries,2016,Cubic metres,6,Millions,61.469,
Germany,Public water supply for other manufacturing industries,2017,Cubic metres,6,Millions,65.331,
Germany,Public water supply for other manufacturing industries,2018,Cubic metres,6,Millions,67.818,
Germany,Public water supply for other manufacturing industries,2019,Cubic metres,6,Millions,67.504,
Germany,Public water supply for services,2010,Cubic metres,6,Millions,18.313,
Germany,Public water supply for services,2013,Cubic metres,6,Millions,80.48,
Germany,Public water supply for services,2016,Cubic metres,6,Millions,101.469,
Germany,Public water supply for services,2019,Cubic metres,6,Millions,123.484,
Germany,Public water supply for industry and construction,1995,Cubic metres,6,Millions,550.3,
Germany,Public water supply for industry and construction,1998,Cubic metres,6,Millions,1045.0,
Germany,Public water supply for industry and construction,2001,Cubic metres,6,Millions,416.4,
Germany,Public water supply for industry and construction,2004,Cubic metres,6,Millions,411.1,
Germany,Public water supply for industry and construction,2010,Cubic metres,6,Millions,516.056,
Germany,Public water supply for industry and construction,2013,Cubic metres,6,Millions,469.91,
Germany,Public water supply for industry and construction,2016,Cubic metres,6,Millions,375.365,
Germany,Public water supply for industry and construction,2019,Cubic metres,6,Millions,375.666,
Germany,Self- and other supply - Services,2010,Cubic metres,6,Millions,52.063,
Germany,Self- and other supply - Services,2013,Cubic metres,6,Millions,84.86,
Germany,Self- and other supply - Services,2016,Cubic metres,6,Millions,83.386,
Germany,Self- and other supply - Services,2019,Cubic metres,6,Millions,359.821,
Germany,Self- and other supply - Construction,2010,Cubic metres,6,Millions,0.61,
Germany,Self- and other supply - Construction,2013,Cubic metres,6,Millions,2.002,
Germany,Self- and other supply - Construction,2016,Cubic metres,6,Millions,1.648,
Germany,Self- and other supply - Construction,2019,Cubic metres,6,Millions,1.428,
Germany,Self- and other supply for electricity production and distribution,2010,Cubic metres,6,Millions,19832.57,
Germany,Self- and other supply for electricity production and distribution,2011,Cubic metres,6,Millions,16670.2,
Germany,Self- and other supply for electricity production and distribution,2012,Cubic metres,6,Millions,14531.98,
Germany,Self- and other supply for electricity production and distribution,2013,Cubic metres,6,Millions,12692.12,
Germany,Self- and other supply for electricity production and distribution,2014,Cubic metres,6,Millions,12201.76,
Germany,Self- and other supply for electricity production and distribution,2015,Cubic metres,6,Millions,11889.12,
Germany,Self- and other supply for electricity production and distribution,2016,Cubic metres,6,Millions,11754.25,
Germany,Self- and other supply for electricity production and distribution,2017,Cubic metres,6,Millions,10635.55,
Germany,Self- and other supply for electricity production and distribution,2018,Cubic metres,6,Millions,9810.123,
Germany,Self- and other supply for electricity production and distribution,2019,Cubic metres,6,Millions,8169.706,
Germany,Self- and other supply - Other manufacturing,2007,Cubic metres,6,Millions,295.7,
Germany,Self- and other supply - Other manufacturing,2010,Cubic metres,6,Millions,256.559,
Germany,Self- and other supply - Other manufacturing,2011,Cubic metres,6,Millions,267.053,
Germany,Self- and other supply - Other manufacturing,2012,Cubic metres,6,Millions,249.191,
Germany,Self- and other supply - Other manufacturing,2013,Cubic metres,6,Millions,230.852,
Germany,Self- and other supply - Other manufacturing,2014,Cubic metres,6,Millions,231.634,
Germany,Self- and other supply - Other manufacturing,2015,Cubic metres,6,Millions,233.709,
Germany,Self- and other supply - Other manufacturing,2016,Cubic metres,6,Millions,233.499,
Germany,Self- and other supply - Other manufacturing,2017,Cubic metres,6,Millions,245.911,
Germany,Self- and other supply - Other manufacturing,2018,Cubic metres,6,Millions,252.973,
Germany,Self- and other supply - Other manufacturing,2019,Cubic metres,6,Millions,249.557,
Germany,Self- and other supply - transport vehicles and equipment,2007,Cubic metres,6,Millions,16.3,
Germany,Self- and other supply - transport vehicles and equipment,2010,Cubic metres,6,Millions,44.231,
Germany,Self- and other supply - transport vehicles and equipment,2011,Cubic metres,6,Millions,61.769,
Germany,Self- and other supply - transport vehicles and equipment,2012,Cubic metres,6,Millions,76.573,
Germany,Self- and other supply - transport vehicles and equipment,2013,Cubic metres,6,Millions,91.369,
Germany,Self- and other supply - transport vehicles and equipment,2014,Cubic metres,6,Millions,87.488,
Germany,Self- and other supply - transport vehicles and equipment,2015,Cubic metres,6,Millions,88.327,
Germany,Self- and other supply - transport vehicles and equipment,2016,Cubic metres,6,Millions,81.303,
Germany,Self- and other supply - transport vehicles and equipment,2017,Cubic metres,6,Millions,89.032,
Germany,Self- and other supply - transport vehicles and equipment,2018,Cubic metres,6,Millions,93.735,
Germany,Self- and other supply - transport vehicles and equipment,2019,Cubic metres,6,Millions,100.544,
Germany,Self- and other supply for basic metals,2007,Cubic metres,6,Millions,642.4,
Germany,Self- and other supply for basic metals,2010,Cubic metres,6,Millions,635.056,
Germany,Self- and other supply for basic metals,2011,Cubic metres,6,Millions,731.399,
Germany,Self- and other supply for basic metals,2012,Cubic metres,6,Millions,626.76,
Germany,Self- and other supply for basic metals,2013,Cubic metres,6,Millions,522.583,
Germany,Self- and other supply for basic metals,2014,Cubic metres,6,Millions,548.861,
Germany,Self- and other supply for basic metals,2015,Cubic metres,6,Millions,592.2,
Germany,Self- and other supply for basic metals,2016,Cubic metres,6,Millions,603.196,
Germany,Self- and other supply for basic metals,2017,Cubic metres,6,Millions,627.969,
Germany,Self- and other supply for basic metals,2018,Cubic metres,6,Millions,587.968,
Germany,Self- and other supply for basic metals,2019,Cubic metres,6,Millions,494.858,
Germany,"Self- and other supply for chemicals, refined petroleum etc",2007,Cubic metres,6,Millions,2782.6,
Germany,"Self- and other supply for chemicals, refined petroleum etc",2010,Cubic metres,6,Millions,2625.539,
Germany,"Self- and other supply for chemicals, refined petroleum etc",2011,Cubic metres,6,Millions,2702.227,
Germany,"Self- and other supply for chemicals, refined petroleum etc",2012,Cubic metres,6,Millions,2594.329,
Germany,"Self- and other supply for chemicals, refined petroleum etc",2013,Cubic metres,6,Millions,2370.805,
Germany,"Self- and other supply for chemicals, refined petroleum etc",2014,Cubic metres,6,Millions,2466.842,
Germany,"Self- and other supply for chemicals, refined petroleum etc",2015,Cubic metres,6,Millions,2450.677,
Germany,"Self- and other supply for chemicals, refined petroleum etc",2016,Cubic metres,6,Millions,2495.838,
Germany,"Self- and other supply for chemicals, refined petroleum etc",2017,Cubic metres,6,Millions,2541.524,
Germany,"Self- and other supply for chemicals, refined petroleum etc",2018,Cubic metres,6,Millions,2516.221,
Germany,"Self- and other supply for chemicals, refined petroleum etc",2019,Cubic metres,6,Millions,2295.666,
Germany,Self- and other supply for mining and quarrying.,2010,Cubic metres,6,Millions,849.494,
Germany,Self- and other supply for mining and quarrying.,2013,Cubic metres,6,Millions,603.52,
Germany,Self- and other supply for mining and quarrying.,2016,Cubic metres,6,Millions,252.594,
Germany,Self- and other supply for mining and quarrying.,2019,Cubic metres,6,Millions,245.991,
Germany,Self- and other supply for industry and contruction,2010,Cubic metres,6,Millions,25372.6,
Germany,Self- and other supply for industry and contruction,2013,Cubic metres,6,Millions,18748.56,
Germany,Self- and other supply for industry and contruction,2016,Cubic metres,6,Millions,17801.97,
Germany,Self- and other supply for industry and contruction,2019,Cubic metres,6,Millions,14006.81,
Germany,Self- and other supply for paper products,2007,Cubic metres,6,Millions,499.2,
Germany,Self- and other supply for paper products,2010,Cubic metres,6,Millions,478.968,
Germany,Self- and other supply for paper products,2011,Cubic metres,6,Millions,498.796,
Germany,Self- and other supply for paper products,2012,Cubic metres,6,Millions,460.327,
Germany,Self- and other supply for paper products,2013,Cubic metres,6,Millions,439.753,
Germany,Self- and other supply for paper products,2014,Cubic metres,6,Millions,421.885,
Germany,Self- and other supply for paper products,2015,Cubic metres,6,Millions,411.144,
Germany,Self- and other supply for paper products,2016,Cubic metres,6,Millions,398.557,
Germany,Self- and other supply for paper products,2017,Cubic metres,6,Millions,404.355,
Germany,Self- and other supply for paper products,2018,Cubic metres,6,Millions,408.137,
Germany,Self- and other supply for paper products,2019,Cubic metres,6,Millions,379.973,
Germany,"Self- and other supply for agriculture, fishing and forestry",2010,Cubic metres,6,Millions,211.763,
Germany,"Self- and other supply for agriculture, fishing and forestry",2013,Cubic metres,6,Millions,287.37,
Germany,"Self- and other supply for agriculture, fishing and forestry",2016,Cubic metres,6,Millions,304.026,
Germany,"Self- and other supply for agriculture, fishing and forestry",2019,Cubic metres,6,Millions,430.497,
Germany,Self- and other supply for textiles,2007,Cubic metres,6,Millions,25.7,
Germany,Self- and other supply for textiles,2010,Cubic metres,6,Millions,19.587,
Germany,Self- and other supply for textiles,2011,Cubic metres,6,Millions,19.543,
Germany,Self- and other supply for textiles,2012,Cubic metres,6,Millions,17.665,
Germany,Self- and other supply for textiles,2013,Cubic metres,6,Millions,15.961,
Germany,Self- and other supply for textiles,2014,Cubic metres,6,Millions,15.721,
Germany,Self- and other supply for textiles,2015,Cubic metres,6,Millions,15.218,
Germany,Self- and other supply for textiles,2016,Cubic metres,6,Millions,14.603,
Germany,Self- and other supply for textiles,2017,Cubic metres,6,Millions,14.307,
Germany,Self- and other supply for textiles,2018,Cubic metres,6,Millions,13.514,
Germany,Self- and other supply for textiles,2019,Cubic metres,6,Millions,11.661,
Germany,Self- and other supply for food processing industry,2007,Cubic metres,6,Millions,284.5,
Germany,Self- and other supply for food processing industry,2010,Cubic metres,6,Millions,277.198,
Germany,Self- and other supply for food processing industry,2011,Cubic metres,6,Millions,284.966,
Germany,Self- and other supply for food processing industry,2012,Cubic metres,6,Millions,279.288,
Germany,Self- and other supply for food processing industry,2013,Cubic metres,6,Millions,269.314,
Germany,Self- and other supply for food processing industry,2014,Cubic metres,6,Millions,270.147,
Germany,Self- and other supply for food processing industry,2015,Cubic metres,6,Millions,267.567,
Germany,Self- and other supply for food processing industry,2016,Cubic metres,6,Millions,274.477,
Germany,Self- and other supply for food processing industry,2017,Cubic metres,6,Millions,282.079,
Germany,Self- and other supply for food processing industry,2018,Cubic metres,6,Millions,274.126,
Germany,Self- and other supply for food processing industry,2019,Cubic metres,6,Millions,275.106,
