forest_variable,continent,country,year,forest_unit,forest_powercode_code,forest_powercode,forest_value,forest_flags
Volumes salvaged,,Slovak Republic,2020,Cubic metres,3,Thousands,3534.0,
Volumes salvaged,,Slovak Republic,2021,Cubic metres,3,Thousands,2918.0,
Volumes salvaged,Europe,Sweden,2000,Cubic metres,3,Thousands,2120.0,
Volumes salvaged,Europe,Sweden,2005,Cubic metres,3,Thousands,7312.93,
Volumes salvaged,Europe,Sweden,2010,Cubic metres,3,Thousands,2456.325,
Volumes salvaged,Europe,Sweden,2015,Cubic metres,3,Thousands,3934.939,
Volumes salvaged,Europe,Switzerland,2000,Cubic metres,3,Thousands,3038.0,
Volumes salvaged,Europe,Switzerland,2005,Cubic metres,3,Thousands,1990.0,
Volumes salvaged,Europe,Switzerland,2010,Cubic metres,3,Thousands,900.0,
Volumes salvaged,Europe,Switzerland,2015,Cubic metres,3,Thousands,900.0,
Volumes salvaged,Europe,Switzerland,2018,Cubic metres,3,Thousands,900.0,
Volumes salvaged,Asia,Türkiye,2009,Cubic metres,3,Thousands,4170.0,
Volumes salvaged,Asia,Türkiye,2010,Cubic metres,3,Thousands,2717.0,
Volumes salvaged,Asia,Türkiye,2011,Cubic metres,3,Thousands,3245.0,
Volumes salvaged,Asia,Türkiye,2012,Cubic metres,3,Thousands,3073.0,
Volumes salvaged,Asia,Türkiye,2013,Cubic metres,3,Thousands,4014.0,
Volumes salvaged,Asia,Türkiye,2014,Cubic metres,3,Thousands,2567.0,
Volumes salvaged,Asia,Türkiye,2015,Cubic metres,3,Thousands,5246.0,
Volumes salvaged,Asia,Türkiye,2016,Cubic metres,3,Thousands,3324.0,
Volumes salvaged,Asia,Türkiye,2017,Cubic metres,3,Thousands,2763.0,
Volumes salvaged,Asia,Türkiye,2018,Cubic metres,3,Thousands,3273.0,
Volumes salvaged,Asia,Türkiye,2019,Cubic metres,3,Thousands,2810.0,
Volumes salvaged,Asia,Türkiye,2020,Cubic metres,3,Thousands,3090.0,
Volumes salvaged,Asia,Türkiye,2021,Cubic metres,3,Thousands,8219.0,
Volumes salvaged,North America,United States,1996,Cubic metres,3,Thousands,41306.12,
Volumes salvaged,North America,United States,2001,Cubic metres,3,Thousands,43886.67,
Volumes salvaged,North America,United States,2006,Cubic metres,3,Thousands,39984.09,
Volumes salvaged,North America,United States,2011,Cubic metres,3,Thousands,32957.57,
Volumes salvaged,North America,United States,2016,Cubic metres,3,Thousands,36040.33,
Volumes salvaged,South America,Chile,2000,Cubic metres,3,Thousands,177.55,
Volumes salvaged,South America,Chile,2005,Cubic metres,3,Thousands,122.6,
Volumes salvaged,South America,Chile,2009,Cubic metres,3,Thousands,330.7,
Volumes salvaged,South America,Chile,2017,Cubic metres,3,Thousands,6553.0,
Volumes salvaged,Asia,Estonia,1999,Cubic metres,3,Thousands,510.898,
Volumes salvaged,Asia,Estonia,2000,Cubic metres,3,Thousands,508.749,
Volumes salvaged,Asia,Estonia,2001,Cubic metres,3,Thousands,484.688,
Volumes salvaged,Asia,Estonia,2002,Cubic metres,3,Thousands,382.473,
Volumes salvaged,Asia,Estonia,2003,Cubic metres,3,Thousands,590.6,
Volumes salvaged,Asia,Estonia,2004,Cubic metres,3,Thousands,693.862,
Volumes salvaged,Asia,Estonia,2005,Cubic metres,3,Thousands,890.61,
Volumes salvaged,Asia,Estonia,2006,Cubic metres,3,Thousands,589.999,
Volumes salvaged,Asia,Estonia,2007,Cubic metres,3,Thousands,477.053,
Volumes salvaged,Asia,Estonia,2008,Cubic metres,3,Thousands,342.652,
Volumes salvaged,Asia,Estonia,2009,Cubic metres,3,Thousands,573.612,
Volumes salvaged,Asia,Estonia,2010,Cubic metres,3,Thousands,665.765,
Volumes salvaged,Asia,Estonia,2011,Cubic metres,3,Thousands,816.267,
Volumes salvaged,Asia,Estonia,2012,Cubic metres,3,Thousands,911.876,
Volumes salvaged,Asia,Estonia,2013,Cubic metres,3,Thousands,774.618,
Volumes salvaged,Asia,Estonia,2014,Cubic metres,3,Thousands,656.947,
Volumes salvaged,Asia,Estonia,2015,Cubic metres,3,Thousands,487.989,
Volumes salvaged,Asia,Estonia,2016,Cubic metres,3,Thousands,731.905,
Volumes salvaged,Asia,Estonia,2017,Cubic metres,3,Thousands,773.024,
Volumes salvaged,Asia,Estonia,2018,Cubic metres,3,Thousands,774.0,
Volumes salvaged,Asia,Estonia,2019,Cubic metres,3,Thousands,572.0,
Volumes salvaged,Asia,Estonia,2020,Cubic metres,3,Thousands,636.0,
Volumes salvaged,Asia,Estonia,2021,Cubic metres,3,Thousands,800.0,
Net fellings,Oceania,Australia,1995,Cubic metres,3,Thousands,19560.0,
Net fellings,Oceania,Australia,2000,Cubic metres,3,Thousands,24407.0,
Net fellings,Oceania,Australia,2005,Cubic metres,3,Thousands,26998.0,
Net fellings,Oceania,Australia,2009,Cubic metres,3,Thousands,25624.0,
Net fellings,Oceania,Australia,2015,Cubic metres,3,Thousands,27290.0,
Net fellings,Oceania,Australia,2016,Cubic metres,3,Thousands,30083.02,
Net fellings,Oceania,Australia,2017,Cubic metres,3,Thousands,33206.18,
Net fellings,Oceania,Australia,2018,Cubic metres,3,Thousands,32939.3,
Net fellings,Oceania,Australia,2019,Cubic metres,3,Thousands,32599.47,
Net fellings,Oceania,Australia,2020,Cubic metres,3,Thousands,29481.11,
Net fellings,Oceania,Australia,2021,Cubic metres,3,Thousands,27097.154,
Net fellings,Europe,Czech Republic,1992,Cubic metres,3,Thousands,4932.0,
Net fellings,Europe,Czech Republic,1993,Cubic metres,3,Thousands,2556.0,
Net fellings,Europe,Czech Republic,1994,Cubic metres,3,Thousands,2957.0,
Net fellings,Europe,Czech Republic,1995,Cubic metres,3,Thousands,4998.0,
Net fellings,Europe,Czech Republic,1996,Cubic metres,3,Thousands,6350.0,
Net fellings,Europe,Czech Republic,1997,Cubic metres,3,Thousands,8826.0,
Net fellings,Europe,Czech Republic,1998,Cubic metres,3,Thousands,11251.0,
Net fellings,Europe,Czech Republic,1999,Cubic metres,3,Thousands,11600.0,
Net fellings,Europe,Czech Republic,2000,Cubic metres,3,Thousands,12361.0,
Net fellings,Europe,Czech Republic,2001,Cubic metres,3,Thousands,13301.0,
Net fellings,Europe,Czech Republic,2002,Cubic metres,3,Thousands,11447.0,
Net fellings,Europe,Czech Republic,2003,Cubic metres,3,Thousands,7699.0,
Net fellings,Europe,Czech Republic,2004,Cubic metres,3,Thousands,11329.0,
Net fellings,Europe,Czech Republic,2005,Cubic metres,3,Thousands,12159.0,
Net fellings,Europe,Czech Republic,2006,Cubic metres,3,Thousands,10697.0,
Net fellings,Europe,Czech Republic,2007,Cubic metres,3,Thousands,4016.0,
Net fellings,Europe,Czech Republic,2008,Cubic metres,3,Thousands,6027.0,
Net fellings,Europe,Czech Republic,2009,Cubic metres,3,Thousands,9831.0,
Net fellings,Europe,Czech Republic,2010,Cubic metres,3,Thousands,11815.0,
Net fellings,Europe,Czech Republic,2011,Cubic metres,3,Thousands,12813.0,
Net fellings,Europe,Czech Republic,2012,Cubic metres,3,Thousands,13104.0,
Net fellings,Europe,Czech Republic,2013,Cubic metres,3,Thousands,12283.0,
Net fellings,Europe,Czech Republic,2014,Cubic metres,3,Thousands,12135.0,
Net fellings,Europe,Czech Republic,2015,Cubic metres,3,Thousands,8877.0,
Net fellings,Europe,Czech Republic,2016,Cubic metres,3,Thousands,9108.0,
Net fellings,Europe,Czech Republic,2017,Cubic metres,3,Thousands,8472.0,
Net fellings,Europe,Czech Republic,2018,Cubic metres,3,Thousands,2966.0,
Net fellings,Europe,Czech Republic,2019,Cubic metres,3,Thousands,1819.0,
Net fellings,Europe,Czech Republic,2020,Cubic metres,3,Thousands,2041.0,
Net fellings,Europe,Czech Republic,2021,Cubic metres,3,Thousands,4408.0,
Net fellings,,Denmark,2012,Cubic metres,3,Thousands,3944.0,
Net fellings,,Denmark,2013,Cubic metres,3,Thousands,4157.0,
Net fellings,,Denmark,2014,Cubic metres,3,Thousands,4293.0,
Net fellings,,Denmark,2015,Cubic metres,3,Thousands,3755.0,
Net fellings,,Denmark,2016,Cubic metres,3,Thousands,3844.0,
Net fellings,,Denmark,2017,Cubic metres,3,Thousands,4140.718,
Net fellings,,Denmark,2018,Cubic metres,3,Thousands,4081.0,
Net fellings,,Denmark,2019,Cubic metres,3,Thousands,3634.0,
Net fellings,,Denmark,2020,Cubic metres,3,Thousands,3834.0,
Net fellings,,Denmark,2021,Cubic metres,3,Thousands,3564.0,
Net fellings,Europe,Finland,1992,Cubic metres,3,Thousands,49692.0,
Net fellings,Europe,Finland,1993,Cubic metres,3,Thousands,52499.0,
Net fellings,Europe,Finland,1994,Cubic metres,3,Thousands,60370.0,
Net fellings,Europe,Finland,1995,Cubic metres,3,Thousands,62284.0,
Net fellings,Europe,Finland,1996,Cubic metres,3,Thousands,57689.0,
Net fellings,Europe,Finland,1997,Cubic metres,3,Thousands,64478.36,
Net fellings,Europe,Finland,1998,Cubic metres,3,Thousands,67339.02,
Net fellings,Europe,Finland,1999,Cubic metres,3,Thousands,67874.68,
Net fellings,Europe,Finland,2000,Cubic metres,3,Thousands,69129.34,
Net fellings,Europe,Finland,2001,Cubic metres,3,Thousands,66280.0,Break
Net fellings,Europe,Finland,2002,Cubic metres,3,Thousands,67277.0,
Net fellings,Europe,Finland,2003,Cubic metres,3,Thousands,68237.0,
Net fellings,Europe,Finland,2004,Cubic metres,3,Thousands,68222.0,
Net fellings,Europe,Finland,2005,Cubic metres,3,Thousands,65654.0,
Net fellings,Europe,Finland,2006,Cubic metres,3,Thousands,63726.0,
Net fellings,Europe,Finland,2007,Cubic metres,3,Thousands,71424.0,
Net fellings,Europe,Finland,2008,Cubic metres,3,Thousands,65824.483,
Net fellings,Europe,Finland,2009,Cubic metres,3,Thousands,54120.967,
Net fellings,Europe,Finland,2010,Cubic metres,3,Thousands,66467.452,
Net fellings,Europe,Finland,2011,Cubic metres,3,Thousands,67321.452,
Net fellings,Europe,Finland,2012,Cubic metres,3,Thousands,66642.452,
Net fellings,Europe,Finland,2013,Cubic metres,3,Thousands,72792.452,
Net fellings,Europe,Finland,2014,Cubic metres,3,Thousands,72986.452,
Net fellings,Europe,Finland,2015,Cubic metres,3,Thousands,76044.45,
Net fellings,Europe,Finland,2016,Cubic metres,3,Thousands,78515.45,
Net fellings,Europe,Finland,2017,Cubic metres,3,Thousands,80888.45,
Net fellings,Europe,Finland,2018,Cubic metres,3,Thousands,87372.45,
Net fellings,Europe,Finland,2019,Cubic metres,3,Thousands,81686.45,
Net fellings,Europe,Finland,2020,Cubic metres,3,Thousands,77056.948,
Net fellings,Europe,Finland,2021,Cubic metres,3,Thousands,85340.82,
Net fellings,Europe,Germany,2014,Cubic metres,3,Thousands,87257.177,
Net fellings,Europe,Germany,2015,Cubic metres,3,Thousands,89174.102,
Net fellings,Europe,Germany,2016,Cubic metres,3,Thousands,85448.155,
Net fellings,Europe,Germany,2017,Cubic metres,3,Thousands,85404.111,
Net fellings,Europe,Germany,2018,Cubic metres,3,Thousands,95016.448,
Net fellings,Europe,Germany,2019,Cubic metres,3,Thousands,95886.833,
Net fellings,Europe,Germany,2020,Cubic metres,3,Thousands,102090.791,
Net fellings,,Hungary,1995,Cubic metres,3,Thousands,4868.0,
Net fellings,,Hungary,1996,Cubic metres,3,Thousands,5321.0,
Net fellings,,Hungary,1997,Cubic metres,3,Thousands,5404.0,
Net fellings,,Hungary,1998,Cubic metres,3,Thousands,5270.0,
Net fellings,,Hungary,1999,Cubic metres,3,Thousands,5724.0,
Net fellings,,Hungary,2000,Cubic metres,3,Thousands,5902.0,
Net fellings,,Hungary,2001,Cubic metres,3,Thousands,5810.0,
Net fellings,,Hungary,2002,Cubic metres,3,Thousands,5836.0,
Net fellings,,Hungary,2003,Cubic metres,3,Thousands,5784.0,
Net fellings,,Hungary,2004,Cubic metres,3,Thousands,5660.0,
Net fellings,,Hungary,2005,Cubic metres,3,Thousands,5940.0,
Net fellings,,Hungary,2006,Cubic metres,3,Thousands,5913.0,
Net fellings,,Hungary,2007,Cubic metres,3,Thousands,5640.0,
Net fellings,,Hungary,2008,Cubic metres,3,Thousands,5957.0,
Net fellings,,Hungary,2009,Cubic metres,3,Thousands,5890.0,
Net fellings,,Hungary,2010,Cubic metres,3,Thousands,6406.0,
Net fellings,,Hungary,2011,Cubic metres,3,Thousands,6950.0,
Net fellings,,Hungary,2012,Cubic metres,3,Thousands,6611.0,
Net fellings,,Hungary,2013,Cubic metres,3,Thousands,6731.0,
Net fellings,,Hungary,2014,Cubic metres,3,Thousands,6404.0,
Net fellings,,Hungary,2015,Cubic metres,3,Thousands,6344.0,
Net fellings,,Hungary,2016,Cubic metres,3,Thousands,6176.0,
Net fellings,,Hungary,2017,Cubic metres,3,Thousands,6317.0,
Net fellings,,Hungary,2018,Cubic metres,3,Thousands,6481.0,
Net fellings,,Hungary,2019,Cubic metres,3,Thousands,6174.0,
Net fellings,,Hungary,2020,Cubic metres,3,Thousands,5533.0,
Net fellings,,Hungary,2021,Cubic metres,3,Thousands,6621.0,
Net fellings,Europe,Italy,1995,Cubic metres,3,Thousands,10101.0,
Net fellings,Europe,Italy,2000,Cubic metres,3,Thousands,14327.0,
Net fellings,Europe,Italy,2005,Cubic metres,3,Thousands,13298.0,
Net fellings,Europe,Italy,2010,Cubic metres,3,Thousands,12755.0,
Net fellings,Asia,Korea,2006,Cubic metres,3,Thousands,3439.0,
Net fellings,Asia,Korea,2007,Cubic metres,3,Thousands,4454.0,
Net fellings,Asia,Korea,2008,Cubic metres,3,Thousands,4678.0,
Net fellings,Asia,Korea,2009,Cubic metres,3,Thousands,7655.0,
Net fellings,Asia,Korea,2010,Cubic metres,3,Thousands,8571.0,
Net fellings,Asia,Korea,2011,Cubic metres,3,Thousands,9631.0,
Net fellings,Asia,Korea,2012,Cubic metres,3,Thousands,10345.0,
Net fellings,Asia,Korea,2013,Cubic metres,3,Thousands,8786.0,
Net fellings,Asia,Korea,2014,Cubic metres,3,Thousands,8139.0,
Net fellings,Asia,Korea,2015,Cubic metres,3,Thousands,7312.0,
Net fellings,Asia,Korea,2016,Cubic metres,3,Thousands,6958.0,
Net fellings,Asia,Korea,2017,Cubic metres,3,Thousands,5948.0,
Net fellings,Asia,Korea,2018,Cubic metres,3,Thousands,4742.0,
Net fellings,Asia,Korea,2019,Cubic metres,3,Thousands,4456.0,
Net fellings,Asia,Korea,2020,Cubic metres,3,Thousands,4847.0,
Net fellings,Asia,Korea,2021,Cubic metres,3,Thousands,4544.0,
Net fellings,Europe,Luxembourg,2011,Cubic metres,3,Thousands,515.0,
Net fellings,Europe,Luxembourg,2012,Cubic metres,3,Thousands,363.0,
Net fellings,Europe,Luxembourg,2013,Cubic metres,3,Thousands,356.0,
Net fellings,Europe,Luxembourg,2014,Cubic metres,3,Thousands,391.0,
Net fellings,Europe,Luxembourg,2015,Cubic metres,3,Thousands,438.0,
Net fellings,Europe,Luxembourg,2016,Cubic metres,3,Thousands,382.0,
Net fellings,Europe,Luxembourg,2017,Cubic metres,3,Thousands,432.0,
Net fellings,Europe,Luxembourg,2018,Cubic metres,3,Thousands,526.0,
Net fellings,Europe,Luxembourg,2019,Cubic metres,3,Thousands,452.8,
Net fellings,Europe,Luxembourg,2020,Cubic metres,3,Thousands,411.3,
Net fellings,Europe,Luxembourg,2021,Cubic metres,3,Thousands,331.0,
Net fellings,Europe,Netherlands,2010,Cubic metres,3,Thousands,1245.0,National estimates
Net fellings,Europe,Netherlands,2013,Cubic metres,3,Thousands,1230.0,
Net fellings,Europe,Netherlands,2017,Cubic metres,3,Thousands,1285.0,
Net fellings,Europe,Netherlands,2018,Cubic metres,3,Thousands,1232.0,
Net fellings,Europe,Netherlands,2019,Cubic metres,3,Thousands,1208.0,
Net fellings,Europe,Netherlands,2020,Cubic metres,3,Thousands,1128.0,
Net fellings,,Portugal,1995,Cubic metres,3,Thousands,11000.0,
Net fellings,,Portugal,2000,Cubic metres,3,Thousands,12018.0,
Net fellings,,Portugal,2001,Cubic metres,3,Thousands,11314.356,
Net fellings,,Portugal,2002,Cubic metres,3,Thousands,10926.086,
Net fellings,,Portugal,2003,Cubic metres,3,Thousands,12066.696,
Net fellings,,Portugal,2004,Cubic metres,3,Thousands,13605.221,
Net fellings,,Portugal,2005,Cubic metres,3,Thousands,13518.0,
Net fellings,,Portugal,2006,Cubic metres,3,Thousands,13424.204,
Net fellings,,Portugal,2007,Cubic metres,3,Thousands,13475.59,
Net fellings,,Portugal,2008,Cubic metres,3,Thousands,12596.669,
Net fellings,,Portugal,2009,Cubic metres,3,Thousands,11879.25,
Net fellings,,Slovak Republic,1995,Cubic metres,3,Thousands,2337.0,
Net fellings,,Slovak Republic,2000,Cubic metres,3,Thousands,3197.0,
Net fellings,,Slovak Republic,2001,Cubic metres,3,Thousands,3743.0,
Net fellings,,Slovak Republic,2002,Cubic metres,3,Thousands,4090.0,
Net fellings,,Slovak Republic,2003,Cubic metres,3,Thousands,3976.0,
Net fellings,,Slovak Republic,2004,Cubic metres,3,Thousands,4352.0,
Net fellings,,Slovak Republic,2005,Cubic metres,3,Thousands,3658.0,
Net fellings,,Slovak Republic,2006,Cubic metres,3,Thousands,4091.0,
Net fellings,,Slovak Republic,2007,Cubic metres,3,Thousands,3666.0,
Net fellings,,Slovak Republic,2008,Cubic metres,3,Thousands,3352.0,
Net fellings,,Slovak Republic,2009,Cubic metres,3,Thousands,3662.0,
Net fellings,,Slovak Republic,2010,Cubic metres,3,Thousands,3701.0,
Net fellings,,Slovak Republic,2011,Cubic metres,3,Thousands,4475.0,
Net fellings,,Slovak Republic,2012,Cubic metres,3,Thousands,4728.0,
Net fellings,,Slovak Republic,2013,Cubic metres,3,Thousands,4727.0,
Net fellings,,Slovak Republic,2014,Cubic metres,3,Thousands,3275.0,
Net fellings,,Slovak Republic,2015,Cubic metres,3,Thousands,4036.0,
Net fellings,,Slovak Republic,2016,Cubic metres,3,Thousands,4631.0,
Net fellings,,Slovak Republic,2017,Cubic metres,3,Thousands,4452.0,
Net fellings,,Slovak Republic,2018,Cubic metres,3,Thousands,4141.0,
Net fellings,,Slovak Republic,2019,Cubic metres,3,Thousands,4065.0,
Net fellings,,Slovak Republic,2020,Cubic metres,3,Thousands,3976.5,
Net fellings,,Slovak Republic,2021,Cubic metres,3,Thousands,4723.0,
Net fellings,Europe,Sweden,2000,Cubic metres,3,Thousands,69080.0,
Net fellings,Europe,Sweden,2005,Cubic metres,3,Thousands,80616.797,
Net fellings,Europe,Sweden,2010,Cubic metres,3,Thousands,78751.019,
Net fellings,Europe,Sweden,2015,Cubic metres,3,Thousands,82615.858,
Net fellings,Europe,Switzerland,2000,Cubic metres,3,Thousands,4800.0,
Net fellings,Europe,Switzerland,2005,Cubic metres,3,Thousands,6086.0,
Net fellings,Europe,Switzerland,2010,Cubic metres,3,Thousands,7389.0,
Net fellings,Europe,Switzerland,2015,Cubic metres,3,Thousands,7605.0,
Net fellings,Europe,Switzerland,2018,Cubic metres,3,Thousands,7735.492,
Net fellings,Asia,Türkiye,2009,Cubic metres,3,Thousands,14566.0,
Net fellings,Asia,Türkiye,2010,Cubic metres,3,Thousands,13707.0,
Net fellings,Asia,Türkiye,2011,Cubic metres,3,Thousands,13971.0,
Net fellings,Asia,Türkiye,2012,Cubic metres,3,Thousands,14820.0,
Net fellings,Asia,Türkiye,2013,Cubic metres,3,Thousands,13872.0,
Net fellings,Asia,Türkiye,2014,Cubic metres,3,Thousands,16709.0,
Net fellings,Asia,Türkiye,2015,Cubic metres,3,Thousands,15995.0,
Net fellings,Asia,Türkiye,2016,Cubic metres,3,Thousands,17805.0,
Net fellings,Asia,Türkiye,2017,Cubic metres,3,Thousands,17433.0,
Net fellings,Asia,Türkiye,2018,Cubic metres,3,Thousands,21165.0,
Net fellings,Asia,Türkiye,2019,Cubic metres,3,Thousands,25853.0,
Net fellings,Asia,Türkiye,2020,Cubic metres,3,Thousands,28610.0,
Net fellings,Asia,Türkiye,2021,Cubic metres,3,Thousands,27915.0,
Net fellings,South America,Chile,2000,Cubic metres,3,Thousands,35714.49,
Net fellings,South America,Chile,2005,Cubic metres,3,Thousands,45584.62,
Net fellings,South America,Chile,2009,Cubic metres,3,Thousands,52365.74,
Net fellings,South America,Chile,2017,Cubic metres,3,Thousands,47368.0,
Net fellings,Asia,Estonia,1999,Cubic metres,3,Thousands,10349.525,
Net fellings,Asia,Estonia,2000,Cubic metres,3,Thousands,10047.718,
Net fellings,Asia,Estonia,2001,Cubic metres,3,Thousands,11918.584,
Net fellings,Asia,Estonia,2002,Cubic metres,3,Thousands,9751.832,
Net fellings,Asia,Estonia,2003,Cubic metres,3,Thousands,9243.824,
Net fellings,Asia,Estonia,2004,Cubic metres,3,Thousands,7407.958,
Net fellings,Asia,Estonia,2005,Cubic metres,3,Thousands,7071.485,
Net fellings,Asia,Estonia,2006,Cubic metres,3,Thousands,5147.212,
Net fellings,Asia,Estonia,2007,Cubic metres,3,Thousands,4690.882,
Net fellings,Asia,Estonia,2008,Cubic metres,3,Thousands,4296.546,
Net fellings,Asia,Estonia,2009,Cubic metres,3,Thousands,5775.893,
Net fellings,Asia,Estonia,2010,Cubic metres,3,Thousands,7499.455,
Net fellings,Asia,Estonia,2011,Cubic metres,3,Thousands,8174.229,
Net fellings,Asia,Estonia,2012,Cubic metres,3,Thousands,9269.847,
Net fellings,Asia,Estonia,2013,Cubic metres,3,Thousands,9317.106,
Net fellings,Asia,Estonia,2014,Cubic metres,3,Thousands,9350.616,
Net fellings,Asia,Estonia,2015,Cubic metres,3,Thousands,9558.302,
Net fellings,Asia,Estonia,2016,Cubic metres,3,Thousands,10005.68,
Net fellings,Asia,Estonia,2017,Cubic metres,3,Thousands,11735.212,
Net fellings,Asia,Estonia,2018,Cubic metres,3,Thousands,11966.983,
Net fellings,Asia,Estonia,2019,Cubic metres,3,Thousands,10689.0,
Net fellings,Asia,Estonia,2020,Cubic metres,3,Thousands,9910.0,
Net fellings,Asia,Estonia,2021,Cubic metres,3,Thousands,9800.0,
Natural losses,Europe,Austria,1997,Cubic metres,3,Thousands,2097.0,
Natural losses,Europe,Austria,2005,Cubic metres,3,Thousands,5200.0,
Natural losses,Europe,Austria,2013,Cubic metres,3,Thousands,5390.0,
Natural losses,Europe,Czech Republic,1995,Cubic metres,3,Thousands,2200.0,
Natural losses,,Denmark,2012,Cubic metres,3,Thousands,352.0,
Natural losses,,Denmark,2013,Cubic metres,3,Thousands,397.0,
Natural losses,,Denmark,2014,Cubic metres,3,Thousands,424.0,
Natural losses,,Denmark,2015,Cubic metres,3,Thousands,443.0,
Natural losses,,Denmark,2016,Cubic metres,3,Thousands,473.0,
Natural losses,,Denmark,2017,Cubic metres,3,Thousands,488.718,
Natural losses,,Denmark,2018,Cubic metres,3,Thousands,513.0,
Natural losses,,Denmark,2019,Cubic metres,3,Thousands,564.0,
Natural losses,,Denmark,2020,Cubic metres,3,Thousands,591.0,
Natural losses,,Denmark,2021,Cubic metres,3,Thousands,738.0,
Natural losses,Europe,Finland,1992,Cubic metres,3,Thousands,2766.0,
Natural losses,Europe,Finland,1993,Cubic metres,3,Thousands,2766.0,
Natural losses,Europe,Finland,1994,Cubic metres,3,Thousands,2766.0,
Natural losses,Europe,Finland,1995,Cubic metres,3,Thousands,2766.0,
Natural losses,Europe,Finland,1996,Cubic metres,3,Thousands,2766.0,
Natural losses,Europe,Finland,1997,Cubic metres,3,Thousands,3158.64,
Natural losses,Europe,Finland,1998,Cubic metres,3,Thousands,3552.98,
Natural losses,Europe,Finland,1999,Cubic metres,3,Thousands,3947.32,
Natural losses,Europe,Finland,2000,Cubic metres,3,Thousands,4341.66,
Natural losses,Europe,Finland,2001,Cubic metres,3,Thousands,5336.0,
Natural losses,Europe,Finland,2002,Cubic metres,3,Thousands,5336.0,
Natural losses,Europe,Finland,2003,Cubic metres,3,Thousands,5336.0,
Natural losses,Europe,Finland,2004,Cubic metres,3,Thousands,5336.0,
Natural losses,Europe,Finland,2005,Cubic metres,3,Thousands,5336.0,
Natural losses,Europe,Finland,2006,Cubic metres,3,Thousands,5336.0,
Natural losses,Europe,Finland,2007,Cubic metres,3,Thousands,5336.0,
Natural losses,Europe,Finland,2008,Cubic metres,3,Thousands,5624.517,
Natural losses,Europe,Finland,2009,Cubic metres,3,Thousands,6213.033,
Natural losses,Europe,Finland,2010,Cubic metres,3,Thousands,6501.548,
Natural losses,Europe,Finland,2011,Cubic metres,3,Thousands,6501.548,
Natural losses,Europe,Finland,2012,Cubic metres,3,Thousands,6501.548,
Natural losses,Europe,Finland,2013,Cubic metres,3,Thousands,6501.548,
Natural losses,Europe,Finland,2014,Cubic metres,3,Thousands,6301.548,
Natural losses,Europe,Finland,2015,Cubic metres,3,Thousands,6301.55,
Natural losses,Europe,Finland,2016,Cubic metres,3,Thousands,6301.55,
Natural losses,Europe,Finland,2017,Cubic metres,3,Thousands,6301.55,
Natural losses,Europe,Finland,2018,Cubic metres,3,Thousands,6301.55,
Natural losses,Europe,Finland,2019,Cubic metres,3,Thousands,6301.55,
Natural losses,Europe,Finland,2020,Cubic metres,3,Thousands,6301.55,
Natural losses,Europe,Finland,2021,Cubic metres,3,Thousands,6301.55,
Natural losses,Europe,France,1992,Cubic metres,3,Thousands,3964.0,
Natural losses,Europe,France,1993,Cubic metres,3,Thousands,3966.0,
Natural losses,Europe,France,1994,Cubic metres,3,Thousands,3960.0,
Natural losses,Europe,France,1995,Cubic metres,3,Thousands,3945.0,
Natural losses,Europe,France,1996,Cubic metres,3,Thousands,3917.0,
Natural losses,Europe,France,1997,Cubic metres,3,Thousands,3880.0,
Natural losses,Europe,France,1998,Cubic metres,3,Thousands,3841.0,
Natural losses,Europe,France,1999,Cubic metres,3,Thousands,3800.0,
Natural losses,Europe,France,2002,Cubic metres,3,Thousands,6787.0,Break
Natural losses,Europe,France,2003,Cubic metres,3,Thousands,6904.0,
Natural losses,Europe,France,2004,Cubic metres,3,Thousands,7007.0,
Natural losses,Europe,France,2009,Cubic metres,3,Thousands,8708.0,Break
Natural losses,Europe,France,2010,Cubic metres,3,Thousands,8655.0,
Natural losses,Europe,France,2011,Cubic metres,3,Thousands,8800.0,
Natural losses,Europe,France,2012,Cubic metres,3,Thousands,9126.0,
Natural losses,Europe,France,2013,Cubic metres,3,Thousands,9354.0,
Natural losses,Europe,France,2014,Cubic metres,3,Thousands,9768.0,
Natural losses,Europe,France,2015,Cubic metres,3,Thousands,10472.937,
Natural losses,Europe,France,2016,Cubic metres,3,Thousands,11217.946,
Natural losses,Europe,France,2017,Cubic metres,3,Thousands,12444.99,
Natural losses,Europe,France,2018,Cubic metres,3,Thousands,14100.83,
Natural losses,Europe,France,2019,Cubic metres,3,Thousands,15594.149,Break
Natural losses,Europe,France,2020,Cubic metres,3,Thousands,17442.448,
Natural losses,Europe,France,2021,Cubic metres,3,Thousands,18320.866,
Natural losses,Europe,Germany,1993,Cubic metres,3,Thousands,2841.0,
Natural losses,Europe,Germany,1994,Cubic metres,3,Thousands,2848.0,
Natural losses,Europe,Germany,1995,Cubic metres,3,Thousands,2856.0,
Natural losses,Europe,Germany,1996,Cubic metres,3,Thousands,2864.0,
Natural losses,Europe,Germany,1997,Cubic metres,3,Thousands,2870.0,
Natural losses,Europe,Germany,1998,Cubic metres,3,Thousands,2877.0,
Natural losses,Europe,Germany,1999,Cubic metres,3,Thousands,2884.0,
Natural losses,Europe,Germany,2000,Cubic metres,3,Thousands,2890.0,
Natural losses,Europe,Germany,2001,Cubic metres,3,Thousands,2897.0,
Natural losses,Europe,Germany,2002,Cubic metres,3,Thousands,3790.012,
Natural losses,Europe,Germany,2003,Cubic metres,3,Thousands,3783.926,
