forest_variable,continent,country,year,forest_unit,forest_powercode_code,forest_powercode,forest_value,forest_flags
Fellings,Oceania,Australia,1995,Cubic metres,3,Thousands,19560.0,
Fellings,Oceania,Australia,2000,Cubic metres,3,Thousands,24407.727,
Fellings,Oceania,Australia,2001,Cubic metres,3,Thousands,24474.0,
Fellings,Oceania,Australia,2002,Cubic metres,3,Thousands,24296.0,
Fellings,Oceania,Australia,2003,Cubic metres,3,Thousands,25819.0,
Fellings,Oceania,Australia,2004,Cubic metres,3,Thousands,26498.0,
Fellings,Oceania,Australia,2005,Cubic metres,3,Thousands,26998.358,
Fellings,Oceania,Australia,2006,Cubic metres,3,Thousands,26734.156,
Fellings,Oceania,Australia,2007,Cubic metres,3,Thousands,27192.006,
Fellings,Oceania,Australia,2008,Cubic metres,3,Thousands,28367.758,
Fellings,Oceania,Australia,2009,Cubic metres,3,Thousands,25798.803,
Fellings,Oceania,Australia,2010,Cubic metres,3,Thousands,25563.0,
Fellings,Oceania,Australia,2011,Cubic metres,3,Thousands,26532.0,
Fellings,Oceania,Australia,2012,Cubic metres,3,Thousands,23497.0,
Fellings,Oceania,Australia,2013,Cubic metres,3,Thousands,22580.0,
Fellings,Oceania,Australia,2014,Cubic metres,3,Thousands,25266.0,
Fellings,Oceania,Australia,2015,Cubic metres,3,Thousands,27290.0,
Fellings,Oceania,Australia,2016,Cubic metres,3,Thousands,30083.02,
Fellings,Oceania,Australia,2017,Cubic metres,3,Thousands,33206.18,
Fellings,Oceania,Australia,2018,Cubic metres,3,Thousands,32939.3,
Fellings,Oceania,Australia,2019,Cubic metres,3,Thousands,32599.47,
Fellings,Oceania,Australia,2020,Cubic metres,3,Thousands,29481.11,
Fellings,Oceania,Australia,2021,Cubic metres,3,Thousands,27097.154,
Fellings,Europe,Austria,1997,Cubic metres,3,Thousands,16986.0,
Fellings,Europe,Austria,2005,Cubic metres,3,Thousands,22942.0,
Fellings,Europe,Austria,2013,Cubic metres,3,Thousands,23222.0,
Fellings,Europe,Belgium,1995,Cubic metres,3,Thousands,4400.0,
Fellings,Europe,Belgium,2000,Cubic metres,3,Thousands,3457.0,
Fellings,Europe,Belgium,2005,Cubic metres,3,Thousands,4389.0,
Fellings,Europe,Belgium,2010,Cubic metres,3,Thousands,5230.195,
Fellings,Europe,Belgium,2012,Cubic metres,3,Thousands,5057.122,
Fellings,North America,Canada,1992,Cubic metres,3,Thousands,170131.0,
Fellings,North America,Canada,1993,Cubic metres,3,Thousands,175999.0,
Fellings,North America,Canada,1994,Cubic metres,3,Thousands,183261.0,
Fellings,North America,Canada,1995,Cubic metres,3,Thousands,188497.0,
Fellings,North America,Canada,1996,Cubic metres,3,Thousands,183375.0,
Fellings,North America,Canada,1997,Cubic metres,3,Thousands,188750.0,
Fellings,North America,Canada,1998,Cubic metres,3,Thousands,176957.0,
Fellings,North America,Canada,1999,Cubic metres,3,Thousands,199574.0,
Fellings,North America,Canada,2000,Cubic metres,3,Thousands,202372.0,
Fellings,North America,Canada,2001,Cubic metres,3,Thousands,187300.0,
Fellings,North America,Canada,2002,Cubic metres,3,Thousands,198231.0,
Fellings,North America,Canada,2003,Cubic metres,3,Thousands,184273.0,
Fellings,North America,Canada,2004,Cubic metres,3,Thousands,210871.0,
Fellings,North America,Canada,2005,Cubic metres,3,Thousands,205665.0,
Fellings,North America,Canada,2006,Cubic metres,3,Thousands,185359.0,
Fellings,North America,Canada,2007,Cubic metres,3,Thousands,165921.0,
Fellings,North America,Canada,2008,Cubic metres,3,Thousands,141397.0,
Fellings,North America,Canada,2009,Cubic metres,3,Thousands,118935.0,
Fellings,North America,Canada,2010,Cubic metres,3,Thousands,144309.0,
Fellings,North America,Canada,2011,Cubic metres,3,Thousands,157231.0,
Fellings,North America,Canada,2012,Cubic metres,3,Thousands,155593.0,
Fellings,North America,Canada,2013,Cubic metres,3,Thousands,155593.0,
Fellings,North America,Canada,2014,Cubic metres,3,Thousands,154915.0,
Fellings,North America,Canada,2015,Cubic metres,3,Thousands,160055.0,
Fellings,North America,Canada,2016,Cubic metres,3,Thousands,157232.0,
Fellings,North America,Canada,2017,Cubic metres,3,Thousands,153964.0,Estimated value
Fellings,North America,Canada,2018,Cubic metres,3,Thousands,156601.0,
Fellings,North America,Canada,2019,Cubic metres,3,Thousands,142169.0,
Fellings,Europe,Czech Republic,1992,Cubic metres,3,Thousands,10917.0,
Fellings,Europe,Czech Republic,1993,Cubic metres,3,Thousands,11533.0,
Fellings,Europe,Czech Republic,1994,Cubic metres,3,Thousands,13244.0,
Fellings,Europe,Czech Republic,1995,Cubic metres,3,Thousands,13704.0,
Fellings,Europe,Czech Republic,1996,Cubic metres,3,Thousands,13947.0,
Fellings,Europe,Czech Republic,1997,Cubic metres,3,Thousands,14952.0,
Fellings,Europe,Czech Republic,1998,Cubic metres,3,Thousands,15507.0,
Fellings,Europe,Czech Republic,1999,Cubic metres,3,Thousands,15741.0,
Fellings,Europe,Czech Republic,2000,Cubic metres,3,Thousands,16005.0,
Fellings,Europe,Czech Republic,2001,Cubic metres,3,Thousands,15931.0,
Fellings,Europe,Czech Republic,2002,Cubic metres,3,Thousands,16116.0,
Fellings,Europe,Czech Republic,2003,Cubic metres,3,Thousands,16780.0,
Fellings,Europe,Czech Republic,2004,Cubic metres,3,Thousands,17291.0,
Fellings,Europe,Czech Republic,2005,Cubic metres,3,Thousands,17190.0,
Fellings,Europe,Czech Republic,2006,Cubic metres,3,Thousands,19593.0,
Fellings,Europe,Czech Republic,2007,Cubic metres,3,Thousands,20513.0,
Fellings,Europe,Czech Republic,2008,Cubic metres,3,Thousands,17940.0,
Fellings,Europe,Czech Republic,2009,Cubic metres,3,Thousands,17179.0,
Fellings,Europe,Czech Republic,2010,Cubic metres,3,Thousands,18553.0,
Fellings,Europe,Czech Republic,2011,Cubic metres,3,Thousands,17047.0,
Fellings,Europe,Czech Republic,2012,Cubic metres,3,Thousands,16692.0,
Fellings,Europe,Czech Republic,2013,Cubic metres,3,Thousands,16991.0,
Fellings,Europe,Czech Republic,2014,Cubic metres,3,Thousands,17152.0,
Fellings,Europe,Czech Republic,2015,Cubic metres,3,Thousands,17913.0,
Fellings,Europe,Czech Republic,2016,Cubic metres,3,Thousands,19525.0,
Fellings,Europe,Czech Republic,2017,Cubic metres,3,Thousands,21487.0,
Fellings,Europe,Czech Republic,2018,Cubic metres,3,Thousands,28471.0,
Fellings,Europe,Czech Republic,2019,Cubic metres,3,Thousands,36115.0,
Fellings,Europe,Czech Republic,2020,Cubic metres,3,Thousands,39626.0,
Fellings,Europe,Czech Republic,2021,Cubic metres,3,Thousands,33533.0,
Fellings,,Denmark,1992,Cubic metres,3,Thousands,1666.0,
Fellings,,Denmark,1993,Cubic metres,3,Thousands,1546.0,
Fellings,,Denmark,1994,Cubic metres,3,Thousands,1611.0,
Fellings,,Denmark,1995,Cubic metres,3,Thousands,1675.0,
Fellings,,Denmark,1996,Cubic metres,3,Thousands,1632.0,
Fellings,,Denmark,1997,Cubic metres,3,Thousands,1580.0,
Fellings,,Denmark,1998,Cubic metres,3,Thousands,1487.0,
Fellings,,Denmark,1999,Cubic metres,3,Thousands,1492.0,
Fellings,,Denmark,2000,Cubic metres,3,Thousands,3193.0,
Fellings,,Denmark,2001,Cubic metres,3,Thousands,1559.0,
Fellings,,Denmark,2002,Cubic metres,3,Thousands,1397.0,
Fellings,,Denmark,2003,Cubic metres,3,Thousands,1572.0,
Fellings,,Denmark,2004,Cubic metres,3,Thousands,1623.0,
Fellings,,Denmark,2005,Cubic metres,3,Thousands,2576.0,
Fellings,,Denmark,2006,Cubic metres,3,Thousands,2043.0,
Fellings,,Denmark,2007,Cubic metres,3,Thousands,2217.0,
Fellings,,Denmark,2008,Cubic metres,3,Thousands,2062.0,
Fellings,,Denmark,2009,Cubic metres,3,Thousands,2091.0,
Fellings,,Denmark,2010,Cubic metres,3,Thousands,2309.0,
Fellings,,Denmark,2011,Cubic metres,3,Thousands,2231.0,
Fellings,,Denmark,2012,Cubic metres,3,Thousands,3981.0,Break
Fellings,,Denmark,2013,Cubic metres,3,Thousands,4195.0,
Fellings,,Denmark,2014,Cubic metres,3,Thousands,4345.0,
Fellings,,Denmark,2015,Cubic metres,3,Thousands,3831.0,
Fellings,,Denmark,2016,Cubic metres,3,Thousands,3939.0,
Fellings,,Denmark,2017,Cubic metres,3,Thousands,4270.782,
Fellings,,Denmark,2018,Cubic metres,3,Thousands,4281.0,
Fellings,,Denmark,2019,Cubic metres,3,Thousands,3838.0,
Fellings,,Denmark,2020,Cubic metres,3,Thousands,4014.0,
Fellings,,Denmark,2021,Cubic metres,3,Thousands,3708.0,
Fellings,Europe,Finland,1992,Cubic metres,3,Thousands,49692.0,
Fellings,Europe,Finland,1993,Cubic metres,3,Thousands,52499.0,
Fellings,Europe,Finland,1994,Cubic metres,3,Thousands,60370.0,
Fellings,Europe,Finland,1995,Cubic metres,3,Thousands,62284.0,
Fellings,Europe,Finland,1996,Cubic metres,3,Thousands,57689.0,
Fellings,Europe,Finland,1997,Cubic metres,3,Thousands,64478.36,
Fellings,Europe,Finland,1998,Cubic metres,3,Thousands,67339.02,
Fellings,Europe,Finland,1999,Cubic metres,3,Thousands,67874.68,
Fellings,Europe,Finland,2000,Cubic metres,3,Thousands,69129.34,
Fellings,Europe,Finland,2001,Cubic metres,3,Thousands,66880.0,
Fellings,Europe,Finland,2002,Cubic metres,3,Thousands,67877.0,
Fellings,Europe,Finland,2003,Cubic metres,3,Thousands,68837.0,
Fellings,Europe,Finland,2004,Cubic metres,3,Thousands,68822.0,
Fellings,Europe,Finland,2005,Cubic metres,3,Thousands,66254.0,
Fellings,Europe,Finland,2006,Cubic metres,3,Thousands,64326.0,
Fellings,Europe,Finland,2007,Cubic metres,3,Thousands,72024.0,
Fellings,Europe,Finland,2008,Cubic metres,3,Thousands,66424.483,
Fellings,Europe,Finland,2009,Cubic metres,3,Thousands,55020.967,
Fellings,Europe,Finland,2010,Cubic metres,3,Thousands,67367.452,
Fellings,Europe,Finland,2011,Cubic metres,3,Thousands,68221.452,
Fellings,Europe,Finland,2012,Cubic metres,3,Thousands,67542.452,
Fellings,Europe,Finland,2013,Cubic metres,3,Thousands,73692.452,
Fellings,Europe,Finland,2014,Cubic metres,3,Thousands,73686.452,
Fellings,Europe,Finland,2015,Cubic metres,3,Thousands,76744.45,
Fellings,Europe,Finland,2016,Cubic metres,3,Thousands,79215.45,
Fellings,Europe,Finland,2017,Cubic metres,3,Thousands,81588.45,
Fellings,Europe,Finland,2018,Cubic metres,3,Thousands,88072.45,
Fellings,Europe,Finland,2019,Cubic metres,3,Thousands,82386.45,
Fellings,Europe,Finland,2020,Cubic metres,3,Thousands,77756.948,
Fellings,Europe,Finland,2021,Cubic metres,3,Thousands,86040.82,
Fellings,Europe,France,1992,Cubic metres,3,Thousands,57125.0,
Fellings,Europe,France,1993,Cubic metres,3,Thousands,56322.0,
Fellings,Europe,France,1994,Cubic metres,3,Thousands,57348.0,
Fellings,Europe,France,1995,Cubic metres,3,Thousands,58539.0,
Fellings,Europe,France,1996,Cubic metres,3,Thousands,60248.0,
Fellings,Europe,France,1997,Cubic metres,3,Thousands,61554.0,
Fellings,Europe,France,1998,Cubic metres,3,Thousands,63386.0,
Fellings,Europe,France,1999,Cubic metres,3,Thousands,63285.0,
Fellings,Europe,France,2002,Cubic metres,3,Thousands,70658.0,Break
Fellings,Europe,France,2003,Cubic metres,3,Thousands,64132.0,
Fellings,Europe,France,2004,Cubic metres,3,Thousands,59001.0,
Fellings,Europe,France,2009,Cubic metres,3,Thousands,48874.529,Break
Fellings,Europe,France,2010,Cubic metres,3,Thousands,49899.601,
Fellings,Europe,France,2011,Cubic metres,3,Thousands,51614.427,
Fellings,Europe,France,2012,Cubic metres,3,Thousands,52285.994,
Fellings,Europe,France,2013,Cubic metres,3,Thousands,51362.506,
Fellings,Europe,France,2014,Cubic metres,3,Thousands,50707.423,
Fellings,Europe,France,2015,Cubic metres,3,Thousands,51467.694,
Fellings,Europe,France,2016,Cubic metres,3,Thousands,53307.159,
Fellings,Europe,France,2017,Cubic metres,3,Thousands,54251.409,
Fellings,Europe,France,2018,Cubic metres,3,Thousands,54961.115,
Fellings,Europe,France,2019,Cubic metres,3,Thousands,56683.669,
Fellings,Europe,France,2020,Cubic metres,3,Thousands,57186.978,
Fellings,Europe,France,2021,Cubic metres,3,Thousands,60425.188,Estimated value
Fellings,Europe,Germany,1993,Cubic metres,3,Thousands,63491.003,
Fellings,Europe,Germany,1994,Cubic metres,3,Thousands,66085.579,
Fellings,Europe,Germany,1995,Cubic metres,3,Thousands,67268.0,
Fellings,Europe,Germany,1996,Cubic metres,3,Thousands,67806.0,
Fellings,Europe,Germany,1997,Cubic metres,3,Thousands,71296.0,
Fellings,Europe,Germany,1998,Cubic metres,3,Thousands,72048.0,
Fellings,Europe,Germany,1999,Cubic metres,3,Thousands,71843.0,
Fellings,Europe,Germany,2000,Cubic metres,3,Thousands,91175.0,
Fellings,Europe,Germany,2001,Cubic metres,3,Thousands,72315.0,
Fellings,Europe,Germany,2002,Cubic metres,3,Thousands,76350.41,
Fellings,Europe,Germany,2003,Cubic metres,3,Thousands,87561.641,
Fellings,Europe,Germany,2004,Cubic metres,3,Thousands,97802.409,
Fellings,Europe,Germany,2005,Cubic metres,3,Thousands,101778.434,
Fellings,Europe,Germany,2006,Cubic metres,3,Thousands,109954.993,
Fellings,Europe,Germany,2007,Cubic metres,3,Thousands,124192.003,
Fellings,Europe,Germany,2008,Cubic metres,3,Thousands,101603.932,
Fellings,Europe,Germany,2009,Cubic metres,3,Thousands,87868.686,
Fellings,Europe,Germany,2010,Cubic metres,3,Thousands,101200.015,
Fellings,Europe,Germany,2011,Cubic metres,3,Thousands,93409.229,
Fellings,Europe,Germany,2012,Cubic metres,3,Thousands,93821.429,
Fellings,Europe,Germany,2013,Cubic metres,3,Thousands,87237.812,
Fellings,Europe,Germany,2014,Cubic metres,3,Thousands,87257.177,
Fellings,Europe,Germany,2015,Cubic metres,3,Thousands,89174.102,
Fellings,Europe,Germany,2016,Cubic metres,3,Thousands,85448.155,
Fellings,Europe,Germany,2017,Cubic metres,3,Thousands,85404.111,
Fellings,Europe,Germany,2018,Cubic metres,3,Thousands,95016.448,
Fellings,Europe,Germany,2019,Cubic metres,3,Thousands,95886.833,
Fellings,Europe,Germany,2020,Cubic metres,3,Thousands,102090.791,
Fellings,Europe,Greece,1992,Cubic metres,3,Thousands,2242.0,
Fellings,Europe,Greece,1993,Cubic metres,3,Thousands,2231.0,
Fellings,Europe,Greece,1994,Cubic metres,3,Thousands,2398.0,
Fellings,Europe,Greece,1995,Cubic metres,3,Thousands,1856.0,
Fellings,Europe,Greece,1996,Cubic metres,3,Thousands,2009.0,
Fellings,Europe,Greece,1997,Cubic metres,3,Thousands,1985.0,
Fellings,Europe,Greece,1998,Cubic metres,3,Thousands,1691.0,
Fellings,Europe,Greece,1999,Cubic metres,3,Thousands,2215.0,
Fellings,Europe,Greece,2000,Cubic metres,3,Thousands,1972.0,
Fellings,Europe,Greece,2001,Cubic metres,3,Thousands,1529.0,
Fellings,Europe,Greece,2002,Cubic metres,3,Thousands,1586.0,
Fellings,Europe,Greece,2003,Cubic metres,3,Thousands,1650.0,
Fellings,Europe,Greece,2004,Cubic metres,3,Thousands,1693.0,
Fellings,Europe,Greece,2005,Cubic metres,3,Thousands,1601.0,
Fellings,Europe,Greece,2006,Cubic metres,3,Thousands,1666.0,
Fellings,Europe,Greece,2007,Cubic metres,3,Thousands,1587.0,
Fellings,Europe,Greece,2008,Cubic metres,3,Thousands,1466.0,
Fellings,Europe,Greece,2009,Cubic metres,3,Thousands,1267.0,
Fellings,Europe,Greece,2010,Cubic metres,3,Thousands,1838.0,
Fellings,Europe,Greece,2011,Cubic metres,3,Thousands,1833.75,
Fellings,Europe,Greece,2012,Cubic metres,3,Thousands,1711.879,
Fellings,Europe,Greece,2013,Cubic metres,3,Thousands,1596.427,
Fellings,Europe,Greece,2014,Cubic metres,3,Thousands,1431.926,
Fellings,,Hungary,1995,Cubic metres,3,Thousands,6049.0,
Fellings,,Hungary,1996,Cubic metres,3,Thousands,6604.0,
Fellings,,Hungary,1997,Cubic metres,3,Thousands,6713.0,
Fellings,,Hungary,1998,Cubic metres,3,Thousands,6579.0,
Fellings,,Hungary,1999,Cubic metres,3,Thousands,6901.0,
Fellings,,Hungary,2000,Cubic metres,3,Thousands,7287.0,
Fellings,,Hungary,2001,Cubic metres,3,Thousands,7011.0,
Fellings,,Hungary,2002,Cubic metres,3,Thousands,7013.0,
Fellings,,Hungary,2003,Cubic metres,3,Thousands,7085.0,
Fellings,,Hungary,2004,Cubic metres,3,Thousands,7094.0,
Fellings,,Hungary,2005,Cubic metres,3,Thousands,7167.0,
Fellings,,Hungary,2006,Cubic metres,3,Thousands,7005.0,
Fellings,,Hungary,2007,Cubic metres,3,Thousands,6609.0,
Fellings,,Hungary,2008,Cubic metres,3,Thousands,7024.0,
Fellings,,Hungary,2009,Cubic metres,3,Thousands,6774.0,
Fellings,,Hungary,2010,Cubic metres,3,Thousands,7424.0,
Fellings,,Hungary,2011,Cubic metres,3,Thousands,8080.0,
Fellings,,Hungary,2012,Cubic metres,3,Thousands,7732.0,
Fellings,,Hungary,2013,Cubic metres,3,Thousands,7875.0,
Fellings,,Hungary,2014,Cubic metres,3,Thousands,7517.0,
Fellings,,Hungary,2015,Cubic metres,3,Thousands,7354.0,
Fellings,,Hungary,2016,Cubic metres,3,Thousands,7338.0,
Fellings,,Hungary,2017,Cubic metres,3,Thousands,7576.0,
Fellings,,Hungary,2018,Cubic metres,3,Thousands,7767.0,
Fellings,,Hungary,2019,Cubic metres,3,Thousands,7315.0,
Fellings,,Hungary,2020,Cubic metres,3,Thousands,6580.0,
Fellings,,Hungary,2021,Cubic metres,3,Thousands,7523.0,
Fellings,Europe,Iceland,1995,Cubic metres,3,Thousands,0.2,
Fellings,Europe,Iceland,2005,Cubic metres,3,Thousands,0.5,
Fellings,Europe,Iceland,2006,Cubic metres,3,Thousands,1.0,
Fellings,Europe,Iceland,2007,Cubic metres,3,Thousands,0.6,
Fellings,Europe,Iceland,2008,Cubic metres,3,Thousands,1.44,
Fellings,Europe,Iceland,2009,Cubic metres,3,Thousands,1.53,
Fellings,Europe,Iceland,2010,Cubic metres,3,Thousands,4.18,
Fellings,Europe,Iceland,2011,Cubic metres,3,Thousands,3.84,
Fellings,Europe,Iceland,2012,Cubic metres,3,Thousands,3.46,
Fellings,Europe,Iceland,2013,Cubic metres,3,Thousands,5.5,
Fellings,Europe,Iceland,2014,Cubic metres,3,Thousands,5.9,
Fellings,Europe,Iceland,2015,Cubic metres,3,Thousands,4.7,
Fellings,Europe,Iceland,2016,Cubic metres,3,Thousands,4.18,
Fellings,Europe,Iceland,2017,Cubic metres,3,Thousands,5.6,
Fellings,Europe,Iceland,2018,Cubic metres,3,Thousands,5.5,
Fellings,Europe,Iceland,2019,Cubic metres,3,Thousands,2.0,
Fellings,Europe,Iceland,2020,Cubic metres,3,Thousands,1.0,
Fellings,,Ireland,1995,Cubic metres,3,Thousands,2338.0,
Fellings,,Ireland,2000,Cubic metres,3,Thousands,3043.0,
Fellings,,Ireland,2005,Cubic metres,3,Thousands,3206.0,
Fellings,,Ireland,2006,Cubic metres,3,Thousands,3234.0,
Fellings,,Ireland,2007,Cubic metres,3,Thousands,3240.6,
Fellings,,Ireland,2008,Cubic metres,3,Thousands,2636.7,
Fellings,,Ireland,2009,Cubic metres,3,Thousands,2732.4,
Fellings,,Ireland,2010,Cubic metres,3,Thousands,2948.0,
Fellings,,Ireland,2011,Cubic metres,3,Thousands,2953.5,
Fellings,,Ireland,2012,Cubic metres,3,Thousands,3121.8,
Fellings,,Ireland,2013,Cubic metres,3,Thousands,3339.6,
Fellings,,Ireland,2014,Cubic metres,3,Thousands,3425.4,
Fellings,,Ireland,2015,Cubic metres,3,Thousands,3575.0,
Fellings,,Ireland,2016,Cubic metres,3,Thousands,3690.5,
Fellings,,Ireland,2017,Cubic metres,3,Thousands,3896.2,
Fellings,,Ireland,2018,Cubic metres,3,Thousands,4053.5,
Fellings,,Ireland,2019,Cubic metres,3,Thousands,4385.7,
Fellings,,Ireland,2020,Cubic metres,3,Thousands,4280.1,
Fellings,,Ireland,2021,Cubic metres,3,Thousands,4766.3,
Fellings,Europe,Italy,1995,Cubic metres,3,Thousands,10101.0,
Fellings,Europe,Italy,2000,Cubic metres,3,Thousands,14327.0,
Fellings,Europe,Italy,2005,Cubic metres,3,Thousands,13298.0,
Fellings,Europe,Italy,2010,Cubic metres,3,Thousands,12755.0,
Fellings,Asia,Japan,1995,Cubic metres,3,Thousands,29285.0,
Fellings,Asia,Japan,2000,Cubic metres,3,Thousands,24650.0,
Fellings,Asia,Japan,2005,Cubic metres,3,Thousands,34659.0,
Fellings,Asia,Japan,2006,Cubic metres,3,Thousands,35784.0,
Fellings,Asia,Japan,2007,Cubic metres,3,Thousands,39690.0,
Fellings,Asia,Japan,2008,Cubic metres,3,Thousands,41194.0,
Fellings,Asia,Japan,2009,Cubic metres,3,Thousands,43484.0,
Fellings,Asia,Japan,2010,Cubic metres,3,Thousands,44152.0,
Fellings,Asia,Japan,2011,Cubic metres,3,Thousands,45931.0,
Fellings,Asia,Japan,2012,Cubic metres,3,Thousands,39455.0,
Fellings,Asia,Japan,2013,Cubic metres,3,Thousands,40202.0,
Fellings,Asia,Japan,2014,Cubic metres,3,Thousands,41861.0,
Fellings,Asia,Japan,2015,Cubic metres,3,Thousands,43806.0,
Fellings,Asia,Japan,2016,Cubic metres,3,Thousands,45682.0,
Fellings,Asia,Japan,2017,Cubic metres,3,Thousands,48051.0,
Fellings,Asia,Japan,2018,Cubic metres,3,Thousands,47630.0,
Fellings,Asia,Japan,2019,Cubic metres,3,Thousands,48390.0,
Fellings,Asia,Japan,2020,Cubic metres,3,Thousands,47733.0,
Fellings,Asia,Korea,1995,Cubic metres,3,Thousands,1831.0,
Fellings,Asia,Korea,2000,Cubic metres,3,Thousands,2438.0,
Fellings,Asia,Korea,2005,Cubic metres,3,Thousands,3573.0,
Fellings,Asia,Korea,2006,Cubic metres,3,Thousands,3728.0,
Fellings,Asia,Korea,2007,Cubic metres,3,Thousands,4553.0,
Fellings,Asia,Korea,2008,Cubic metres,3,Thousands,4727.0,
Fellings,Asia,Korea,2009,Cubic metres,3,Thousands,7678.0,
Fellings,Asia,Korea,2010,Cubic metres,3,Thousands,8671.0,
Fellings,Asia,Korea,2011,Cubic metres,3,Thousands,9953.0,
Fellings,Asia,Korea,2012,Cubic metres,3,Thousands,10701.0,
Fellings,Asia,Korea,2013,Cubic metres,3,Thousands,9323.0,
Fellings,Asia,Korea,2014,Cubic metres,3,Thousands,8763.0,
Fellings,Asia,Korea,2015,Cubic metres,3,Thousands,7769.0,
Fellings,Asia,Korea,2016,Cubic metres,3,Thousands,7670.0,
Fellings,Asia,Korea,2017,Cubic metres,3,Thousands,6750.0,
Fellings,Asia,Korea,2018,Cubic metres,3,Thousands,5462.0,
Fellings,Asia,Korea,2019,Cubic metres,3,Thousands,5184.0,
Fellings,Asia,Korea,2020,Cubic metres,3,Thousands,5457.0,
Fellings,Asia,Korea,2021,Cubic metres,3,Thousands,4911.0,
Fellings,Europe,Luxembourg,1995,Cubic metres,3,Thousands,345.0,
Fellings,Europe,Luxembourg,2000,Cubic metres,3,Thousands,316.0,
Fellings,Europe,Luxembourg,2005,Cubic metres,3,Thousands,249.0,
Fellings,Europe,Luxembourg,2006,Cubic metres,3,Thousands,294.0,
Fellings,Europe,Luxembourg,2007,Cubic metres,3,Thousands,370.0,
Fellings,Europe,Luxembourg,2008,Cubic metres,3,Thousands,382.0,
Fellings,Europe,Luxembourg,2009,Cubic metres,3,Thousands,354.0,
Fellings,Europe,Luxembourg,2010,Cubic metres,3,Thousands,464.0,
Fellings,Europe,Luxembourg,2011,Cubic metres,3,Thousands,515.0,
Fellings,Europe,Luxembourg,2012,Cubic metres,3,Thousands,363.0,
Fellings,Europe,Luxembourg,2013,Cubic metres,3,Thousands,356.0,
Fellings,Europe,Luxembourg,2014,Cubic metres,3,Thousands,405.0,
Fellings,Europe,Luxembourg,2015,Cubic metres,3,Thousands,438.0,
Fellings,Europe,Luxembourg,2016,Cubic metres,3,Thousands,382.0,
Fellings,Europe,Luxembourg,2017,Cubic metres,3,Thousands,432.0,
Fellings,Europe,Luxembourg,2018,Cubic metres,3,Thousands,526.0,
Fellings,Europe,Luxembourg,2019,Cubic metres,3,Thousands,452.8,
Fellings,Europe,Luxembourg,2020,Cubic metres,3,Thousands,411.3,
Fellings,Europe,Luxembourg,2021,Cubic metres,3,Thousands,331.0,
Fellings,North America,Mexico,1992,Cubic metres,3,Thousands,7682.061,
Fellings,North America,Mexico,1993,Cubic metres,3,Thousands,6349.356,
Fellings,North America,Mexico,1994,Cubic metres,3,Thousands,6406.75,
Fellings,North America,Mexico,1995,Cubic metres,3,Thousands,6302.417,
Fellings,North America,Mexico,1996,Cubic metres,3,Thousands,6843.786,
Fellings,North America,Mexico,1997,Cubic metres,3,Thousands,7711.809,
Fellings,North America,Mexico,1998,Cubic metres,3,Thousands,8330.982,
Fellings,North America,Mexico,1999,Cubic metres,3,Thousands,8496.726,
Fellings,North America,Mexico,2000,Cubic metres,3,Thousands,9429.8,
Fellings,North America,Mexico,2001,Cubic metres,3,Thousands,8124.571,
Fellings,North America,Mexico,2002,Cubic metres,3,Thousands,6664.72,
Fellings,North America,Mexico,2003,Cubic metres,3,Thousands,6996.77,
Fellings,North America,Mexico,2004,Cubic metres,3,Thousands,6718.508,
Fellings,North America,Mexico,2005,Cubic metres,3,Thousands,6423.898,
Fellings,North America,Mexico,2006,Cubic metres,3,Thousands,6481.167,
Fellings,North America,Mexico,2007,Cubic metres,3,Thousands,6988.461,
Fellings,North America,Mexico,2008,Cubic metres,3,Thousands,6304.948,
Fellings,North America,Mexico,2009,Cubic metres,3,Thousands,5808.957,
Fellings,North America,Mexico,2010,Cubic metres,3,Thousands,5627.087,
Fellings,North America,Mexico,2011,Cubic metres,3,Thousands,5501.086,
Fellings,North America,Mexico,2012,Cubic metres,3,Thousands,5910.293,
Fellings,North America,Mexico,2013,Cubic metres,3,Thousands,5957.094,
Fellings,North America,Mexico,2014,Cubic metres,3,Thousands,5664.934,
Fellings,North America,Mexico,2015,Cubic metres,3,Thousands,6122.241,
Fellings,North America,Mexico,2016,Cubic metres,3,Thousands,6715.284,
Fellings,North America,Mexico,2017,Cubic metres,3,Thousands,9012.035,
Fellings,North America,Mexico,2018,Cubic metres,3,Thousands,8335.1,
Fellings,Europe,Netherlands,1995,Cubic metres,3,Thousands,1455.0,
Fellings,Europe,Netherlands,2000,Cubic metres,3,Thousands,1354.0,
Fellings,Europe,Netherlands,2005,Cubic metres,3,Thousands,1314.0,
Fellings,Europe,Netherlands,2010,Cubic metres,3,Thousands,1295.0,National estimates
Fellings,Europe,Netherlands,2013,Cubic metres,3,Thousands,1267.0,
Fellings,Europe,Netherlands,2017,Cubic metres,3,Thousands,1321.0,
Fellings,Europe,Netherlands,2018,Cubic metres,3,Thousands,1268.0,
Fellings,Europe,Netherlands,2019,Cubic metres,3,Thousands,1244.0,
Fellings,Europe,Netherlands,2020,Cubic metres,3,Thousands,1165.0,
Fellings,,New Zealand,1992,Cubic metres,3,Thousands,13903.0,
Fellings,,New Zealand,1993,Cubic metres,3,Thousands,14690.0,
Fellings,,New Zealand,1994,Cubic metres,3,Thousands,14871.0,
Fellings,,New Zealand,1995,Cubic metres,3,Thousands,16183.0,
Fellings,,New Zealand,1996,Cubic metres,3,Thousands,16692.0,
