country,continent,h20_variable,year,h20_unit,h20_powercode_code,h20_powercode,h20_value,h20_flags
Spain,Europe,"Self- and other supply for chemicals, refined petroleum etc",2011,Cubic metres,6,Millions,281.6,
Spain,Europe,"Self- and other supply for chemicals, refined petroleum etc",2012,Cubic metres,6,Millions,284.3,
Spain,Europe,"Self- and other supply for chemicals, refined petroleum etc",2013,Cubic metres,6,Millions,275.6,
Spain,Europe,"Self- and other supply for chemicals, refined petroleum etc",2014,Cubic metres,6,Millions,272.3,
Spain,Europe,"Self- and other supply for chemicals, refined petroleum etc",2015,Cubic metres,6,Millions,210.1,
Spain,Europe,"Self- and other supply for chemicals, refined petroleum etc",2016,Cubic metres,6,Millions,187.52,
Spain,Europe,"Self- and other supply for chemicals, refined petroleum etc",2017,Cubic metres,6,Millions,195.8,
Spain,Europe,"Self- and other supply for chemicals, refined petroleum etc",2018,Cubic metres,6,Millions,201.1,
Spain,Europe,"Self- and other supply for chemicals, refined petroleum etc",2019,Cubic metres,6,Millions,205.2,
Spain,Europe,"Self- and other supply for chemicals, refined petroleum etc",2020,Cubic metres,6,Millions,206.3,
Spain,Europe,Self- and other supply for industry and contruction,2000,Cubic metres,6,Millions,7049.1,
Spain,Europe,Self- and other supply for industry and contruction,2001,Cubic metres,6,Millions,7059.6,
Spain,Europe,Self- and other supply for industry and contruction,2002,Cubic metres,6,Millions,7273.1,
Spain,Europe,Self- and other supply for industry and contruction,2003,Cubic metres,6,Millions,7309.1,
Spain,Europe,Self- and other supply for industry and contruction,2004,Cubic metres,6,Millions,7203.2,
Spain,Europe,Self- and other supply for industry and contruction,2005,Cubic metres,6,Millions,7697.7,
Spain,Europe,Self- and other supply for industry and contruction,2006,Cubic metres,6,Millions,7521.3,
Spain,Europe,Self- and other supply for industry and contruction,2007,Cubic metres,6,Millions,6738.2,
Spain,Europe,Self- and other supply for industry and contruction,2008,Cubic metres,6,Millions,6943.9,
Spain,Europe,Self- and other supply for industry and contruction,2009,Cubic metres,6,Millions,6808.2,
Spain,Europe,Self- and other supply for industry and contruction,2010,Cubic metres,6,Millions,7039.0,
Spain,Europe,Self- and other supply for industry and contruction,2011,Cubic metres,6,Millions,6873.4,
Spain,Europe,Self- and other supply for industry and contruction,2012,Cubic metres,6,Millions,6819.6,
Spain,Europe,Self- and other supply for industry and contruction,2013,Cubic metres,6,Millions,6653.2,
Spain,Europe,Self- and other supply for industry and contruction,2014,Cubic metres,6,Millions,6590.6,
Spain,Europe,Self- and other supply for industry and contruction,2015,Cubic metres,6,Millions,6374.6,
Spain,Europe,Self- and other supply for industry and contruction,2016,Cubic metres,6,Millions,6253.58,
Spain,Europe,Self- and other supply for industry and contruction,2017,Cubic metres,6,Millions,5945.0,
Spain,Europe,Self- and other supply for industry and contruction,2018,Cubic metres,6,Millions,6074.7,
Spain,Europe,Self- and other supply for industry and contruction,2019,Cubic metres,6,Millions,6084.2,
Spain,Europe,Self- and other supply for industry and contruction,2020,Cubic metres,6,Millions,6080.3,
Spain,Europe,Self- and other supply for paper products,2000,Cubic metres,6,Millions,266.3,
Spain,Europe,Self- and other supply for paper products,2001,Cubic metres,6,Millions,279.7,
Spain,Europe,Self- and other supply for paper products,2002,Cubic metres,6,Millions,293.2,
Spain,Europe,Self- and other supply for paper products,2003,Cubic metres,6,Millions,281.4,
Spain,Europe,Self- and other supply for paper products,2004,Cubic metres,6,Millions,273.1,
Spain,Europe,Self- and other supply for paper products,2005,Cubic metres,6,Millions,200.1,
Spain,Europe,Self- and other supply for paper products,2006,Cubic metres,6,Millions,154.2,
Spain,Europe,Self- and other supply for paper products,2007,Cubic metres,6,Millions,142.3,
Spain,Europe,Self- and other supply for paper products,2008,Cubic metres,6,Millions,116.8,
Spain,Europe,Self- and other supply for paper products,2009,Cubic metres,6,Millions,118.2,
Spain,Europe,Self- and other supply for paper products,2010,Cubic metres,6,Millions,126.3,
Spain,Europe,Self- and other supply for paper products,2011,Cubic metres,6,Millions,125.1,
Spain,Europe,Self- and other supply for paper products,2012,Cubic metres,6,Millions,123.8,
Spain,Europe,Self- and other supply for paper products,2013,Cubic metres,6,Millions,127.5,
Spain,Europe,Self- and other supply for paper products,2014,Cubic metres,6,Millions,124.4,
Spain,Europe,Self- and other supply for paper products,2015,Cubic metres,6,Millions,128.2,
Spain,Europe,Self- and other supply for paper products,2016,Cubic metres,6,Millions,122.42,
Spain,Europe,Self- and other supply for paper products,2017,Cubic metres,6,Millions,115.7,
Spain,Europe,Self- and other supply for paper products,2018,Cubic metres,6,Millions,114.2,
Spain,Europe,Self- and other supply for paper products,2019,Cubic metres,6,Millions,108.2,
Spain,Europe,Self- and other supply for paper products,2020,Cubic metres,6,Millions,105.7,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2000,Cubic metres,6,Millions,19022.0,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2001,Cubic metres,6,Millions,18617.0,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2002,Cubic metres,6,Millions,19087.0,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2003,Cubic metres,6,Millions,19058.0,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2004,Cubic metres,6,Millions,18830.0,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2005,Cubic metres,6,Millions,17600.0,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2006,Cubic metres,6,Millions,16800.0,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2007,Cubic metres,6,Millions,17100.0,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2008,Cubic metres,6,Millions,16300.0,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2009,Cubic metres,6,Millions,16600.0,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2010,Cubic metres,6,Millions,17200.0,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2011,Cubic metres,6,Millions,16344.0,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2012,Cubic metres,6,Millions,15832.0,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2013,Cubic metres,6,Millions,14534.0,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2014,Cubic metres,6,Millions,15129.0,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2015,Cubic metres,6,Millions,14944.68,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2016,Cubic metres,6,Millions,14948.5,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2017,Cubic metres,6,Millions,15221.5,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2018,Cubic metres,6,Millions,15494.6,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2019,Cubic metres,6,Millions,15650.0,
Spain,Europe,"Self- and other supply for agriculture, fishing and forestry",2020,Cubic metres,6,Millions,15750.0,
Spain,Europe,Self- and other supply for textiles,2000,Cubic metres,6,Millions,112.3,
Spain,Europe,Self- and other supply for textiles,2001,Cubic metres,6,Millions,126.5,
Spain,Europe,Self- and other supply for textiles,2002,Cubic metres,6,Millions,133.4,
Spain,Europe,Self- and other supply for textiles,2003,Cubic metres,6,Millions,125.6,
Spain,Europe,Self- and other supply for textiles,2004,Cubic metres,6,Millions,119.3,
Spain,Europe,Self- and other supply for textiles,2005,Cubic metres,6,Millions,82.6,
Spain,Europe,Self- and other supply for textiles,2006,Cubic metres,6,Millions,38.9,
Spain,Europe,Self- and other supply for textiles,2007,Cubic metres,6,Millions,22.7,
Spain,Europe,Self- and other supply for textiles,2008,Cubic metres,6,Millions,11.7,
Spain,Europe,Self- and other supply for textiles,2009,Cubic metres,6,Millions,13.2,
Spain,Europe,Self- and other supply for textiles,2010,Cubic metres,6,Millions,16.1,
Spain,Europe,Self- and other supply for textiles,2011,Cubic metres,6,Millions,16.8,
Spain,Europe,Self- and other supply for textiles,2012,Cubic metres,6,Millions,17.4,
Spain,Europe,Self- and other supply for textiles,2013,Cubic metres,6,Millions,17.6,
Spain,Europe,Self- and other supply for textiles,2014,Cubic metres,6,Millions,16.4,
Spain,Europe,Self- and other supply for textiles,2015,Cubic metres,6,Millions,7.35,
Spain,Europe,Self- and other supply for textiles,2016,Cubic metres,6,Millions,8.54,
Spain,Europe,Self- and other supply for textiles,2017,Cubic metres,6,Millions,8.2,
Spain,Europe,Self- and other supply for textiles,2018,Cubic metres,6,Millions,7.6,
Spain,Europe,Self- and other supply for textiles,2019,Cubic metres,6,Millions,6.2,
Spain,Europe,Self- and other supply for textiles,2020,Cubic metres,6,Millions,5.1,
Spain,Europe,Self- and other supply for food processing industry,2000,Cubic metres,6,Millions,129.3,
Spain,Europe,Self- and other supply for food processing industry,2001,Cubic metres,6,Millions,125.5,
Spain,Europe,Self- and other supply for food processing industry,2002,Cubic metres,6,Millions,130.7,
Spain,Europe,Self- and other supply for food processing industry,2003,Cubic metres,6,Millions,123.6,
Spain,Europe,Self- and other supply for food processing industry,2004,Cubic metres,6,Millions,124.2,
Spain,Europe,Self- and other supply for food processing industry,2005,Cubic metres,6,Millions,170.3,
Spain,Europe,Self- and other supply for food processing industry,2006,Cubic metres,6,Millions,166.5,
Spain,Europe,Self- and other supply for food processing industry,2007,Cubic metres,6,Millions,126.6,
Spain,Europe,Self- and other supply for food processing industry,2008,Cubic metres,6,Millions,127.6,
Spain,Europe,Self- and other supply for food processing industry,2009,Cubic metres,6,Millions,125.2,
Spain,Europe,Self- and other supply for food processing industry,2010,Cubic metres,6,Millions,134.2,
Spain,Europe,Self- and other supply for food processing industry,2011,Cubic metres,6,Millions,128.4,
Spain,Europe,Self- and other supply for food processing industry,2012,Cubic metres,6,Millions,125.6,
Spain,Europe,Self- and other supply for food processing industry,2013,Cubic metres,6,Millions,118.7,
Spain,Europe,Self- and other supply for food processing industry,2014,Cubic metres,6,Millions,135.403,
Spain,Europe,Self- and other supply for food processing industry,2015,Cubic metres,6,Millions,122.4,
Spain,Europe,Self- and other supply for food processing industry,2016,Cubic metres,6,Millions,137.8,
Spain,Europe,Self- and other supply for food processing industry,2017,Cubic metres,6,Millions,132.5,
Spain,Europe,Self- and other supply for food processing industry,2018,Cubic metres,6,Millions,131.8,
Spain,Europe,Self- and other supply for food processing industry,2019,Cubic metres,6,Millions,125.0,
Spain,Europe,Self- and other supply for food processing industry,2020,Cubic metres,6,Millions,120.5,
Spain,Europe,Self- and other supply for total manufacturing,2000,Cubic metres,6,Millions,1416.5,
Spain,Europe,Self- and other supply for total manufacturing,2001,Cubic metres,6,Millions,1332.0,
Spain,Europe,Self- and other supply for total manufacturing,2002,Cubic metres,6,Millions,1414.4,
Spain,Europe,Self- and other supply for total manufacturing,2003,Cubic metres,6,Millions,1338.3,
Spain,Europe,Self- and other supply for total manufacturing,2004,Cubic metres,6,Millions,1260.0,
Spain,Europe,Self- and other supply for total manufacturing,2005,Cubic metres,6,Millions,1047.7,
Spain,Europe,Self- and other supply for total manufacturing,2006,Cubic metres,6,Millions,899.6,
Spain,Europe,Self- and other supply for total manufacturing,2007,Cubic metres,6,Millions,888.2,
Spain,Europe,Self- and other supply for total manufacturing,2008,Cubic metres,6,Millions,713.9,
Spain,Europe,Self- and other supply for total manufacturing,2009,Cubic metres,6,Millions,708.2,
Spain,Europe,Self- and other supply for total manufacturing,2010,Cubic metres,6,Millions,739.0,
Spain,Europe,Self- and other supply for total manufacturing,2011,Cubic metres,6,Millions,723.4,
Spain,Europe,Self- and other supply for total manufacturing,2012,Cubic metres,6,Millions,719.6,
Spain,Europe,Self- and other supply for total manufacturing,2013,Cubic metres,6,Millions,703.2,
Spain,Europe,Self- and other supply for total manufacturing,2014,Cubic metres,6,Millions,720.62,
Spain,Europe,Self- and other supply for total manufacturing,2015,Cubic metres,6,Millions,624.65,
Spain,Europe,Self- and other supply for total manufacturing,2016,Cubic metres,6,Millions,633.88,
Spain,Europe,Self- and other supply for total manufacturing,2017,Cubic metres,6,Millions,625.0,
Spain,Europe,Self- and other supply for total manufacturing,2018,Cubic metres,6,Millions,624.7,
Spain,Europe,Self- and other supply for total manufacturing,2019,Cubic metres,6,Millions,604.2,
Spain,Europe,Self- and other supply for total manufacturing,2020,Cubic metres,6,Millions,590.29,
Spain,Europe,Total gross abstraction. Desalinated water,1997,Cubic metres,6,Millions,95.0,
Spain,Europe,Total gross abstraction. Desalinated water,1998,Cubic metres,6,Millions,130.0,
Spain,Europe,Total gross abstraction. Desalinated water,1999,Cubic metres,6,Millions,175.0,
Spain,Europe,Total gross abstraction. Desalinated water,2000,Cubic metres,6,Millions,225.0,
Spain,Europe,Total gross abstraction. Desalinated water,2001,Cubic metres,6,Millions,271.0,
Spain,Europe,Total gross abstraction. Desalinated water,2002,Cubic metres,6,Millions,310.0,
Spain,Europe,Total gross abstraction. Desalinated water,2003,Cubic metres,6,Millions,325.0,
Spain,Europe,Total gross abstraction. Desalinated water,2004,Cubic metres,6,Millions,370.0,
Spain,Europe,Total gross abstraction. Desalinated water,2005,Cubic metres,6,Millions,231.0,
Spain,Europe,Total gross abstraction. Desalinated water,2006,Cubic metres,6,Millions,251.0,
Spain,Europe,Total gross abstraction. Desalinated water,2007,Cubic metres,6,Millions,279.0,
Spain,Europe,Total gross abstraction. Desalinated water,2008,Cubic metres,6,Millions,258.0,
Spain,Europe,Total gross abstraction. Desalinated water,2009,Cubic metres,6,Millions,293.0,
Spain,Europe,Total gross abstraction. Desalinated water,2010,Cubic metres,6,Millions,270.0,
Spain,Europe,Total gross abstraction. Desalinated water,2011,Cubic metres,6,Millions,342.0,
Spain,Europe,Total gross abstraction. Desalinated water,2012,Cubic metres,6,Millions,302.0,
Spain,Europe,Total gross abstraction. Desalinated water,2013,Cubic metres,6,Millions,340.0,
Spain,Europe,Total gross abstraction. Desalinated water,2014,Cubic metres,6,Millions,341.0,
Spain,Europe,Total gross abstraction. Desalinated water,2015,Cubic metres,6,Millions,351.0,
Spain,Europe,Total gross abstraction. Desalinated water,2016,Cubic metres,6,Millions,364.0,
Spain,Europe,Total gross abstraction. Desalinated water,2017,Cubic metres,6,Millions,395.0,
Spain,Europe,Total gross abstraction. Desalinated water,2018,Cubic metres,6,Millions,405.0,
Spain,Europe,Total gross abstraction. Desalinated water,2019,Cubic metres,6,Millions,495.8,
Spain,Europe,Total gross abstraction. Desalinated water,2020,Cubic metres,6,Millions,506.2,
Spain,Europe,Water abstraction for public water supply. Desalinated water,1997,Cubic metres,6,Millions,43.5,
Spain,Europe,Water abstraction for public water supply. Desalinated water,1998,Cubic metres,6,Millions,47.6,
Spain,Europe,Water abstraction for public water supply. Desalinated water,1999,Cubic metres,6,Millions,55.5,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2000,Cubic metres,6,Millions,146.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2001,Cubic metres,6,Millions,176.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2002,Cubic metres,6,Millions,201.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2003,Cubic metres,6,Millions,211.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2004,Cubic metres,6,Millions,240.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2005,Cubic metres,6,Millions,185.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2006,Cubic metres,6,Millions,193.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2007,Cubic metres,6,Millions,223.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2008,Cubic metres,6,Millions,184.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2009,Cubic metres,6,Millions,221.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2010,Cubic metres,6,Millions,229.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2011,Cubic metres,6,Millions,298.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2012,Cubic metres,6,Millions,264.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2013,Cubic metres,6,Millions,313.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2014,Cubic metres,6,Millions,318.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2015,Cubic metres,6,Millions,305.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2016,Cubic metres,6,Millions,313.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2017,Cubic metres,6,Millions,336.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2018,Cubic metres,6,Millions,344.0,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2019,Cubic metres,6,Millions,425.8,
Spain,Europe,Water abstraction for public water supply. Desalinated water,2020,Cubic metres,6,Millions,430.5,
Sweden,Europe,Total gross abstraction non-freshwater,1995,Cubic metres,6,Millions,9243.0,
Sweden,Europe,Total gross abstraction non-freshwater,1996,Cubic metres,6,Millions,9243.0,
Sweden,Europe,Total gross abstraction non-freshwater,1997,Cubic metres,6,Millions,9243.0,
Sweden,Europe,Total gross abstraction non-freshwater,1998,Cubic metres,6,Millions,9243.0,
Sweden,Europe,Total gross abstraction non-freshwater,1999,Cubic metres,6,Millions,9243.0,
Sweden,Europe,Total gross abstraction non-freshwater,2000,Cubic metres,6,Millions,9204.0,
Sweden,Europe,Total gross abstraction non-freshwater,2005,Cubic metres,6,Millions,11832.0,
Sweden,Europe,Total gross abstraction non-freshwater,2010,Cubic metres,6,Millions,11800.0,
Sweden,Europe,Total gross abstraction non-freshwater,2015,Cubic metres,6,Millions,10700.0,
Sweden,Europe,Total gross abstraction non-freshwater,2020,Cubic metres,6,Millions,9270.0,
Sweden,Europe,Abstractions for services - non-freshwater,1995,Cubic metres,6,Millions,3.0,
Sweden,Europe,Abstractions for services - non-freshwater,1996,Cubic metres,6,Millions,3.0,
Sweden,Europe,Abstractions for services - non-freshwater,1997,Cubic metres,6,Millions,3.0,
Sweden,Europe,Abstractions for services - non-freshwater,1998,Cubic metres,6,Millions,3.0,
Sweden,Europe,Abstractions for services - non-freshwater,1999,Cubic metres,6,Millions,3.0,
Sweden,Europe,Abstractions for services - non-freshwater,2000,Cubic metres,6,Millions,0.0,
Sweden,Europe,Abstractions for services - non-freshwater,2005,Cubic metres,6,Millions,0.0,
Sweden,Europe,Abstractions for services - non-freshwater,2010,Cubic metres,6,Millions,0.0,
Sweden,Europe,Abstractions for services - non-freshwater,2015,Cubic metres,6,Millions,0.0,
Sweden,Europe,Abstractions for services - non-freshwater,2020,Cubic metres,6,Millions,0.0,
Sweden,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",1995,Cubic metres,6,Millions,0.0,
Sweden,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",1996,Cubic metres,6,Millions,0.0,
Sweden,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",1997,Cubic metres,6,Millions,0.0,
Sweden,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",1998,Cubic metres,6,Millions,0.0,
Sweden,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",1999,Cubic metres,6,Millions,0.0,
Sweden,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2000,Cubic metres,6,Millions,0.0,
Sweden,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2005,Cubic metres,6,Millions,0.0,
Sweden,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2010,Cubic metres,6,Millions,0.0,
Sweden,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2015,Cubic metres,6,Millions,0.0,
Sweden,Europe,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2020,Cubic metres,6,Millions,0.0,
Sweden,Europe,Abstractions for manufacturing. Non-freshwater,1995,Cubic metres,6,Millions,538.0,
Sweden,Europe,Abstractions for manufacturing. Non-freshwater,1996,Cubic metres,6,Millions,538.0,
Sweden,Europe,Abstractions for manufacturing. Non-freshwater,1997,Cubic metres,6,Millions,538.0,
Sweden,Europe,Abstractions for manufacturing. Non-freshwater,1998,Cubic metres,6,Millions,538.0,
Sweden,Europe,Abstractions for manufacturing. Non-freshwater,1999,Cubic metres,6,Millions,538.0,
Sweden,Europe,Abstractions for manufacturing. Non-freshwater,2000,Cubic metres,6,Millions,500.0,
Sweden,Europe,Abstractions for manufacturing. Non-freshwater,2005,Cubic metres,6,Millions,582.0,
Sweden,Europe,Abstractions for manufacturing. Non-freshwater,2010,Cubic metres,6,Millions,507.0,
Sweden,Europe,Abstractions for manufacturing. Non-freshwater,2015,Cubic metres,6,Millions,534.0,
Sweden,Europe,Abstractions for manufacturing. Non-freshwater,2020,Cubic metres,6,Millions,500.0,
Sweden,Europe,Abstractions for cooling (manufacturing). Non-freshwater,1995,Cubic metres,6,Millions,456.0,
Sweden,Europe,Abstractions for cooling (manufacturing). Non-freshwater,1996,Cubic metres,6,Millions,456.0,
Sweden,Europe,Abstractions for cooling (manufacturing). Non-freshwater,1997,Cubic metres,6,Millions,456.0,
Sweden,Europe,Abstractions for cooling (manufacturing). Non-freshwater,1998,Cubic metres,6,Millions,456.0,
Sweden,Europe,Abstractions for cooling (manufacturing). Non-freshwater,1999,Cubic metres,6,Millions,456.0,
Sweden,Europe,Abstractions for cooling (manufacturing). Non-freshwater,2000,Cubic metres,6,Millions,436.0,
Sweden,Europe,Abstractions for cooling (manufacturing). Non-freshwater,2005,Cubic metres,6,Millions,443.0,
Sweden,Europe,Abstractions for cooling (manufacturing). Non-freshwater,2010,Cubic metres,6,Millions,401.0,
Sweden,Europe,Abstractions for cooling (manufacturing). Non-freshwater,2015,Cubic metres,6,Millions,479.0,
Sweden,Europe,Abstractions for cooling (manufacturing). Non-freshwater,2020,Cubic metres,6,Millions,492.0,
Sweden,Europe,Electricity production (cooling). Non-freshwater,1995,Cubic metres,6,Millions,8702.0,
Sweden,Europe,Electricity production (cooling). Non-freshwater,1996,Cubic metres,6,Millions,8702.0,
Sweden,Europe,Electricity production (cooling). Non-freshwater,1997,Cubic metres,6,Millions,8702.0,
Sweden,Europe,Electricity production (cooling). Non-freshwater,1998,Cubic metres,6,Millions,8702.0,
Sweden,Europe,Electricity production (cooling). Non-freshwater,1999,Cubic metres,6,Millions,8702.0,
Sweden,Europe,Electricity production (cooling). Non-freshwater,2000,Cubic metres,6,Millions,8704.0,
Sweden,Europe,Electricity production (cooling). Non-freshwater,2005,Cubic metres,6,Millions,11250.0,
Sweden,Europe,Electricity production (cooling). Non-freshwater,2010,Cubic metres,6,Millions,11293.0,
Sweden,Europe,Electricity production (cooling). Non-freshwater,2015,Cubic metres,6,Millions,10143.0,
Sweden,Europe,Electricity production (cooling). Non-freshwater,2020,Cubic metres,6,Millions,8698.0,
Sweden,Europe,Leakage,2010,Cubic metres,6,Millions,181.0,
Sweden,Europe,Leakage,2015,Cubic metres,6,Millions,173.0,
Sweden,Europe,Leakage,2020,Cubic metres,6,Millions,175.0,
Sweden,Europe,Public water supply,1992,Cubic metres,6,Millions,764.0,
Sweden,Europe,Public water supply,1993,Cubic metres,6,Millions,760.0,
Sweden,Europe,Public water supply,1994,Cubic metres,6,Millions,734.0,
Sweden,Europe,Public water supply,1995,Cubic metres,6,Millions,731.0,
Sweden,Europe,Public water supply,1996,Cubic metres,6,Millions,731.0,
Sweden,Europe,Public water supply,1997,Cubic metres,6,Millions,720.0,
Sweden,Europe,Public water supply,1998,Cubic metres,6,Millions,720.0,
Sweden,Europe,Public water supply,1999,Cubic metres,6,Millions,720.0,
Sweden,Europe,Public water supply,2000,Cubic metres,6,Millions,708.0,
Sweden,Europe,Public water supply,2001,Cubic metres,6,Millions,714.0,
Sweden,Europe,Public water supply,2002,Cubic metres,6,Millions,720.0,
Sweden,Europe,Public water supply,2003,Cubic metres,6,Millions,725.0,
Sweden,Europe,Public water supply,2004,Cubic metres,6,Millions,731.0,
Sweden,Europe,Public water supply,2005,Cubic metres,6,Millions,737.0,
Sweden,Europe,Public water supply,2006,Cubic metres,6,Millions,735.0,
Sweden,Europe,Public water supply,2007,Cubic metres,6,Millions,733.0,
Sweden,Europe,Public water supply,2008,Cubic metres,6,Millions,730.0,
Sweden,Europe,Public water supply,2009,Cubic metres,6,Millions,728.0,
Sweden,Europe,Public water supply,2010,Cubic metres,6,Millions,726.0,
Sweden,Europe,Public water supply,2011,Cubic metres,6,Millions,719.0,
Sweden,Europe,Public water supply,2012,Cubic metres,6,Millions,712.0,
Sweden,Europe,Public water supply,2013,Cubic metres,6,Millions,704.0,
Sweden,Europe,Public water supply,2014,Cubic metres,6,Millions,697.0,
Sweden,Europe,Public water supply,2015,Cubic metres,6,Millions,689.0,
Sweden,Europe,Public water supply,2020,Cubic metres,6,Millions,699.0,
Sweden,Europe,"Public water supply for agriculture, forestry and fishing",1995,Cubic metres,6,Millions,0.0,
Sweden,Europe,"Public water supply for agriculture, forestry and fishing",2000,Cubic metres,6,Millions,0.0,
Sweden,Europe,"Public water supply for agriculture, forestry and fishing",2005,Cubic metres,6,Millions,0.0,
Sweden,Europe,"Public water supply for agriculture, forestry and fishing",2010,Cubic metres,6,Millions,0.0,
Sweden,Europe,"Public water supply for agriculture, forestry and fishing",2015,Cubic metres,6,Millions,0.0,
Sweden,Europe,"Public water supply for agriculture, forestry and fishing",2020,Cubic metres,6,Millions,0.0,
Sweden,Europe,Public water supply for mining and quarrying,1995,Cubic metres,6,Millions,1.0,
Sweden,Europe,Public water supply for mining and quarrying,2000,Cubic metres,6,Millions,1.0,
Sweden,Europe,Public water supply for mining and quarrying,2005,Cubic metres,6,Millions,1.0,
Sweden,Europe,Public water supply for mining and quarrying,2010,Cubic metres,6,Millions,1.0,
Sweden,Europe,Public water supply for mining and quarrying,2015,Cubic metres,6,Millions,1.0,
Sweden,Europe,Public water supply for mining and quarrying,2020,Cubic metres,6,Millions,1.0,
Sweden,Europe,Public water supply for total manufacturing,1992,Cubic metres,6,Millions,106.0,
Sweden,Europe,Public water supply for total manufacturing,1993,Cubic metres,6,Millions,104.0,
Sweden,Europe,Public water supply for total manufacturing,1994,Cubic metres,6,Millions,96.0,
Sweden,Europe,Public water supply for total manufacturing,1995,Cubic metres,6,Millions,94.0,
Sweden,Europe,Public water supply for total manufacturing,1996,Cubic metres,6,Millions,94.0,
Sweden,Europe,Public water supply for total manufacturing,1997,Cubic metres,6,Millions,102.0,
Sweden,Europe,Public water supply for total manufacturing,1998,Cubic metres,6,Millions,102.0,
Sweden,Europe,Public water supply for total manufacturing,1999,Cubic metres,6,Millions,102.0,
Sweden,Europe,Public water supply for total manufacturing,2000,Cubic metres,6,Millions,90.0,
Sweden,Europe,Public water supply for total manufacturing,2001,Cubic metres,6,Millions,92.0,
Sweden,Europe,Public water supply for total manufacturing,2002,Cubic metres,6,Millions,95.0,
Sweden,Europe,Public water supply for total manufacturing,2003,Cubic metres,6,Millions,97.0,
Sweden,Europe,Public water supply for total manufacturing,2004,Cubic metres,6,Millions,100.0,
Sweden,Europe,Public water supply for total manufacturing,2005,Cubic metres,6,Millions,102.0,
Sweden,Europe,Public water supply for total manufacturing,2006,Cubic metres,6,Millions,103.0,
Sweden,Europe,Public water supply for total manufacturing,2007,Cubic metres,6,Millions,104.0,
Sweden,Europe,Public water supply for total manufacturing,2008,Cubic metres,6,Millions,105.0,
Sweden,Europe,Public water supply for total manufacturing,2009,Cubic metres,6,Millions,106.0,
Sweden,Europe,Public water supply for total manufacturing,2010,Cubic metres,6,Millions,107.0,
Sweden,Europe,Public water supply for total manufacturing,2011,Cubic metres,6,Millions,96.0,
Sweden,Europe,Public water supply for total manufacturing,2012,Cubic metres,6,Millions,85.0,
Sweden,Europe,Public water supply for total manufacturing,2013,Cubic metres,6,Millions,75.0,
Sweden,Europe,Public water supply for total manufacturing,2014,Cubic metres,6,Millions,64.0,
