country,continent,h20_variable,year,h20_unit,h20_powercode_code,h20_powercode,h20_value,h20_flags
Belgium,Europe,Abstractions for hydro-electricity,2009,Cubic metres,6,Millions,0.0,
Belgium,Europe,Abstractions for hydro-electricity,2010,Cubic metres,6,Millions,0.0,
Belgium,Europe,Abstractions for hydro-electricity,2011,Cubic metres,6,Millions,0.0,
Belgium,Europe,Abstractions for hydro-electricity,2012,Cubic metres,6,Millions,0.0,
Belgium,Europe,Abstractions for hydro-electricity,2013,Cubic metres,6,Millions,0.0,
Belgium,Europe,Abstractions for hydro-electricity,2014,Cubic metres,6,Millions,0.0,
Belgium,Europe,Abstractions for hydro-electricity,2015,Cubic metres,6,Millions,0.0,
Belgium,Europe,Abstractions for hydro-electricity,2016,Cubic metres,6,Millions,0.0,
Belgium,Europe,Abstractions for hydro-electricity,2017,Cubic metres,6,Millions,0.0,
Belgium,Europe,Abstractions for hydro-electricity,2018,Cubic metres,6,Millions,0.0,
Belgium,Europe,Abstractions for hydro-electricity,2019,Cubic metres,6,Millions,0.0,
Belgium,Europe,Abstractions for hydro-electricity,2020,Cubic metres,6,Millions,0.0,
Belgium,Europe,Public water supply,1994,Cubic metres,6,Millions,602.4,
Belgium,Europe,Public water supply,1995,Cubic metres,6,Millions,660.4,
Belgium,Europe,Public water supply,1996,Cubic metres,6,Millions,416.8,
Belgium,Europe,Public water supply,1997,Cubic metres,6,Millions,415.3,
Belgium,Europe,Public water supply,1998,Cubic metres,6,Millions,414.8,
Belgium,Europe,Public water supply,1999,Cubic metres,6,Millions,409.6,
Belgium,Europe,Public water supply,2000,Cubic metres,6,Millions,541.329,
Belgium,Europe,Public water supply,2001,Cubic metres,6,Millions,536.203,
Belgium,Europe,Public water supply,2002,Cubic metres,6,Millions,588.952,
Belgium,Europe,Public water supply,2003,Cubic metres,6,Millions,596.094,
Belgium,Europe,Public water supply,2004,Cubic metres,6,Millions,602.291,
Belgium,Europe,Public water supply,2005,Cubic metres,6,Millions,576.848,
Belgium,Europe,Public water supply,2006,Cubic metres,6,Millions,600.476,
Belgium,Europe,Public water supply,2007,Cubic metres,6,Millions,600.877,
Belgium,Europe,Public water supply,2008,Cubic metres,6,Millions,582.275,
Belgium,Europe,Public water supply,2009,Cubic metres,6,Millions,573.956,
Belgium,Europe,Public water supply,2010,Cubic metres,6,Millions,583.344,
Belgium,Europe,Public water supply,2011,Cubic metres,6,Millions,577.066,
Belgium,Europe,Public water supply,2012,Cubic metres,6,Millions,568.938,
Belgium,Europe,Public water supply,2013,Cubic metres,6,Millions,565.079,
Belgium,Europe,Public water supply,2014,Cubic metres,6,Millions,564.528,
Belgium,Europe,Public water supply,2015,Cubic metres,6,Millions,568.199,
Belgium,Europe,Public water supply,2016,Cubic metres,6,Millions,562.685,
Belgium,Europe,Public water supply,2017,Cubic metres,6,Millions,565.77,
Belgium,Europe,Public water supply,2018,Cubic metres,6,Millions,569.196,
Belgium,Europe,Public water supply,2019,Cubic metres,6,Millions,570.9,
Belgium,Europe,Public water supply,2020,Cubic metres,6,Millions,572.039,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",1995,Cubic metres,6,Millions,16.0,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",1996,Cubic metres,6,Millions,16.7,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",1997,Cubic metres,6,Millions,15.2,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",1998,Cubic metres,6,Millions,15.7,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",1999,Cubic metres,6,Millions,13.6,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2000,Cubic metres,6,Millions,12.601,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2001,Cubic metres,6,Millions,13.72,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2002,Cubic metres,6,Millions,12.261,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2003,Cubic metres,6,Millions,12.412,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2004,Cubic metres,6,Millions,12.505,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2005,Cubic metres,6,Millions,10.667,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2006,Cubic metres,6,Millions,11.248,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2007,Cubic metres,6,Millions,10.977,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2008,Cubic metres,6,Millions,10.121,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2009,Cubic metres,6,Millions,10.191,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2010,Cubic metres,6,Millions,10.422,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2011,Cubic metres,6,Millions,9.548,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2012,Cubic metres,6,Millions,9.408,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2013,Cubic metres,6,Millions,9.27,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2014,Cubic metres,6,Millions,9.242,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2015,Cubic metres,6,Millions,9.184,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2016,Cubic metres,6,Millions,9.122,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2017,Cubic metres,6,Millions,9.454,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2018,Cubic metres,6,Millions,9.709,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2019,Cubic metres,6,Millions,10.152,
Belgium,Europe,"Public water supply for agriculture, forestry and fishing",2020,Cubic metres,6,Millions,10.581,
Belgium,Europe,Public water supply for mining and quarrying,1995,Cubic metres,6,Millions,0.2,
Belgium,Europe,Public water supply for mining and quarrying,2000,Cubic metres,6,Millions,0.127,
Belgium,Europe,Public water supply for mining and quarrying,2001,Cubic metres,6,Millions,0.118,
Belgium,Europe,Public water supply for mining and quarrying,2002,Cubic metres,6,Millions,0.16,
Belgium,Europe,Public water supply for mining and quarrying,2003,Cubic metres,6,Millions,0.136,
Belgium,Europe,Public water supply for mining and quarrying,2004,Cubic metres,6,Millions,0.176,
Belgium,Europe,Public water supply for mining and quarrying,2005,Cubic metres,6,Millions,0.075,
Belgium,Europe,Public water supply for mining and quarrying,2006,Cubic metres,6,Millions,0.13,
Belgium,Europe,Public water supply for mining and quarrying,2007,Cubic metres,6,Millions,0.18,
Belgium,Europe,Public water supply for mining and quarrying,2008,Cubic metres,6,Millions,0.169,
Belgium,Europe,Public water supply for mining and quarrying,2009,Cubic metres,6,Millions,0.204,
Belgium,Europe,Public water supply for mining and quarrying,2010,Cubic metres,6,Millions,0.163,
Belgium,Europe,Public water supply for mining and quarrying,2011,Cubic metres,6,Millions,0.139,
Belgium,Europe,Public water supply for mining and quarrying,2012,Cubic metres,6,Millions,0.119,
Belgium,Europe,Public water supply for mining and quarrying,2013,Cubic metres,6,Millions,0.103,
Belgium,Europe,Public water supply for mining and quarrying,2014,Cubic metres,6,Millions,0.099,
Belgium,Europe,Public water supply for mining and quarrying,2015,Cubic metres,6,Millions,0.104,
Belgium,Europe,Public water supply for mining and quarrying,2016,Cubic metres,6,Millions,0.1,
Belgium,Europe,Public water supply for mining and quarrying,2017,Cubic metres,6,Millions,0.128,
Belgium,Europe,Public water supply for mining and quarrying,2018,Cubic metres,6,Millions,0.164,
Belgium,Europe,Public water supply for mining and quarrying,2019,Cubic metres,6,Millions,0.16,
Belgium,Europe,Public water supply for total manufacturing,1995,Cubic metres,6,Millions,95.2,
Belgium,Europe,Public water supply for total manufacturing,1996,Cubic metres,6,Millions,96.6,
Belgium,Europe,Public water supply for total manufacturing,1997,Cubic metres,6,Millions,101.9,
Belgium,Europe,Public water supply for total manufacturing,1998,Cubic metres,6,Millions,101.7,
Belgium,Europe,Public water supply for total manufacturing,1999,Cubic metres,6,Millions,103.4,
Belgium,Europe,Public water supply for total manufacturing,2000,Cubic metres,6,Millions,111.852,
Belgium,Europe,Public water supply for total manufacturing,2001,Cubic metres,6,Millions,110.025,
Belgium,Europe,Public water supply for total manufacturing,2002,Cubic metres,6,Millions,106.307,
Belgium,Europe,Public water supply for total manufacturing,2003,Cubic metres,6,Millions,107.887,
Belgium,Europe,Public water supply for total manufacturing,2004,Cubic metres,6,Millions,108.034,
Belgium,Europe,Public water supply for total manufacturing,2005,Cubic metres,6,Millions,108.719,
Belgium,Europe,Public water supply for total manufacturing,2006,Cubic metres,6,Millions,111.027,
Belgium,Europe,Public water supply for total manufacturing,2007,Cubic metres,6,Millions,109.275,
Belgium,Europe,Public water supply for total manufacturing,2008,Cubic metres,6,Millions,102.296,
Belgium,Europe,Public water supply for total manufacturing,2009,Cubic metres,6,Millions,95.675,
Belgium,Europe,Public water supply for total manufacturing,2010,Cubic metres,6,Millions,104.124,
Belgium,Europe,Public water supply for total manufacturing,2011,Cubic metres,6,Millions,106.593,
Belgium,Europe,Public water supply for total manufacturing,2012,Cubic metres,6,Millions,104.574,
Belgium,Europe,Public water supply for total manufacturing,2013,Cubic metres,6,Millions,90.762,
Belgium,Europe,Public water supply for total manufacturing,2014,Cubic metres,6,Millions,86.365,
Belgium,Europe,Public water supply for total manufacturing,2015,Cubic metres,6,Millions,90.306,
Belgium,Europe,Public water supply for total manufacturing,2016,Cubic metres,6,Millions,90.851,
Belgium,Europe,Public water supply for total manufacturing,2017,Cubic metres,6,Millions,92.523,
Belgium,Europe,Public water supply for total manufacturing,2018,Cubic metres,6,Millions,93.479,
Belgium,Europe,Public water supply for total manufacturing,2019,Cubic metres,6,Millions,90.644,
Belgium,Europe,Public water supply for cooling (manufacturing),2000,Cubic metres,6,Millions,24.626,
Belgium,Europe,Public water supply for cooling (manufacturing),2001,Cubic metres,6,Millions,19.896,
Belgium,Europe,Public water supply for cooling (manufacturing),2002,Cubic metres,6,Millions,20.0,
Belgium,Europe,Public water supply for cooling (manufacturing),2003,Cubic metres,6,Millions,19.94,
Belgium,Europe,Public water supply for cooling (manufacturing),2004,Cubic metres,6,Millions,20.396,
Belgium,Europe,Public water supply for cooling (manufacturing),2005,Cubic metres,6,Millions,20.566,
Belgium,Europe,Public water supply for cooling (manufacturing),2006,Cubic metres,6,Millions,20.722,
Belgium,Europe,Public water supply for cooling (manufacturing),2007,Cubic metres,6,Millions,21.719,
Belgium,Europe,Public water supply for cooling (manufacturing),2008,Cubic metres,6,Millions,21.426,
Belgium,Europe,Public water supply for cooling (manufacturing),2009,Cubic metres,6,Millions,20.671,
Belgium,Europe,Public water supply for cooling (manufacturing),2010,Cubic metres,6,Millions,23.018,
Belgium,Europe,Public water supply for cooling (manufacturing),2011,Cubic metres,6,Millions,24.167,
Belgium,Europe,Public water supply for cooling (manufacturing),2012,Cubic metres,6,Millions,23.874,
Belgium,Europe,Public water supply for cooling (manufacturing),2013,Cubic metres,6,Millions,13.976,
Belgium,Europe,Public water supply for cooling (manufacturing),2014,Cubic metres,6,Millions,13.815,
Belgium,Europe,Public water supply for cooling (manufacturing),2015,Cubic metres,6,Millions,15.193,
Belgium,Europe,Public water supply for cooling (manufacturing),2016,Cubic metres,6,Millions,15.027,
Belgium,Europe,Public water supply for cooling (manufacturing),2017,Cubic metres,6,Millions,15.007,
Belgium,Europe,Public water supply for cooling (manufacturing),2018,Cubic metres,6,Millions,15.115,
Belgium,Europe,Public water supply for cooling (manufacturing),2019,Cubic metres,6,Millions,14.274,
Belgium,Europe,Public water supply for electricity,1995,Cubic metres,6,Millions,2.3,
Belgium,Europe,Public water supply for electricity,1996,Cubic metres,6,Millions,3.5,
Belgium,Europe,Public water supply for electricity,1997,Cubic metres,6,Millions,3.0,
Belgium,Europe,Public water supply for electricity,1998,Cubic metres,6,Millions,1.9,
Belgium,Europe,Public water supply for electricity,1999,Cubic metres,6,Millions,2.1,
Belgium,Europe,Public water supply for electricity,2000,Cubic metres,6,Millions,1.94,
Belgium,Europe,Public water supply for electricity,2001,Cubic metres,6,Millions,1.893,
Belgium,Europe,Public water supply for electricity,2002,Cubic metres,6,Millions,1.653,
Belgium,Europe,Public water supply for electricity,2003,Cubic metres,6,Millions,1.338,
Belgium,Europe,Public water supply for electricity,2004,Cubic metres,6,Millions,2.614,
Belgium,Europe,Public water supply for electricity,2005,Cubic metres,6,Millions,1.769,
Belgium,Europe,Public water supply for electricity,2006,Cubic metres,6,Millions,1.945,
Belgium,Europe,Public water supply for electricity,2007,Cubic metres,6,Millions,1.745,
Belgium,Europe,Public water supply for electricity,2008,Cubic metres,6,Millions,1.787,
Belgium,Europe,Public water supply for electricity,2009,Cubic metres,6,Millions,1.78,
Belgium,Europe,Public water supply for electricity,2010,Cubic metres,6,Millions,1.801,
Belgium,Europe,Public water supply for electricity,2011,Cubic metres,6,Millions,1.644,
Belgium,Europe,Public water supply for electricity,2012,Cubic metres,6,Millions,1.341,
Belgium,Europe,Public water supply for electricity,2013,Cubic metres,6,Millions,1.245,
Belgium,Europe,Public water supply for electricity,2014,Cubic metres,6,Millions,1.265,
Belgium,Europe,Public water supply for electricity,2015,Cubic metres,6,Millions,1.07,
Belgium,Europe,Public water supply for electricity,2016,Cubic metres,6,Millions,0.812,
Belgium,Europe,Public water supply for electricity,2017,Cubic metres,6,Millions,0.81,
Belgium,Europe,Public water supply for electricity,2018,Cubic metres,6,Millions,0.882,
Belgium,Europe,Public water supply for electricity,2019,Cubic metres,6,Millions,0.922,
Belgium,Europe,Public water supply for cooling (electricity),2000,Cubic metres,6,Millions,0.379,
Belgium,Europe,Public water supply for cooling (electricity),2001,Cubic metres,6,Millions,0.425,
Belgium,Europe,Public water supply for cooling (electricity),2002,Cubic metres,6,Millions,0.464,
Belgium,Europe,Public water supply for cooling (electricity),2003,Cubic metres,6,Millions,0.457,
Belgium,Europe,Public water supply for cooling (electricity),2004,Cubic metres,6,Millions,0.441,
Belgium,Europe,Public water supply for cooling (electricity),2005,Cubic metres,6,Millions,0.289,
Belgium,Europe,Public water supply for cooling (electricity),2006,Cubic metres,6,Millions,0.331,
Belgium,Europe,Public water supply for cooling (electricity),2007,Cubic metres,6,Millions,0.354,
Belgium,Europe,Public water supply for cooling (electricity),2008,Cubic metres,6,Millions,0.272,
Belgium,Europe,Public water supply for cooling (electricity),2009,Cubic metres,6,Millions,0.257,
Belgium,Europe,Public water supply for cooling (electricity),2010,Cubic metres,6,Millions,0.224,
Belgium,Europe,Public water supply for cooling (electricity),2011,Cubic metres,6,Millions,0.176,
Belgium,Europe,Public water supply for cooling (electricity),2012,Cubic metres,6,Millions,0.235,
Belgium,Europe,Public water supply for cooling (electricity),2013,Cubic metres,6,Millions,0.264,
Belgium,Europe,Public water supply for cooling (electricity),2014,Cubic metres,6,Millions,0.265,
Belgium,Europe,Public water supply for cooling (electricity),2015,Cubic metres,6,Millions,0.261,
Belgium,Europe,Public water supply for cooling (electricity),2016,Cubic metres,6,Millions,0.346,
Belgium,Europe,Public water supply for cooling (electricity),2017,Cubic metres,6,Millions,0.307,
Belgium,Europe,Public water supply for cooling (electricity),2018,Cubic metres,6,Millions,0.385,
Belgium,Europe,Public water supply for cooling (electricity),2019,Cubic metres,6,Millions,0.387,
Belgium,Europe,Public water supply for construction,1995,Cubic metres,6,Millions,0.2,
Belgium,Europe,Public water supply for households,1995,Cubic metres,6,Millions,432.4,
Belgium,Europe,Public water supply for households,2000,Cubic metres,6,Millions,330.558,
Belgium,Europe,Public water supply for households,2001,Cubic metres,6,Millions,332.469,
Belgium,Europe,Public water supply for households,2002,Cubic metres,6,Millions,387.739,
Belgium,Europe,Public water supply for households,2003,Cubic metres,6,Millions,388.607,
Belgium,Europe,Public water supply for households,2004,Cubic metres,6,Millions,388.037,
Belgium,Europe,Public water supply for households,2005,Cubic metres,6,Millions,366.597,
Belgium,Europe,Public water supply for households,2006,Cubic metres,6,Millions,386.023,
Belgium,Europe,Public water supply for households,2007,Cubic metres,6,Millions,386.109,
Belgium,Europe,Public water supply for households,2008,Cubic metres,6,Millions,378.646,
Belgium,Europe,Public water supply for households,2009,Cubic metres,6,Millions,377.818,
Belgium,Europe,Public water supply for households,2010,Cubic metres,6,Millions,378.344,
Belgium,Europe,Public water supply for households,2011,Cubic metres,6,Millions,368.928,
Belgium,Europe,Public water supply for households,2012,Cubic metres,6,Millions,350.849,
Belgium,Europe,Public water supply for households,2013,Cubic metres,6,Millions,360.421,
Belgium,Europe,Public water supply for households,2014,Cubic metres,6,Millions,363.854,
Belgium,Europe,Public water supply for households,2015,Cubic metres,6,Millions,363.005,
Belgium,Europe,Public water supply for households,2016,Cubic metres,6,Millions,359.691,
Belgium,Europe,Public water supply for households,2017,Cubic metres,6,Millions,358.707,
Belgium,Europe,Public water supply for households,2018,Cubic metres,6,Millions,359.923,
Belgium,Europe,Public water supply for households,2019,Cubic metres,6,Millions,361.679,
Belgium,Europe,Public water supply for food processing industry,1995,Cubic metres,6,Millions,16.9,
Belgium,Europe,Public water supply for food processing industry,2000,Cubic metres,6,Millions,19.281,
Belgium,Europe,Public water supply for food processing industry,2001,Cubic metres,6,Millions,20.845,
Belgium,Europe,Public water supply for food processing industry,2002,Cubic metres,6,Millions,20.132,
Belgium,Europe,Public water supply for food processing industry,2003,Cubic metres,6,Millions,21.303,
Belgium,Europe,Public water supply for food processing industry,2004,Cubic metres,6,Millions,21.031,
Belgium,Europe,Public water supply for food processing industry,2005,Cubic metres,6,Millions,21.332,
Belgium,Europe,Public water supply for food processing industry,2006,Cubic metres,6,Millions,22.817,
Belgium,Europe,Public water supply for food processing industry,2007,Cubic metres,6,Millions,23.862,
Belgium,Europe,Public water supply for food processing industry,2008,Cubic metres,6,Millions,22.635,
Belgium,Europe,Public water supply for food processing industry,2009,Cubic metres,6,Millions,21.948,
Belgium,Europe,Public water supply for food processing industry,2010,Cubic metres,6,Millions,22.845,
Belgium,Europe,Public water supply for food processing industry,2011,Cubic metres,6,Millions,24.114,
Belgium,Europe,Public water supply for food processing industry,2012,Cubic metres,6,Millions,24.175,
Belgium,Europe,Public water supply for food processing industry,2013,Cubic metres,6,Millions,22.881,
Belgium,Europe,Public water supply for food processing industry,2014,Cubic metres,6,Millions,22.028,
Belgium,Europe,Public water supply for food processing industry,2015,Cubic metres,6,Millions,22.718,
Belgium,Europe,Public water supply for food processing industry,2016,Cubic metres,6,Millions,24.721,
Belgium,Europe,Public water supply for food processing industry,2017,Cubic metres,6,Millions,26.375,
Belgium,Europe,Public water supply for food processing industry,2018,Cubic metres,6,Millions,27.645,
Belgium,Europe,Public water supply for food processing industry,2019,Cubic metres,6,Millions,26.906,
Belgium,Europe,Public water supply for basic metals,1995,Cubic metres,6,Millions,4.5,
Belgium,Europe,Public water supply for basic metals,2000,Cubic metres,6,Millions,4.184,
Belgium,Europe,Public water supply for basic metals,2001,Cubic metres,6,Millions,3.09,
Belgium,Europe,Public water supply for basic metals,2002,Cubic metres,6,Millions,2.802,
Belgium,Europe,Public water supply for basic metals,2003,Cubic metres,6,Millions,3.278,
Belgium,Europe,Public water supply for basic metals,2004,Cubic metres,6,Millions,2.602,
Belgium,Europe,Public water supply for basic metals,2005,Cubic metres,6,Millions,2.186,
Belgium,Europe,Public water supply for basic metals,2006,Cubic metres,6,Millions,2.066,
Belgium,Europe,Public water supply for basic metals,2007,Cubic metres,6,Millions,2.323,
Belgium,Europe,Public water supply for basic metals,2008,Cubic metres,6,Millions,2.257,
Belgium,Europe,Public water supply for basic metals,2009,Cubic metres,6,Millions,2.104,
Belgium,Europe,Public water supply for basic metals,2010,Cubic metres,6,Millions,2.075,
Belgium,Europe,Public water supply for basic metals,2011,Cubic metres,6,Millions,2.277,
Belgium,Europe,Public water supply for basic metals,2012,Cubic metres,6,Millions,2.031,
Belgium,Europe,Public water supply for basic metals,2013,Cubic metres,6,Millions,1.866,
Belgium,Europe,Public water supply for basic metals,2014,Cubic metres,6,Millions,1.41,
Belgium,Europe,Public water supply for basic metals,2015,Cubic metres,6,Millions,1.493,
Belgium,Europe,Public water supply for basic metals,2016,Cubic metres,6,Millions,1.807,
Belgium,Europe,Public water supply for basic metals,2017,Cubic metres,6,Millions,1.935,
Belgium,Europe,Public water supply for basic metals,2018,Cubic metres,6,Millions,2.236,
Belgium,Europe,Public water supply for basic metals,2019,Cubic metres,6,Millions,2.151,
Belgium,Europe,Public water supply transport vehicles and equipment,2011,Cubic metres,6,Millions,0.303,
Belgium,Europe,Public water supply for textiles,2000,Cubic metres,6,Millions,2.776,
Belgium,Europe,Public water supply for textiles,2001,Cubic metres,6,Millions,3.063,
Belgium,Europe,Public water supply for textiles,2002,Cubic metres,6,Millions,2.767,
Belgium,Europe,Public water supply for textiles,2003,Cubic metres,6,Millions,1.873,
Belgium,Europe,Public water supply for textiles,2004,Cubic metres,6,Millions,1.939,
Belgium,Europe,Public water supply for textiles,2005,Cubic metres,6,Millions,1.692,
Belgium,Europe,Public water supply for textiles,2006,Cubic metres,6,Millions,1.822,
Belgium,Europe,Public water supply for textiles,2007,Cubic metres,6,Millions,1.553,
Belgium,Europe,Public water supply for textiles,2008,Cubic metres,6,Millions,1.446,
Belgium,Europe,Public water supply for textiles,2009,Cubic metres,6,Millions,1.503,
Belgium,Europe,Public water supply for textiles,2010,Cubic metres,6,Millions,1.566,
Belgium,Europe,Public water supply for textiles,2011,Cubic metres,6,Millions,1.529,
Belgium,Europe,Public water supply for textiles,2012,Cubic metres,6,Millions,1.516,
Belgium,Europe,Public water supply for textiles,2013,Cubic metres,6,Millions,1.405,
Belgium,Europe,Public water supply for textiles,2014,Cubic metres,6,Millions,1.352,
Belgium,Europe,Public water supply for textiles,2015,Cubic metres,6,Millions,1.492,
Belgium,Europe,Public water supply for textiles,2016,Cubic metres,6,Millions,1.65,
Belgium,Europe,Public water supply for textiles,2017,Cubic metres,6,Millions,1.651,
Belgium,Europe,Public water supply for textiles,2018,Cubic metres,6,Millions,1.418,
Belgium,Europe,Public water supply for textiles,2019,Cubic metres,6,Millions,1.245,
Belgium,Europe,Public water supply for paper products,2000,Cubic metres,6,Millions,3.465,
Belgium,Europe,Public water supply for paper products,2001,Cubic metres,6,Millions,3.309,
Belgium,Europe,Public water supply for paper products,2002,Cubic metres,6,Millions,3.33,
Belgium,Europe,Public water supply for paper products,2003,Cubic metres,6,Millions,2.936,
Belgium,Europe,Public water supply for paper products,2004,Cubic metres,6,Millions,2.743,
Belgium,Europe,Public water supply for paper products,2005,Cubic metres,6,Millions,2.424,
Belgium,Europe,Public water supply for paper products,2006,Cubic metres,6,Millions,2.38,
Belgium,Europe,Public water supply for paper products,2007,Cubic metres,6,Millions,2.236,
Belgium,Europe,Public water supply for paper products,2008,Cubic metres,6,Millions,2.334,
Belgium,Europe,Public water supply for paper products,2009,Cubic metres,6,Millions,1.958,
Belgium,Europe,Public water supply for paper products,2010,Cubic metres,6,Millions,2.124,
Belgium,Europe,Public water supply for paper products,2011,Cubic metres,6,Millions,1.948,
Belgium,Europe,Public water supply for paper products,2012,Cubic metres,6,Millions,2.11,
Belgium,Europe,Public water supply for paper products,2013,Cubic metres,6,Millions,2.148,
Belgium,Europe,Public water supply for paper products,2014,Cubic metres,6,Millions,2.045,
Belgium,Europe,Public water supply for paper products,2015,Cubic metres,6,Millions,2.146,
Belgium,Europe,Public water supply for paper products,2016,Cubic metres,6,Millions,2.102,
Belgium,Europe,Public water supply for paper products,2017,Cubic metres,6,Millions,1.93,
Belgium,Europe,Public water supply for paper products,2018,Cubic metres,6,Millions,2.224,
Belgium,Europe,Public water supply for paper products,2019,Cubic metres,6,Millions,1.982,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",1995,Cubic metres,6,Millions,55.1,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2000,Cubic metres,6,Millions,70.543,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2001,Cubic metres,6,Millions,69.035,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2002,Cubic metres,6,Millions,67.01,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2003,Cubic metres,6,Millions,68.248,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2004,Cubic metres,6,Millions,69.5,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2005,Cubic metres,6,Millions,72.09,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2006,Cubic metres,6,Millions,72.327,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2007,Cubic metres,6,Millions,69.309,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2008,Cubic metres,6,Millions,65.425,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2009,Cubic metres,6,Millions,60.968,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2010,Cubic metres,6,Millions,67.869,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2011,Cubic metres,6,Millions,69.252,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2012,Cubic metres,6,Millions,68.199,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2013,Cubic metres,6,Millions,55.768,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2014,Cubic metres,6,Millions,54.326,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2015,Cubic metres,6,Millions,57.303,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2016,Cubic metres,6,Millions,54.402,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2017,Cubic metres,6,Millions,54.673,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2018,Cubic metres,6,Millions,53.924,
Belgium,Europe,"Public water supply for chemicals, refined petroleum etc",2019,Cubic metres,6,Millions,52.595,
Belgium,Europe,Public water supply for other manufacturing industries,2000,Cubic metres,6,Millions,10.962,
Belgium,Europe,Public water supply for other manufacturing industries,2001,Cubic metres,6,Millions,10.055,
Belgium,Europe,Public water supply for other manufacturing industries,2002,Cubic metres,6,Millions,9.639,
Belgium,Europe,Public water supply for other manufacturing industries,2003,Cubic metres,6,Millions,9.52,
Belgium,Europe,Public water supply for other manufacturing industries,2004,Cubic metres,6,Millions,9.573,
Belgium,Europe,Public water supply for other manufacturing industries,2005,Cubic metres,6,Millions,8.478,
Belgium,Europe,Public water supply for other manufacturing industries,2006,Cubic metres,6,Millions,8.871,
Belgium,Europe,Public water supply for other manufacturing industries,2007,Cubic metres,6,Millions,9.645,
Belgium,Europe,Public water supply for other manufacturing industries,2008,Cubic metres,6,Millions,7.876,
Belgium,Europe,Public water supply for other manufacturing industries,2009,Cubic metres,6,Millions,6.938,
Belgium,Europe,Public water supply for other manufacturing industries,2010,Cubic metres,6,Millions,7.319,
Belgium,Europe,Public water supply for other manufacturing industries,2011,Cubic metres,6,Millions,7.171,
Belgium,Europe,Public water supply for other manufacturing industries,2012,Cubic metres,6,Millions,6.157,
Belgium,Europe,Public water supply for other manufacturing industries,2013,Cubic metres,6,Millions,6.275,
Belgium,Europe,Public water supply for other manufacturing industries,2014,Cubic metres,6,Millions,4.864,
Belgium,Europe,Public water supply for other manufacturing industries,2015,Cubic metres,6,Millions,4.853,
Belgium,Europe,Public water supply for other manufacturing industries,2016,Cubic metres,6,Millions,5.936,
Belgium,Europe,Public water supply for other manufacturing industries,2017,Cubic metres,6,Millions,5.875,
Belgium,Europe,Public water supply for other manufacturing industries,2018,Cubic metres,6,Millions,5.881,
Belgium,Europe,Public water supply for other manufacturing industries,2019,Cubic metres,6,Millions,5.585,
Belgium,Europe,Public water supply for services,1995,Cubic metres,6,Millions,114.1,
Belgium,Europe,Public water supply for services,2000,Cubic metres,6,Millions,83.68,
Belgium,Europe,Public water supply for services,2001,Cubic metres,6,Millions,76.538,
Belgium,Europe,Public water supply for services,2002,Cubic metres,6,Millions,79.787,
