ObjectId,country,continent,h20_variable,year,h20_unit,h20_powercode_code,h20_powercode,h20_value,h20_flags
45366119,Slovenia,Europe,Total gross abstraction non-freshwater,2002,Cubic metres,6,Millions,0.0,Estimated value
316819432,Slovenia,Europe,Total gross abstraction non-freshwater,2003,Cubic metres,6,Millions,0.0,Estimated value
929245358,Slovenia,Europe,Total gross abstraction non-freshwater,2004,Cubic metres,6,Millions,0.0,Estimated value
735142897,Slovenia,Europe,Total gross abstraction non-freshwater,2005,Cubic metres,6,Millions,0.0,Estimated value
217424034,Slovenia,Europe,Total gross abstraction non-freshwater,2006,Cubic metres,6,Millions,0.0,Estimated value
388435133,Slovenia,Europe,Total gross abstraction non-freshwater,2007,Cubic metres,6,Millions,0.0,Estimated value
458856151,Slovenia,Europe,Total gross abstraction non-freshwater,2008,Cubic metres,6,Millions,0.0,
570322061,Slovenia,Europe,Total gross abstraction non-freshwater,2009,Cubic metres,6,Millions,0.0,
705332623,Slovenia,Europe,Total gross abstraction non-freshwater,2010,Cubic metres,6,Millions,0.0,
676459620,Slovenia,Europe,Total gross abstraction non-freshwater,2011,Cubic metres,6,Millions,0.0,
291657943,Slovenia,Europe,Total gross abstraction non-freshwater,2012,Cubic metres,6,Millions,0.0,
966761964,Slovenia,Europe,Total gross abstraction non-freshwater,2013,Cubic metres,6,Millions,0.0,
205210630,Slovenia,Europe,Total gross abstraction non-freshwater,2014,Cubic metres,6,Millions,0.0,
848479594,Slovenia,Europe,Total gross abstraction non-freshwater,2015,Cubic metres,6,Millions,0.0,
575234608,Slovenia,Europe,Total gross abstraction non-freshwater,2016,Cubic metres,6,Millions,0.0,
302342541,Slovenia,Europe,Total gross abstraction non-freshwater,2017,Cubic metres,6,Millions,0.0,
660908018,Slovenia,Europe,Total gross abstraction non-freshwater,2018,Cubic metres,6,Millions,0.0,
964521809,Slovenia,Europe,Total gross abstraction non-freshwater,2019,Cubic metres,6,Millions,0.0,
